REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,4,7,//www.qyer.com/u/1523743,1,2019-10-30,I do not like 新加坡没什么文化 小地方 没意思  没有文化积淀,2020-02-03 12:32:42.138103
,4,7,//www.qyer.com/u/6535665,3,2019-10-10,动物种类有点少，印象中白犀牛和鳄龟还不错,2020-02-03 12:32:42.141570
,4,7,//www.qyer.com/u/1209295,5,2019-09-25,去的那天上午暴雨，到下午2点后才开始逛，小动物挺多的，带小朋友的可以去逛一下，里面的餐厅也还可以，价格和味道都可以接受。里面的观光车可以听介绍，有不同语言可以调，不过要记得带一副耳机。,2020-02-03 12:32:42.145261
,4,7,//www.qyer.com/u/3615108,5,2019-09-20,动物和自然结合的很好，动物种类不算很多，有大象表演节目……另一边是提醒人们别买卖象牙……去看豹子要坐船，适合亲子游玩的景点。,2020-02-03 12:32:42.148920
,4,7,//www.qyer.com/u/6641291,4,2019-06-06,这是日间动物园，小朋友很喜欢，可以和动物零距离接触，还有个儿童雨林水上乐园，暴热的天气下去玩真的很爽！不要忘了带泳衣哦！,2020-02-03 12:32:42.152591
,4,7,//www.qyer.com/u/10587261,5,2019-05-04,猴子在头顶跳窜，飞鸟在身边翱翔，一转身就和倒吊着的蝙蝠对上了眼…全程没有一点铁栅栏，每个区域都设计的非常亲近自然，值得国内动物园学习。,2020-02-03 12:32:42.156450
,4,7,//www.qyer.com/u/1066232,5,2019-04-10,每次去新加坡必定打卡的景点。这是亚太地区最好的一个动物科普中心。小朋友可以在里面学到很多知识，成人游玩也能感受到动物园的精心设置。,2020-02-03 12:32:42.160125
,4,7,//www.qyer.com/u/5975150,4,2019-02-27,园区内各个区域非常紧凑，步行距离不远，每个地方都值得一看，喂食和show非常丰富，还有个小小的水上乐园供孩子嬉戏。整体来说，是个非常适合带孩子游览的地方。虽然不是很大的园子，但足够孩子玩一天的。,2020-02-03 12:32:42.163815
,4,7,//www.qyer.com/u/2647713,5,2019-02-13,园区真的很大 动物也总是很有活力的样子 喜欢动物的话无论成人还是小孩都会玩得很开心 在这个动物园里的体验总的来说就是很幸福 我觉得是新加坡最最不可错过的景点吧,2020-02-03 12:32:42.167507
,4,7,//www.qyer.com/u/4544129,4,2014-10-18,新加坡的动物园，这绝对不可以错过，听朋友说这里可是值得一去的地方之一,2020-02-03 12:32:42.171293
,4,7,//www.qyer.com/u/6195201,5,2017-03-10,新加坡动物园的官网做的很棒，交通、地图、表演等各种信息清晰明确，这里是我做攻略的全部基础数据来源。 动物园官网：http://www.zoo.com.sg/chn/， 购买多个动物园联票有一定优惠，但是要根据自己行程量力而行。,2020-02-03 12:32:43.644709
,4,7,//www.qyer.com/u/733572,5,2017-06-21,如果带小孩去新加坡的话，动物园还是非常的推荐的。新加坡的动物园地处非常的偏远，建议还是直接打车去，回市区完全不用担心，有专门的出租车点很多车排队。虽然占地面积小，但是设计的很巧妙，大部分都是可以和动物近距离接触的。动物园内有个儿童戏水区，有时候会关闭使用，有餐厅，价格不高，挺方便的。网上可以买好电子票直接在机器上扫二维码取票不用排队，很方便。,2020-02-03 12:32:43.648160
,4,7,//www.qyer.com/u/135062,5,2016-05-29,老少咸宜的游览点。布置设计的很巧妙，即能把动物限定在展览区域内，又较大程度地模拟了动物的真实生活环境，仔细看才能发现栏杆铁丝网等等设施，远看像放养的。有的区域可以直接和动物接触，比如环尾狐猴，不怕人，有一脸呆萌。很干净，大部分地方没有国内动物园常见的异味。 除了步行，凭门票可以坐观光车，River Safari是要另外购票的，并且每天有限制人数，想玩的话要早点去。我去了两次动物园都没有买到过River Safari的票。,2020-02-03 12:32:43.651835
