REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,4,50,//www.qyer.com/u/2759091,5,2019-09-25,新加坡之行的最大惊喜！虽然不太好找，但对于孩子真的是太赞了！各种科学知识、各种神奇的演示，小小科学家从这里起步吧,2020-02-03 13:25:55.872015
,4,50,//www.qyer.com/u/11908853,5,2019-08-25,比较适合7岁～12左右的孩子。互动性很强，就是小了点。有一个你是激光的游戏，需要出来在门口的游客中心重新买票，5新币/人，比较不方便。电影很棒！值得看。,2020-02-03 13:25:55.875299
,4,50,//www.qyer.com/u/6641291,4,2019-06-12,"位于新加坡裕廊，是亚洲第一个户外科学互动园,孩子们通过亲自动手学习,在玩乐的同时了解背后的一连串科学概念。公众需要以一种消闲娱乐的方式了解科学的方方面面，科学馆就从现代题材中选择充足的资源，以便更好地完成这一使命。他们通过为公众提供能够参与并且专心向学的环境来普及科学。",2020-02-03 13:25:55.878919
,4,50,//www.qyer.com/u/3544166,4,2016-01-12,带孩子玩了整整一天，比较适合幼儿园大班或小学低年级孩子玩，大部分实验虽然都能动手但是只需要按一个钮好像也不太有趣。我们花了大量时间去看一只小鸡出壳的过程，这是个很好的体验。还有一个studio，可以自己在墙上设计一个路线，然后让小球落到终点，如果有时间的话，这个地方其实是最有的玩的。还有户外可以玩水，这个孩子很喜欢。,2020-02-03 13:25:55.882503
,4,50,//www.qyer.com/u/194177,5,2017-04-05,新加坡科技馆（Singapore Science Centre）本地人叫做“科学馆”，位于岛屿的西部，地图上看离国大不远，但是没有地铁直达。在裕廊东地铁站出站以后，又转乘了一辆公交车才到。当然，脚力好的朋友可以走过去，裕廊东过去约500米。 入馆时买了一个带环幕电影的门票，但是后来觉得不值。因为环幕电影并不是3D立体的，只不过是圆弧型的普通屏幕而已。而且讲解全部是英文，我的三脚猫水平只能听懂3分之一，大怪之类纯属看个热闹。 但是，科技馆本身还是不错的。虽则从规模上看，没有上海科技馆来得大，但是对游客而言足够了。我们用足足半天时间，也没有全部逛完。里面展示的科学主题很多，有光学、机械、电力、信息等等，展品丰富，互动性强，最关键一条——里面人不多，大部分展品不需要排队直接上手，这在国内的科技馆里往往是一种奢求。来这个地方，我们纯粹是为了照顾大怪，从她一下午的反应来看，还算不枉此行。,2020-02-03 13:25:55.886185
,4,50,//www.qyer.com/u/2456794,5,2017-12-19,点开给售票处立即出票。选了万象馆的机器人电影，虽然全是英语，但不妨碍5岁小孩对影片的理解。新加坡科学馆很适合孩子，我们十一点到达，玩到五点半才出来。每个项目都能动手实验，比起上海的科技馆，最最主要是人少,2020-02-03 13:25:55.889701
,4,50,//www.qyer.com/u/986558,4,2015-10-29,新加坡科学馆位于裕廊东。可乘坐地铁至裕廊东地铁站再转乘66或335号巴士直达科学馆。馆内还设有各种新鲜的体验，互动性强，许多的设施都可以动手操作。,2020-02-03 13:25:55.893276
,4,50,//www.qyer.com/u/4544129,4,2014-10-19,由主馆、别馆、万象馆和户外花园组成。1969年，在新加坡科学理事会的倡议下，新加坡政府决定把国家博物馆转变为艺术和历史博物馆。,2020-02-03 13:25:55.896771
,4,50,//www.qyer.com/u/1334215,5,2018-09-02,大多是简单的科学原理，但这里以比较有趣的方式展出了,2020-02-03 13:25:55.900203
,4,50,//www.qyer.com/u/1872532,4,2016-11-30,在裕廊，属于游客非常少的景点，基本只有本地人才回去，记得不要周一去，周一闭馆。,2020-02-03 13:25:55.903650
,4,50,//www.qyer.com/u/3407539,5,2016-07-11,这里本地人来得多，出了地铁站直走，穿过一个小市场，大约10分钟就走到了，不懂的话还让你去坐公交车。里面挺多东西的，但讲解都是英文。挺适合孩子来的,2020-02-03 13:25:58.157546
,4,50,//www.qyer.com/u/5847744,5,2015-07-28,超级棒！里面很多有意思的东西 也不会太深奥 简明扼要直白展示给你 很多小学生在里面玩的票有三种 科学馆12 除两个特殊馆以外的23 所有馆41 我们买的第二种 去到最后一个馆的时候已经五点四十了（他们六点钟闭馆）不仅没有赶我们走 还带我们尽快的玩了很多有趣的地方！超感动超开心的！赞！,2020-02-03 13:25:58.170953
,4,50,//www.qyer.com/u/1059476,5,2018-09-29,所有展品都是可以自己动手体验，并从中获得知识，非常适合小朋友来学习！,2020-02-03 13:25:58.185663
,4,50,//www.qyer.com/u/10086596,3,2018-08-21,里面的内容其实不多，我去参观的时候都是展出一些无聊的东西，没什么兴趣。,2020-02-03 13:25:58.194197
