REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,4,64,//www.qyer.com/u/12358550,5,2020-01-28,很多亲子活动，很适合带孩子，而且这些场所不算是美术馆的，所以都是免费的。,2020-02-03 13:30:07.184997
,4,64,//www.qyer.com/u/2925158,5,2019-12-13,意外的还不错。进去了以后发现，东南亚的美术馆和其他欧洲及亚洲的有一个非常大的区别：东南亚可能在之前的二十世纪初经历了许多战火，及二十世纪末经历了国家经济政治改革的阵痛，故而东南亚的艺术家表达出了很多针对政治及经济形态的思考和怒火，在画作中表达的非常直接而强烈。这是其他地区的美术馆里没有见过的，令人大开眼界。,2020-02-03 13:30:07.199938
,4,64,//www.qyer.com/u/11913680,5,2019-08-31,这里我希望好好介绍下这个美术馆，因为我太太太❤️水心❤️这里啦。和我一样喜欢⛩建筑，?美术，或者爱?拍照的答应我绝对不要错过这里。是个可以呆一整天的地方。展品丰富，体验活动多样，同时建筑风格明显。展馆内还有吃饭休息的地方，非常贴心。,2020-02-03 13:30:07.212951
,4,64,//www.qyer.com/u/11996037,4,2019-08-22,如果你想用大英博物馆或者卢浮宫的标准来评判NGS 恐怕要令你失望了 馆藏的大部分画作大部分是反映过去新加坡人民生活的 个人觉得绘画的表现形式比实物好，所以参观完NGS以后我就没有去National History Museum 在他们的官网上显示有免费开放日 我参观正值新加坡国庆前后，门票给予50%off（成人常规门票是SGD 20） 馆内定期会有一些活动，我刚好碰上了一个中小学生的艺术展 有他们的画作展出和乐队表演，还挺好看的,2020-02-03 13:30:07.220297
,4,64,//www.qyer.com/u/2212661,5,2019-07-31,去的那天，下着小雨，门口的广场上正在布置舞台，一辆粉色调车停在那里，和庄严肃穆的美术馆一起，有一种异样的和谐，整个美术馆很大，很多小情侣找好位置各种拍照，小朋友们在楼下奔跑玩闹，大朋友们在楼上看吴冠中，太巧。,2020-02-03 13:30:07.225932
,4,64,//www.qyer.com/u/4119615,5,2019-04-21,特地过去，正好碰上了免费open day，太棒了。展品见仁见智，但是建筑绝对不会失望，拍照张张是大片,2020-02-03 13:30:07.230644
,4,64,//www.qyer.com/u/8811219,5,2019-04-18,藏品说不上很多 室内冷气冻的人发抖 附近没有地铁 要坐公交车再走过去,2020-02-03 13:30:07.234843
,4,64,//www.qyer.com/u/3544166,5,2017-03-17,隆重推荐的地方，我觉得应该算新加坡游必到景点才对！先说要不要买票，如果只参观建筑，不进入展馆是不需要门票的。这个建筑本身就是新加坡重要的古迹非常值得参观，而且最重要的是超级适合凹造型！第二，门票，本地人是免费的，外国人需要买票，但是可以在官网看到每年的免费开放日期，如果赶上是可以免费参观所有展厅的。第三，一楼的儿童studio非常棒，工作人员会带着孩子做各种脑洞大开的手工，旁边还有一个童话世界，里面有小熊的家，一定要最后才进，因为孩子进去基本就不肯出来了。,2020-02-03 13:30:07.238636
,4,64,//www.qyer.com/u/2349649,4,2016-10-16,这是2015年底对外开放的美术馆，目前还不是很多游客去。去过一些大型美术馆的人，如英国国家美术馆之类的，可能觉得里面的画不见到有那么惊艳，艺术家大部分是中西合璧，偏向印象派。个人看完后会觉得新加坡不是搞艺术的地方，但是觉得它展现新加坡艺术的发展之路，英文还不错的人还是可以去一下。,2020-02-03 13:30:07.242186
,4,64,//www.qyer.com/u/1503749,4,2016-07-19,去年才开始向公众开放的新加坡国家美术馆，是将市政厅大楼与原最高法院大楼连接起来改建成的，所以我觉得建筑本身比展览棒：）屋顶的露天花园很赞，无论是白天黄昏还是夜晚拍照都很棒，可以看到大榴莲啊金沙啊金融区等。展览的话强推吴冠中作品展~,2020-02-03 13:30:07.245613
,4,64,//www.qyer.com/u/3855721,4,2017-02-09,路过这里的时候有点犹豫要不要进去，这时穿制服的女士过来说，请进来参观，我们这里都是免费参观的，不要用闪光灯拍照。立刻好感全生。正好赶上一个管乐队在美术馆下沉广场里排练，乐器的和鸣在美术馆里回响感觉真好。大家都静静的坐在那里欣赏。突然来了一群呼朋唤友的中国阿姨和小朋友，哇哈哈哈，画风突变，大家全散了。。。。。。请用我们微薄的力量告诉身边的每一个人吧，在外游览请尊重他人，调低音量顾忌环境不要大声喧哗。,2020-02-03 13:30:10.446376
,4,64,//www.qyer.com/u/1959829,5,2018-09-30,很好的馆藏，值得打卡的地方。非常赞,2020-02-03 13:30:10.449714
,4,64,//www.qyer.com/u/2006421,5,2018-09-04,人不多，很安静，去过很多欧美的博物馆美术馆，亚洲的还是第一次，能看到很多东方的作品。还不错。,2020-02-03 13:30:10.453466
,4,64,//www.qyer.com/u/10086596,3,2018-08-21,说实话，其实我逛了这么多博物馆，对这个博物馆没什么呢印象，不是特别鲜明，里面的东西也很普通，有点后悔。,2020-02-03 13:30:10.456959
,4,64,//www.qyer.com/u/10519838,5,2018-07-29,超级喜欢，一定要来玩，我觉得可以玩一天,2020-02-03 13:30:10.460343
,4,64,//www.qyer.com/u/1202028,5,2018-05-31,这个大楼是以前的国会大厦，新加坡政府让出这么大的地方作为美术馆也是很厉害了！里面不定期有各种艺术展览，其中不乏吴冠中、莫奈等，值得来看。,2020-02-03 13:30:10.463780
,4,64,//www.qyer.com/u/4673247,5,2018-04-28,我很喜欢的地方，但是来的人应该不多吧，因为我们去的时候基本上没有任何排队的情况。一层是小孩子看的东西，还是比较人性化的，展品摆放的很矮，刚好小孩子很适合,2020-02-03 13:30:10.467376
,4,64,//www.qyer.com/u/3595858,4,2018-04-14,国家美术馆对于新加坡人和新加坡永久居民都是免费开放的，这里每段时间会有不同的展，而且室内建筑很好看，非常适合拍照！个人觉得如果比较喜欢美术的话可以进来看看，如果不是的话就没必要来了。但是里面确实有很多展品而且拍照都很漂亮！,2020-02-03 13:30:10.470908
,4,64,//www.qyer.com/u/5443075,5,2018-02-18,个人觉得是新加坡最值得游玩的文化景点，之前做功课一直没看到推荐，在旧国会大楼附近逛时看到了，被宏大的建筑所吸引，事实证明非常值得一逛。不管是否是艺术爱好者，这里的建筑都相当的值得用相机记录。建筑设计本身兼具古典与现代，高耸的柱子、玻璃屋顶以及斜拉一面墙的玻璃幕墙都很美，会随着阳光的变化带来美丽的光影。还能拍照！美术馆分为city hall以及superior court两翼，馆内有图册以及微型建筑模型说明整个美术馆修建的过程，公共走廊内有可以直接欣赏的少量作品。而内部展厅则需要另外买票，我们去的时候正值得莫奈画展，还有新加坡本地艺术家的画展。馆内游人很少，是值得静下来，安排一个下午游览的地方。非常推荐。,2020-02-03 13:30:10.474334
,4,64,//www.qyer.com/u/236649,5,2017-01-11,个人觉得很值得去的地方，前身是新加坡高等法院，每天定期时段会提供免费中文讲解,2020-02-03 13:30:10.477881
,4,64,//www.qyer.com/u/58262,4,2016-10-08,宏大。标识没有中文，但下载APP里边对展品有中文讲解。需要时间慢慢逛。,2020-02-03 13:30:13.034823
,4,64,//www.qyer.com/u/8323217,4,2016-09-21,还是国家美术馆比较像样一点！,2020-02-03 13:30:13.050493
