REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,4,89,//www.qyer.com/u/8522537,5,2017-06-13,到了新加坡最喜欢逛的就是各个大大小的公园，花园了，因为新加坡真的是非常的干净，漂亮，素有花园城市之城，所以新加坡的花园相当的多，这座裕廊花园就是其中比较有名的一座，花园特别的大，里面的植物很多，还有各种鸟类。,2020-02-03 13:36:16.581614
,4,89,//www.qyer.com/u/4544129,4,2014-10-20,是全球最大的鸟类动物园之一，园内有 600 多种、 8000 多只各色飞禽，是集教育性与娱乐性于一体的地方,2020-02-03 13:36:16.584949
,4,89,//www.qyer.com/u/3422411,4,2014-04-11,在男票还没成为男票前，在chinese garden跟男票第一次约会…,2020-02-03 13:36:16.588615
,4,89,//www.qyer.com/u/155760,2,2017-10-25,新加坡裕廊工业区是亚洲最早成立的开发区之一。二战结束后，新加坡是一个缺乏资源、工业基础落后、失业率极高的弹丸之地。为了改变这种面貌，新加坡建立了开发区，选择以吸引跨国公司。 来这里办事的话如果有时间可以转转花园，专门来一趟就不值得了,2020-02-03 13:36:16.592754
,4,89,//www.qyer.com/u/5651299,4,2017-09-23,里面以中式园林为主，也有日式园林。从地铁到公园要走一段比较长的直路，周末道路两边草地都是放假的菲佣在野餐，聚会，人非常多。,2020-02-03 13:36:16.596576
,4,89,//www.qyer.com/u/986558,3,2015-10-29,有一公里长的自然小径，在那里你可以看见一些候鸟。有野生猴子了。另一个亮点是一个小蝴蝶花园，种植了吸引植物的植物。,2020-02-03 13:36:16.600220
,4,89,//www.qyer.com/u/4599414,4,2015-09-16,新加坡的天气让亲子出游压力倍增，好在园子里乘凉的地方还比较多。与上海比，干净，人少。,2020-02-03 13:36:16.603846
,4,89,//www.qyer.com/u/3460478,5,2015-07-03,维修好很漂亮，特别那些塔。,2020-02-03 13:36:16.607481
,4,89,//www.qyer.com/u/6070015,5,2015-05-31,新加坡除了這個花園，其實還有更多很美的花園，我喜歡新加坡，他們的規劃做得很棒,2020-02-03 13:36:16.611162
,4,89,//www.qyer.com/u/4690255,1,2015-05-12,坡县最不喜欢，感觉最脏的景点，没有之一，可能是因为西部农村的原因吧,2020-02-03 13:36:16.614589
,4,89,//www.qyer.com/u/5495760,4,2015-01-25,近期塔楼维修，哈哈，不错的公园,2020-02-03 13:36:20.183234
,4,89,//www.qyer.com/u/4510321,3,2014-12-30,环境很好，风景很漂亮                        。,2020-02-03 13:36:20.186486
,4,89,//www.qyer.com/u/5332886,4,2014-12-21,Jurong Eco-Garden is a park surrounding Thow Kwang Pottery Jungle. It's quite original in having a letter X shape with four distinct wings. You can explore each wing separately but the most interesting one is at lower end with a short (15-20 min walk) nature trail that would take you through a forest with different types of scenery. It's a beautiful place off the beaten tourist path and I recommend visiting it together with the Pottery Jungle - they really complement each other. Admission to both places is free.,2020-02-03 13:36:20.189937
,4,89,//www.qyer.com/u/1862915,5,2014-12-09,真心的大啊！恰逢周末，比较早的时间，到处都是在运动在锻炼身体的人们，安静得有点儿吓人。不过静静的坐下来感受大自然的美好，真好！,2020-02-03 13:36:20.193611
,4,89,//www.qyer.com/u/5272102,3,2014-12-08,裕廊花园是全球最大的鸟类公园之一；拥有全球第一家水下鹈鹕观赏游廊——“鹈鹕湾”观赏各种各样的鹈鹕，这里的鹈鹕种类居世界之冠；“非洲瀑布大型鸟舍”以高达30米的瀑布为背景，是全球最大的可自由进出式鸟舍，1500只非洲特有鸟类在此自由翱翔。,2020-02-03 13:36:20.197039
,4,89,//www.qyer.com/u/4810808,4,2014-09-15,去这里是因为工作需要，考察水廊道，不过这里的水廊道在远郊，不是都市中心区的那种，可能更多的是防洪泄洪用的。实用大于形式。,2020-02-03 13:36:20.200512
,4,89,//www.qyer.com/u/1405188,5,2014-07-24,花园是分中国花园和日本花园，做的特别棒，而且又不要门票，里面什么什么都是齐全的，在当地生活的人值得经常去。,2020-02-03 13:36:20.203868
,4,89,//www.qyer.com/u/3238480,5,2013-12-22,很漂亮值得一去.不过要小心被随时出来晒太阳的蜥蜴吓到哦。,2020-02-03 13:36:20.207498
,4,89,//www.qyer.com/u/2587444,3,2013-08-31,中国花园是让我很想家的地方，日本花园有很多人cosplay。还看见了巨蜥，吓死我了,2020-02-03 13:36:20.210943
