REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_ID,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME
,1,31,https://www.tripadvisor.com.sg/Profile/MehediAS,741077098,25-01-2020,4,Impressive architecture,This Bridge is connected to marina bay sands shopping mall and also free area for visitors. At night a nice and peaceful area for a walk visit. Also a quality place for taking photos...,12-2019,Family,2020-01-30 05:51:56.227599
,1,31,https://www.tripadvisor.com.sg/Profile/rtsahai,724745661,07-11-2019,5,A walk to remember,"It's a very beautiful, artistically designed bridge to look like a DNA. Connects the Merlion park to the gardens by the bay",10-2019,Family,2020-01-30 05:51:56.499171
,1,31,https://www.tripadvisor.com.sg/Profile/Tori H,693641096,29-07-2019,4,A nice design & easy walk between Flyer & Marina Bay,"We enjoyed walking over the Helix Bridge after visiting the Flyer on our way to the Marina Bay Sands. The views of the Marina Bay Sands, ArtScience Museum & Harbour were lovely along the way. Nice to have a cooler, more sheltered path as we explore. Such a cool design.",12-2018,Family,2020-01-30 05:51:56.838497
,1,31,https://www.tripadvisor.com.sg/Profile/n1kolov,691642588,22-07-2019,5,Nice to see in the evening,"During the day it is OK there, but it is much better to see the bridge in the evening with all the lights.",05-2019,Family,2020-01-30 05:51:57.206868
,1,31,https://www.tripadvisor.com.sg/Profile/Frances R,686671103,04-07-2019,5,Long walking bridge,"It was my first time to cross the bridge from the side of the Marina Bay Sands. It takes about 5-7 mins I guess for you to get to the other side depending on your pacing. At the end of the bridge, you can buy the famous 1 SGD ice cream but it's 1.20 SGD now. It's a must try!",06-2019,Family,2020-01-30 05:51:57.559911
,1,31,https://www.tripadvisor.com.sg/Profile/Terence C,681561999,15-06-2019,5,Interesting brige,Just now realized the name of the bridge and the symbols. We are scientist but just not in the science mode in our trip! DNA double helix symbols as you cross the bridge. Great place for photographs,06-2019,Family,2020-01-30 05:51:57.933195
,1,31,https://www.tripadvisor.com.sg/Profile/alhasan1909,680121667,09-06-2019,5,A beautiful Display of Lights,During the day it's just like an average bridge people crossing over some small Ice Cream vendors and people selling chilled water and Sodas. At night it transformes into a sight to be seen with beautiful colorful lights decorating the bridge. This is not a must see but if your in the area kids and adults alike will enjoy the unique design and the bright lights at night.,02-2019,Family,2020-01-30 05:51:58.317152
,1,31,https://www.tripadvisor.com.sg/Profile/SurfingWild,679894313,08-06-2019,5,Walk across the bridge at night,"The design of the Helix Bridge is impressive but the best time to see it is at night when it is all lit up. Crossing the bridge will bring you to the ArtScience Museum, Marina Bay Sands Hotel and Gardens by the Bay. If you have just visited Gadrens by the Bay at night then consider walking across the bridge round to Merlion Park and getting some truly spectacular views of Marina Bay and the Merlion and Financial District skyscrapers.

We actually visited the bridge during the daytime but I did manage to capture some photos of the bridge lit up at night in red while at Merlion Park.",05-2019,Family,2020-01-30 05:51:58.687665
,1,31,https://www.tripadvisor.com.sg/Profile/KC_Nav,679029079,05-06-2019,5,"Nice for a photo,","Can't really say much. its a bridge. its nice to walk on, its also nice for some photos. its unique, and its definitely above other bridges which are just... well... bridges.... this one at least have a bit of design in mind, so yeah. nice job",05-2019,Family,2020-01-30 05:51:59.029176
,1,31,https://www.tripadvisor.com.sg/Profile/lococapricorn,677554965,30-05-2019,4,Great photo spot for any visitor to Singapore- do not miss it when lit up at night!,"Definitely worth exploring the Helix Bridge, especially at night with the lights and Marina Bay in the background - picture-perfect!",05-2019,Family,2020-01-30 05:51:59.427812
