POI_INDEX,TOTAL_REVIEWS,RANKING,POI_TYPE,TRIP_TYPE,AVERAGE_RATING,RATING_5_COUNT,RATING_4_COUNT,RATING_3_COUNT,RATING_2_COUNT,RATING_1_COUNT,ABOUT,ADDRESS,ATTRIBUTES_CRAWLED_TIME
9,2050,100,"Nature & Parks, Nature & Wildlife Areas",Family,4.3707317073170735,1090,706,192,48,14,"Fly in to Asia's largest bird paradise and feast your senses on over 3500 colourful birds across 400 species. Spanning over 20.2 Hectares of naturalistic habitats and giant walk-in aviaries, enjoy close interactions with the feathered residents at daily feeding sessions and be tickled by their show-stopping antics in exciting bird shows. Enjoy sumptuous Asian buffet lunch in the company of talented parrots and get wild and wet at the kids-friendly bird-themed playground.","2 Jurong Hill Jurong Bird Park, Singapore 628925, Singapore",2020-01-29 17:25:07.266102
9,1076,100,"Nature & Parks, Nature & Wildlife Areas",Couples,4.364312267657993,586,345,107,27,11,"Fly in to Asia's largest bird paradise and feast your senses on over 3500 colourful birds across 400 species. Spanning over 20.2 Hectares of naturalistic habitats and giant walk-in aviaries, enjoy close interactions with the feathered residents at daily feeding sessions and be tickled by their show-stopping antics in exciting bird shows. Enjoy sumptuous Asian buffet lunch in the company of talented parrots and get wild and wet at the kids-friendly bird-themed playground.","2 Jurong Hill Jurong Bird Park, Singapore 628925, Singapore",2020-01-29 17:46:23.440154
9,272,100,"Nature & Parks, Nature & Wildlife Areas",Solo,4.3713235294117645,154,81,25,8,4,"Fly in to Asia's largest bird paradise and feast your senses on over 3500 colourful birds across 400 species. Spanning over 20.2 Hectares of naturalistic habitats and giant walk-in aviaries, enjoy close interactions with the feathered residents at daily feeding sessions and be tickled by their show-stopping antics in exciting bird shows. Enjoy sumptuous Asian buffet lunch in the company of talented parrots and get wild and wet at the kids-friendly bird-themed playground.","2 Jurong Hill Jurong Bird Park, Singapore 628925, Singapore",2020-01-29 17:56:03.454725
9,74,100,"Nature & Parks, Nature & Wildlife Areas",Business,4.621621621621622,51,19,3,1,0,"Fly in to Asia's largest bird paradise and feast your senses on over 3500 colourful birds across 400 species. Spanning over 20.2 Hectares of naturalistic habitats and giant walk-in aviaries, enjoy close interactions with the feathered residents at daily feeding sessions and be tickled by their show-stopping antics in exciting bird shows. Enjoy sumptuous Asian buffet lunch in the company of talented parrots and get wild and wet at the kids-friendly bird-themed playground.","2 Jurong Hill Jurong Bird Park, Singapore 628925, Singapore",2020-01-29 17:59:00.385931
9,398,100,"Nature & Parks, Nature & Wildlife Areas",Friends,4.396984924623116,204,155,32,7,0,"Fly in to Asia's largest bird paradise and feast your senses on over 3500 colourful birds across 400 species. Spanning over 20.2 Hectares of naturalistic habitats and giant walk-in aviaries, enjoy close interactions with the feathered residents at daily feeding sessions and be tickled by their show-stopping antics in exciting bird shows. Enjoy sumptuous Asian buffet lunch in the company of talented parrots and get wild and wet at the kids-friendly bird-themed playground.","2 Jurong Hill Jurong Bird Park, Singapore 628925, Singapore",2020-01-29 17:59:55.452790
10,910,53,"Sights & Landmarks, Points of Interest & Landmarks",Family,4.661538461538462,653,215,33,9,0,Certificate of Excellence,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",2020-01-29 18:03:14.910831
10,1570,53,"Sights & Landmarks, Points of Interest & Landmarks",Couples,4.736305732484077,1216,305,42,3,4,Certificate of Excellence,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",2020-01-29 18:16:49.418253
10,331,53,"Sights & Landmarks, Points of Interest & Landmarks",Solo,4.712990936555892,257,58,13,1,2,Certificate of Excellence,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",2020-01-29 18:40:14.854888
10,158,53,"Sights & Landmarks, Points of Interest & Landmarks",Business,4.537974683544304,102,42,11,3,0,Certificate of Excellence,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",2020-01-29 18:45:27.114354
10,520,53,"Sights & Landmarks, Points of Interest & Landmarks",Friends,4.657692307692308,373,120,23,4,0,Certificate of Excellence,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",2020-01-29 18:48:04.401625
