REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_ID,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME
,1,14,https://www.tripadvisor.com.sg/Profile/maria_platt,741422604,27-01-2020,5,A must...amazing place,"We visited Jewel with our friend on a Sunday. It is an amazing space with a rain vortex that gushes down the core of the building over 7 storeys in height. It has lots of space to relax and chill out which iis not always easy to find in Singapore. The overall area is free and pretty amazing in itself- there are of course food and retail options surrounding it but not in an obtrusive way.
We paid an additional $4.50 per person to visit the Canopy Park which includes slides (fun for all ages), foggy bowls of mist and beautiful gardens. For additional fees you can enter mazes etc, but the basic package was enough for us to enjoy ourselves gor several hours.
It really is a magical place worth visiting if you are transiting through or live in Singapore.",01-2020,Family,2020-01-29 22:39:14.792391
,1,14,https://www.tripadvisor.com.sg/Profile/kjpdavid,740106736,20-01-2020,5,Spectacular!,"Another visually captivating attraction... but one that you can catch at Changi after you've just collected your boarding pass (if you're departing) or your bags (if you're arriving) and within easy reach from your terminal by airbridge.
We did the Canopy Walk (S$5- p/p) and also some last minute shopping.
Like all of the Singapore attractions that we visited, the quality of the design, attention to detail and high standards of upkeep maximizes the visual impact while the efficiency of access and amenities maximizes comfort.
We spent 1 hour at the Jewel before heading to our departure gate but you'd need half a day to go through the amusement attractions, shops and restaurants.
Will come back and spend more time when we're next back.
Recommended.",01-2020,Family,2020-01-29 22:39:15.173167
,1,14,https://www.tripadvisor.com.sg/Profile/Gismotravel,740081558,20-01-2020,4,Loved Jewel,"Amazing - we loved exploring the canopy and the mirror maze. We had dinner downstairs in the food court which was clean, delicious and reasonably priced. We were also able to arrange point of pick up for grab car without having to venture back to the terminal. Unfortunately we had to play tag team to look around as we needed for someone to mind the suitcases and bags. As a family of 4 it was way to expensive to pay for storage.",01-2020,Family,2020-01-29 22:39:15.510887
,1,14,https://www.tripadvisor.com.sg/Profile/FarAway746712,739854464,18-01-2020,5,A great way to decompress before a long flight,"We arrived at Jewel about two hours before our flight departure time, so we were able to enjoy the main attraction, the waterfall, and the surrounding rainforest before we had to leave. It was enough time to help us relax. We did not get a chance to explore other features of Jewel.",01-2020,Family,2020-01-29 22:39:15.851192
,1,14,https://www.tripadvisor.com.sg/Profile/DivitiaMalcolm,739782752,18-01-2020,5,A great stop over,"Our flights didn't connect so we had 23 hours in Changi airport in Singapore. Simply put, this is the best place if you have to lay over between flights. Our hotel was in the complex and there are so many options for dining. After a comfortable relaxing night we utilised the early airline checkin facilities and enjoyed some of the attractions on the top level for a few hours while we waited for our flight.",01-2020,Family,2020-01-29 22:39:16.232769
,1,14,https://www.tripadvisor.com.sg/Profile/TheTravelDoc99,739670844,17-01-2020,5,Marvel,What a structure! The indoor fountain is breathtaking and the shops are numerous that satisfies every taste. A must see attraction. Three hours should suffice.,01-2020,Family,2020-01-29 22:39:16.605468
,1,14,https://www.tripadvisor.com.sg/Profile/neth2013,739389102,16-01-2020,5,Jewel show,If you are waiting for your flight don’t hesitate to come to jewel and explore the beauty of falls. The show was great.,01-2020,Family,2020-01-29 22:39:17.006532
,1,14,https://www.tripadvisor.com.sg/Profile/Scottdarno,738988812,14-01-2020,5,Fun time The Jewel Canopy Changi Airport,"We’re traveling with our two teenage grandsons 13n 15
What an amazing place to visit young n old
Our visit was made even better by meeting a young man named Christian who was extremely friendly and helpful and took the time to take some pics for us on the sky bridge and generally talked to us with staff like this the Jewel Canopy experience can only be wonderful for more n more travellers",01-2020,Family,2020-01-29 22:39:17.354969
,1,14,https://www.tripadvisor.com.sg/Profile/Laksh-HA,737449887,07-01-2020,5,Canopy Park at Jewel Changi Airport,"Jewel is a place for shopping different brands and different restaurants with many delicacies. In the central part of Jewel is a huge waterfall kind of attraction surrounded by floors of garden like view. Beautiful scenario. At night there is also a light show with music at the same place which is amazing view. At the top floor of the Jewel there is canopy park which includes entrance fee and some other activities too which are also paid ones. But overall experience is really nice. A must visit place. Anyone who is visiting Singapore don't miss it. You can even visit it before leaving, if you can plan at least an hour or two hours your actual arrival time to the airport. Its worth it.",01-2020,Family,2020-01-29 22:39:17.717072
,1,14,https://www.tripadvisor.com.sg/Profile/Myfamilytravelers18,735723963,31-12-2019,5,Definitely the best airport in the world,"We were so amazed of the Changi airport, the jewel, rain vortex was so beautiful!!! It’s a easy walk from terminal 3 atleast 15 minute.. I would recommend to come and visit the jewel whenever you have you have a chance!!!",12-2019,Family,2020-01-29 22:39:18.110793
