REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_ID,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME
,1,20,https://www.tripadvisor.com.sg/Profile/112deniss,739933513,19-01-2020,5,Icon of Singapore,Beautiful waterfront park with restaurants and beautiful views of the Singapore skylights!! Very popular place!,01-2020,Family,2020-01-30 01:33:37.366722
,1,20,https://www.tripadvisor.com.sg/Profile/Kevin_Mumbai,739232738,15-01-2020,4,Singapore icon for a picture,I guess you have to do this free activity considering it's a Singapore icon. We did the family pictures from different angles as did the rest of the crowd. Get's pretty crowded on a weekend.,01-2020,Family,2020-01-30 01:33:37.720882
,1,20,https://www.tripadvisor.com.sg/Profile/neth2013,738474681,11-01-2020,5,Worth it!,Everything was worth it. Wonderful experience and highly recommend if you want to visit here. If you want to relax don’t forget to come to this place and enjoy it.,01-2020,Family,2020-01-30 01:33:38.072024
,1,20,https://www.tripadvisor.com.sg/Profile/shalhashmi,736031819,01-01-2020,5,Must visit,Best place to visit in the sunset timing and evening suitable for all ages have places around amazing pictures will have for sure,12-2019,Family,2020-01-30 01:33:38.406456
,1,20,https://www.tripadvisor.com.sg/Profile/Fahim F,736024499,01-01-2020,4,Symbol of Singapore...,"Merlion is the symbol of Singapore. Great place for river cruise and the Business district, Marina Bay Sands and Clarke Quay. Ride costs around 25 dollars. In the e evening you can see the special laser show for free....",12-2019,Family,2020-01-30 01:33:38.780509
,1,20,https://www.tripadvisor.com.sg/Profile/858clintb,735939875,01-01-2020,3,"Interesting.., but not a lot of shade",Not sure if I'd go out of my way to see it. But if you are nearby.. Night time would be better as the skyline is better at night that and you would avoid the full sun.,01-2020,Family,2020-01-30 01:33:39.086169
,1,20,https://www.tripadvisor.com.sg/Profile/Dev_SG_2018,735198500,29-12-2019,4,Symbolic of Singapore; visit for an hour and then take a stroll to Marina Bay Sands or Gardens by the Bay,"The Merlion (cross of Mermaid and Lion) is a symbol strongly associated with Singapore. This is a good place to get a view of the Marina Bay area - an area built on reclaimed land. With the iconic Fullerton Bay Hotel and CBD (Central Business District) skyscrapers in the background, you can take some great photos for your Facebook account!!

After soaking in the atmosphere for about an hour, you can walk over to Marina Bay Sands and the Gardens by the Bay. It would be a 20 min walk. You could also consider going to the Marina Barrage for a wonderful view of Singapore’s CBD.",12-2019,Family,2020-01-30 01:33:39.478357
,1,20,https://www.tripadvisor.com.sg/Profile/ezhonda,734458872,24-12-2019,3,Interesting night view,Very beautiful skyline n the photos look v nice because of e lightings. Many people gather n e vibes r generally positive. Many instagrammable photos.... just up to ur imagination.,12-2019,Family,2020-01-30 01:33:39.928209
,1,20,https://www.tripadvisor.com.sg/Profile/Joolsjm1,734202878,23-12-2019,4,Merlion visit,A must see while in Singapore. Lovely walk around and plenty to see. The art in Singapore is truly amazing,12-2019,Family,2020-01-30 01:33:40.232989
,1,20,https://www.tripadvisor.com.sg/Profile/Nisarg2310,734126637,22-12-2019,4,Nice Place to Visit...,"Merlion Park is very good place to hang out with friends, family and partner. Merlion is Singapore's symbol and you can enjoy surround with good cafes, Cold bubble tea, fruit juice and coffee by seeing stunning infrastructure.",11-2019,Family,2020-01-30 01:33:40.579876
,1,20,https://www.tripadvisor.com.sg/Profile/L920,734099405,22-12-2019,5,Singapore Iconic,"Very well maintained park with Mermaid Lion stand still to make you easy photo, what else you'd asked for?",12-2019,Family,2020-01-30 01:33:46.547256
,1,20,https://www.tripadvisor.com.sg/Profile/ShrikantAb,733709966,20-12-2019,3,Good place to take pics,"The famous Merlion spot in the Singapore. Hardly a 10-15 mins spending spot. However, one can tak e a 25$ boat ride which is for about 40 Mins. The boat ride covers important places around the water body along with well timed audio n video documentary. It's worth a ride.",12-2019,Family,2020-01-30 01:33:46.907417
,1,20,https://www.tripadvisor.com.sg/Profile/shalendram2017,732621764,14-12-2019,4,Merlion Magic,An amazing attraction that draws thousands of tourists daily. Can be very busy and people tripping over each other to get the best shot. Choose a good weather day if you can. Spectacular views of the bay and Marina Bay Sands hotel.,12-2019,Family,2020-01-30 01:33:47.292264
,1,20,https://www.tripadvisor.com.sg/Profile/915doreenm,732047027,11-12-2019,4,Photo opportunity,Great place for pics only if not raining. It pulls crowd so limits photo opportunity time. Great walking place and is very close to Durian- art museum.,12-2019,Family,2020-01-30 01:33:47.629100
,1,20,https://www.tripadvisor.com.sg/Profile/tirtadevi2906,731048508,07-12-2019,3,Too Crowded,My sister and I visited this place because this is the icon of Singapore. Like a must to see. We went there 8:30 in the morning and shocked to see how many people there. It was too crowded,11-2019,Family,2020-01-30 01:33:47.979568
,1,20,https://www.tripadvisor.com.sg/Profile/SRKK2013,725445519,10-11-2019,5,Fantastic,We reached in the afternoon. It's worth the visit being synonym with Singapore. There are lot of photo opportunities. Feel that it will look better in the morning hours because of the Sun position,06-2019,Family,2020-01-30 01:33:48.318492
,1,20,https://www.tripadvisor.com.sg/Profile/vicentechuadyiv,723783330,04-11-2019,5,A tourist must-visit!,Lots of tourist here. Quite crowded as this is one of Singapore's iconic place. This place is also nice for a morning walk or a jog or even just for a stroll after all that hawker food 😉,11-2019,Family,2020-01-30 01:33:48.665801
,1,20,https://www.tripadvisor.com.sg/Profile/Arif K,723356404,03-11-2019,5,Beautiful view,Had been to the park and the beauty of it mesmerizes. Must visit in Singapore with family and friends.,11-2019,Family,2020-01-30 01:33:49.040533
,1,20,https://www.tripadvisor.com.sg/Profile/imkittie,722332845,29-10-2019,5,Amazing,"Half-fish and half-lion, the iconic Merlion resides at the Merlion Park waterfront. Merlion's body symbolises Singapore's humble beginnings as a fishing village when it was called Temasek, which comes from the same root as the word tasek ('lake' in Malay).

Its head represents Singapore’s original name, Singapura, or ‘lion city’ in Malay.

Today, you can glimpse this legend at Merlion Park. Spouting water from its mouth, the Merlion statue stands tall at 8.6 metres and weighs 70 tonnes. #marinabaysands #MerlionPark #Singapore2019",10-2019,Family,2020-01-30 01:33:49.420774
,1,20,https://www.tripadvisor.com.sg/Profile/AndyCworld,722068058,28-10-2019,4,Worth visiting when downtown around the Marina,"Worth a visit since it's right across from MBS. Dusk is best time so you can see MBS as sky is turning blue (they call it Blue Hour). Perfect for photos, and you can see many semi-pro photographers getting their cameras set up around this time. The park itself is not much of a park (when you think of green area). It consists of a concrete area around the Merlion at the end of the walking bridge. Would love to see more grass area.",07-2019,Family,2020-01-30 01:33:49.764407
,1,20,https://www.tripadvisor.com.sg/Profile/hanshH8576DE,721708744,27-10-2019,3,Average atraction,"The original Merlion at Promenade is a nice to visit, although not a must sea. The bigger ons on Sentosa is more entertaining ans host a light show at night.",10-2019,Family,2020-01-30 01:33:55.698970
,1,20,https://www.tripadvisor.com.sg/Profile/Noy Y,717485171,12-10-2019,5,Get Best skyline of Singapore here !,"Catch the fireworks during Singapore National day celebration. It is also a pleasant morning or evening walk starting from fullerton hotel, cross the underpass to Clifford pier and towards merlion park.",10-2019,Family,2020-01-30 01:33:55.998120
,1,20,https://www.tripadvisor.com.sg/Profile/Excursion31974983236,717471253,12-10-2019,4,A signature visit,While here at Singapore....a centrally located hub of ornamental and aesthetic value! Must or rather will visit when going to any of the attractions!,10-2019,Family,2020-01-30 01:33:56.372732
,1,20,https://www.tripadvisor.com.sg/Profile/AjayKacker,716346861,08-10-2019,5,Great iconic landmark of Singapore,"Visited the iconic Merlion park. Situated opposite to the Marina bay, the place has its fair share of visitors through out the day.

There are two Merlion statues, one pewi g water into the bay and the other miniature version directly behind it.

A place with lovely view of the landmarks of Singapore

A must visit place",10-2019,Family,2020-01-30 01:33:56.759095
,1,20,https://www.tripadvisor.com.sg/Profile/aragee08,716173046,08-10-2019,5,Seeing you off before you say goodbye!,"Panic started to kick in when we heard that the Merlion, Singapore's emblem, will be taken down and will be replaced of something we don't know what. Our visit was timely because we were able to say hello and goodbye to this mighty representation of Singapore. It's true to what most people say, it's majestic, surreal and a lot of people who's trying to take a shower or drink the water from it haha!",09-2019,Family,2020-01-30 01:33:57.117507
,1,20,https://www.tripadvisor.com.sg/Profile/883muraliv,707364636,07-09-2019,3,"OK for a stop, watch out for selfie sticks and posers","OK to walk around, have a look at this singapore icon. Can’t enjoy any quiet time/peace -crowded with selfie stick, people looking for perfect insta shot, and weird posers",09-2019,Family,2020-01-30 01:33:57.456162
,1,20,https://www.tripadvisor.com.sg/Profile/ThreeDugongs,707066553,06-09-2019,3,Don’t understand,Why is everyone standing with the quite small statue and taking selfies? Bit of a downer but a nice walk around the harbour,07-2019,Family,2020-01-30 01:33:57.814827
,1,20,https://www.tripadvisor.com.sg/Profile/rashmibgupta,706884711,05-09-2019,4,"Best Place -A Depiction of Name "" Singapore"".","We have been to this place in a taxi from Alexandra Road where we were staying. In the evening there was a lot of rush of joggers, tourists taking pictures here and there. There were cane juice and sweet corn kiosks, tea was also available at nearby hotels. Tea tasted just like Malaysian tea. There were many beautiful and colourful lights were added to enhance its beauty more. We stayed there for attending a live musical concert. It was a nice experience.",07-2019,Family,2020-01-30 01:33:58.136937
,1,20,https://www.tripadvisor.com.sg/Profile/KaranSen,701664754,22-08-2019,4,Worth a visit once,Iconic symbol of Singapore. Located near the harbor road it demands a visit once. A good photo point showing your Singapore presence ;-),08-2019,Family,2020-01-30 01:33:58.441665
,1,20,https://www.tripadvisor.com.sg/Profile/393osamaa,700590069,19-08-2019,3,Good place,Nice place to visit in singapore marina bay area must be visiting in singapore it regarding as landmark in singapore and I visit it at night,08-2019,Family,2020-01-30 01:33:58.839650
,1,20,https://www.tripadvisor.com.sg/Profile/CHIDUWINTV,700008857,17-08-2019,4,Icon of Singapore,"Merlion park is located at the heart of Singapore. Place for clicking million photos. Lot of attractions and restaurants near by. Go by 6.00 pm, so that you can take photos with natural lighting and later with night mode.",07-2019,Family,2020-01-30 01:34:04.772369
,1,20,https://www.tripadvisor.com.sg/Profile/kingfalcon,699113237,15-08-2019,5,Fantastic,It is singapore's natonal icon and it is spouting water from its mouth it is located in a beautiful atmosphere we could take many snaps in different angles it is a place to be enjoyed.Of course it is crowded place but it a place surely to be watched for.,07-2019,Family,2020-01-30 01:34:05.086388
,1,20,https://www.tripadvisor.com.sg/Profile/319nishants,696371784,07-08-2019,4,Merlion Statue Marina Bay Sands,A nice open park. Good place to relax after walking around Bay Area for almost 3 kms. Merlion statue has a significant importance for Singapore. There is another one at Sentosa island little bigger than this one. But this one looks better especially during night with lights on. Nice place to hangout with family or friends and take photographs.,07-2019,Family,2020-01-30 01:34:05.466939
,1,20,https://www.tripadvisor.com.sg/Profile/helenmY7959TY,695922877,06-08-2019,4,Spectacular to see up close,"A tourist spot that was very crowded. Lovely getting up close to a Singapore icon. Wonderful picture opportunities, plenty of eating places nearby. Also can walk to Fullerton hotel from here. Easy walk from the Esplanade MRT station also.",07-2019,Family,2020-01-30 01:34:05.834595
,1,20,https://www.tripadvisor.com.sg/Profile/AakritiDhanawat,692918964,26-07-2019,5,"Travel Diary: Merlin Park, Singapore 2019","Travel Diary: Singapore 2019

Merlion Park : Singapore landmark, a major tourist attraction and a super hit picture on almost all the magnets and souvenirs found in Singapore is Merlion Park. It depicts a mythical creature with a lion's head and the body of a fish. It’s wide courtyard just like the Manhattan’s courtyard near the river where almost everyone including me get their picture clicked with there hands folded, begging for the water to fall from its wide open mouth on once hand is really a nice place to be when you are in Singapore.

#travelblogger #singapore @travelseewrite @travelandleisure #singaporelove #traveltips #travelphotography #travelbloggers #ilovetravelling #travelaroundtheworld",06-2019,Family,2020-01-30 01:34:06.246125
,1,20,https://www.tripadvisor.com.sg/Profile/Amaan185,692108355,23-07-2019,5,Iconic national symbol of Singapore,"The Merlion is an iconic national symbol of Singapore and is incredibly beautiful.

The statue has a large amount of cultural and historical significance with the discovery of Singapore and the reason it’s known as the ‘lion city’

Whilst there isn’t a lot to this attraction, it’s definitely worth a visit to take great pictures and to see a part of Singapore’s history. There are also many restaurants to eat around the Merlion and enjoy the marina bay views.

If you go to Singapore, I’d definitely recommend visiting the Merlion as it’s importance to the people of Singapore is similar the Eiffel Tower to the people of France.",07-2019,Family,2020-01-30 01:34:06.592059
,1,20,https://www.tripadvisor.com.sg/Profile/270franziskak,691381707,21-07-2019,5,A must if you are in Singapore,If you are in Singapore you need to visit this Merlion. Nice spot to take photos. Not much shadow so better to go early.,07-2019,Family,2020-01-30 01:34:06.920366
