REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_ID,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME
,1,65,https://www.tripadvisor.com.sg/Profile/relaxtripp,695360683,04-08-2019,3,Brisk Walk,Cant find much interesting here. I hope this is the only mount available in Singapore. Only attraction i can see is we can have a view of Indonesia from here using the telescopes available there in the park.,07-2019,Family,2020-01-31 10:21:09.037887
,1,65,https://www.tripadvisor.com.sg/Profile/srikanthav94,687359126,07-07-2019,4,Greenery,A very nice green space with in the city to hangout and also get wonderful views of the city. You can zoom in to the views using the telescope placed there. You can understand why Singapore is called a city in a garden. I went there by the cable car. You can also reach there by bus/car. Or even take a hike from downhill. The views and atmosphere is certainly worth it.,07-2019,Family,2020-01-31 10:21:09.427910
,1,65,https://www.tripadvisor.com.sg/Profile/Ram V,667769384,20-04-2019,4,Pleasant place to walk around,Mt Faber is a pleasant place to have a wander and the views are superb. It is best to get there by cable car. There is also the Bell of Happiness which is near the cable car station. Worth a visit.,04-2019,Family,2020-01-31 10:21:09.809608
,1,65,https://www.tripadvisor.com.sg/Profile/erickson4048,662197159,30-03-2019,5,Very Trilling Mount Faber,"Im not really into heigh, but how could u reach here, without using the cable car! But once u get there everything is so nice, u must try the cafe, food is delicious",03-2019,Family,2020-01-31 10:21:10.214697
,1,65,https://www.tripadvisor.com.sg/Profile/Gints K,661084919,25-03-2019,5,Good views over city,This is final destination if you walked along Southern Ridges - best free views over city and if you want then can take cable car to Sentosa. We saw one gigantic spider but otherwise Central Water Catchment walking trails have much more fun.,03-2019,Family,2020-01-31 10:21:10.614189
,1,65,https://www.tripadvisor.com.sg/Profile/Mala V,660495653,23-03-2019,4,My son's graduation celebration,"Going to Arbour next Sunday for lunch with my family of 14 to celebrate my son's graduation. I hope food will be good, just like the view and everyone will have an enjoyable afternoon. Will update more, after our visit.",03-2019,Family,2020-01-31 10:21:10.975776
,1,65,https://www.tripadvisor.com.sg/Profile/div106,641927157,28-12-2018,4,Good for trekking,"Mount Faber is good for trekking, hiking and long walks. One must visit the place and get a glimpse of the city from a height.",06-2018,Family,2020-01-31 10:21:11.352324
,1,65,https://www.tripadvisor.com.sg/Profile/Rahul U,641270150,24-12-2018,4,"High, natural & beautiful",This place can give you scope for relaxing with nature. Area is quite green & can be visited for one to two hours.,09-2018,Family,2020-01-31 10:21:11.724040
,1,65,https://www.tripadvisor.com.sg/Profile/RahulU1980,641255093,24-12-2018,4,Natural high point in Singapore,"It is the small hill in comparison with other mountains. However, in Singapore it is rare. This place is maintained well & can be visited for few hours.",09-2018,Family,2020-01-31 10:21:12.070162
,1,65,https://www.tripadvisor.com.sg/Profile/Pasan A,615700703,11-09-2018,5,Must visit this place,Amazing breath taking views from the top. You have to use the Singapore cable car line to get to the top from Harbourfront station. you can f=buy cheap tickets for the cable car online thru websites like KLOOK which i used. enjoy,09-2018,Family,2020-01-31 10:21:12.429883
,1,65,https://www.tripadvisor.com.sg/Profile/Thinh_Nguyen_Phuoc,615282523,10-09-2018,3,Panorama view,"Good place to have a wide view to the city, Sentosa and the sea. There's not thing much to do but taking photos.",08-2018,Family,2020-01-31 10:21:18.445279
,1,65,https://www.tripadvisor.com.sg/Profile/David C,603617862,07-08-2018,4,Scenic location,A great place for hiking and enjoy the fresh air and scenic view. The new bridge give another great view where you may find breathe taking discoveries. There is cable car station where you can take to travel to Sentosa island. A convenient and provide a bird eye view.,12-2017,Family,2020-01-31 10:21:18.798619
,1,65,https://www.tripadvisor.com.sg/Profile/SR148Kandy,602449682,03-08-2018,4,Superb location.Great view.,"Loved the restaurant around the tree, and the amazing views over Sentosa and the harbour. Great start to the cable car-sentosa-harbour front experience. Have a look at the quirky railing of bells, reminds you of the love bridge in Paris.",08-2018,Family,2020-01-31 10:21:19.154776
,1,65,https://www.tripadvisor.com.sg/Profile/B1538MOcamillec,599587501,25-07-2018,3,View from the top,Took the cable car from the harbour up to mount Faber. Very pleasant and ate at the restaurant with a beautiful view.,07-2018,Family,2020-01-31 10:21:19.526501
,1,65,https://www.tripadvisor.com.sg/Profile/MikeC2237,595395652,12-07-2018,4,Great views - catch the cable car to Sentosa Island,We took a taxi to the top of Mount Faber and took in the views of Sentosa Island and Singapore. Great views in early morning. The cable car ticket office opened at 8:45am. Took the cable car to Sentosa Island for the day. Returned to Harbour Front cable car station as better option to catch a taxi. Definitely worth a look.,07-2018,Family,2020-01-31 10:21:19.901733
,1,65,https://www.tripadvisor.com.sg/Profile/kiwimh,590807760,26-06-2018,5,Great view over the city & Sentosa Island,"We took the gondola up to Mt Fabor. Great views and they had a cute terrace hung with wishing bells. If you venture further through their garden at the top, you will come to an original old sailing ship’s bell which is meant to grant lifelong happiness when couples ring it together. If you walk up to the top of the mountain, you get great views of Sentosa Island, the original Merlion (the sign for prosperity) which guards over the trading ship harbor, and views of Singapore city.
You can then take the gondola on a round trip to Sentosa Island which has a uniqueness including an alley towards the beach which you would think Gaudi had developed and designed! Definitely worth the trip!",06-2018,Family,2020-01-31 10:21:20.317014
,1,65,https://www.tripadvisor.com.sg/Profile/wanet2015,589133364,20-06-2018,5,Daily acitivity,"Glad to know this place for daily acitivty to do relaxation, Viewing and exercise running/walking. We are take cable car from sentosa to stop at Mount Faber",04-2018,Family,2020-01-31 10:21:20.712673
,1,65,https://www.tripadvisor.com.sg/Profile/chewyjuice,574942907,22-04-2018,4,Do the faber license!,"I have a faber Licence, that is, the one that gives me unlimited rides on all cable cars in Singapore. My 16 month old loves the rides, and I find it gives her a bird's eye view, a different perspective to her environment.

We eventually made it to try dusk restaurant at dusk hah! Didn't watch the sunset as we left early to head home to put little one to bed after a tiring afternoon at sentosa. Very expensive tapas! Good quality but small portions. The dusk promotion is awesome for wines though. The moscato was good!",04-2018,Family,2020-01-31 10:21:21.079642
,1,65,https://www.tripadvisor.com.sg/Profile/OzYuval,571321977,05-04-2018,4,Good View and CableCar,"The park has very good panoramuc view and has cablecar transport to Sentosa. Walk to Faber point it is only 7 minutes walk from cablecar station. It definitely worth it.
At this point you can take a picture with Merlion statue.
Don't miss the Happiness Bell at the back of the cablecar station.
We bought tickets (one direction is not available) to Sentosa. We took tickets for in-island circle (i think it is unnecessary).
You can walk or take shuttle to ""Wave house"". Free if you use the atraction (highly recommended) or eat at the restaurant.
The view from the cablecar is unic and you can order VIP meal.
start at morning. you can spend all day at Sentosa (look for 'Sentosa').",04-2018,Family,2020-01-31 10:21:21.476718
,1,65,https://www.tripadvisor.com.sg/Profile/RowdyMonster,549661432,28-12-2017,5,No regrets coming,"Free car parks and good exercise

There are different car parks at different sites too.

Henderson wave is nearest to car park D

Worthwhile to visit the cable car building where there is a nice gift shop and beautiful photo spots. There is also bell of happiness and the ‘wishing’ bells

Wear sport shoes and comfy clothes",12-2017,Family,2020-01-31 10:21:21.866529
,1,65,https://www.tripadvisor.com.sg/Profile/rohanpillai1,538249698,04-11-2017,4,Great view,This is one of the best place to get a good view of Singapore. Make sure you visit it in either the morning hours or the evening. The view is worth the trip.,10-2017,Family,2020-01-31 10:21:27.726643
