REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_ID,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME
,1,1,https://www.tripadvisor.com.sg/Profile/zoeellis85,740135148,19-01-2020,4,Beautiful to visit,"Great place for a visit, informative and lots to see. Felt staff were trying to get people to spend money unnecessarily such as on a “half an hour” audio golf cart tour in which the guide kept skipping the audio and the tour went for less than 15 minutes. Taxi service was also super expensive to leave in the evening - $50 for only me to travel 4.1km - when I stated that it was a rip off and I’d walk they negotiated $30 which was still what I’d consider to be quite a rip off for the distance. For these reasons I cannot rate it 5 stars",01-2020,,2020-01-20 18:15:46.498498
,1,1,https://www.tripadvisor.com.sg/Profile/martinb8,740126714,19-01-2020,5,Gardens with a difference.,"We spent half a day here between a cruise and a flight home. It's only a short ride from the Marina Bay Cruise Terminal (where you can leave you luggage). The super trees were super. Early in the day there are fewer people so we really enjoyed the Skyway, Flower Dome and Cloud Forest. It's surprising how huge the domes really are and they have unique displays. It's a pity we couldn't stay until the night time lights.",12-2019,,2020-01-20 18:15:46.838523
,1,1,https://www.tripadvisor.com.sg/Profile/mbentsi,740124993,19-01-2020,5,AMAZING!!!,"Everything was amazing, I don't have words to describe the beauty, the calmness and the balance there was in all they have created!!! Especially the night show was above all expectations!!! I couldn't stop taking pictures and videos, all the supertrees singing and dancing and in the background the spectaculous Marina Bay Sands!!!!",01-2020,Travelled with friends,2020-01-20 18:15:47.131432
,1,1,https://www.tripadvisor.com.sg/Profile/travelbuddy2020,740101433,19-01-2020,5,Beautiful Light Show,The light show was beautiful. We sat near the grass area and enjoyed the music and lights. A must see if in Singapore,01-2020,Travelled as a couple,2020-01-20 18:15:47.433613
,1,1,https://www.tripadvisor.com.sg/Profile/ReluctantReviews,740076423,19-01-2020,5,Lovely 😊,"Very relaxing tranquil spot in the city.
The audio bus tour was a bit pricey for what you got and the gardens are a very large space for anyone who has mobility challenges. Any shuttles we saw were not able to pick us up.
Also, we had spent some time there and wanted to have a nice lunch between touring the two main exhibits and we were not able to find a restaurant. We asked every employee we saw and were directed to walk here, walk there, restaurant was closed for special function, more walking, more shuttles that would not assist with a ride, more employees that couldn’t assist with food directions.
We eventually left with only visiting one of the exhibits, but when we returned the following morning they did honour our ticket from the previous day.
All in all it is a lovely place and I believe they have a nice evening light show which we didn’t see.
Best to buy all tickets together rather than audio tour separately as we did. You would save a little money.",12-2019,Travelled as a couple,2020-01-20 18:15:47.751750
,1,1,https://www.tripadvisor.com.sg/Profile/Bloomy18,740071005,19-01-2020,5,Beautiful,Loved these beautiful gardens especially the Cloud Forrest. Retuned in the evening as well for the beautiful light show.,12-2019,,2020-01-20 18:15:51.670060
,1,1,https://www.tripadvisor.com.sg/Profile/karinab976,740065803,19-01-2020,5,Must see!,"Don’t miss the light show in gardens by the bay. Every evening.
We saw the Garden waltz- it was enchanting and amazing.
See the garden in daytime, too.",01-2020,Travelled with family,2020-01-20 18:15:51.959668
,1,1,https://www.tripadvisor.com.sg/Profile/BridgitM9,740040729,19-01-2020,5,Beautiful,A spectacular and beautiful setting the light show was an amazing experience for us to see and hear. You can take some amazing pictures with the sights,01-2020,Travelled with family,2020-01-20 18:15:52.255716
,1,1,https://www.tripadvisor.com.sg/Profile/Zedd23,739992479,19-01-2020,5,Garden by the Bay,Fantastic garden with an amazing collection of plants and trees. Very clean and family friendly. Kids will definitely enjoy the water play area whilst the elderly will enjoy the fantastic and delicious satay by the bay..highly recommended to all..,01-2020,Travelled with family,2020-01-20 18:15:52.546758
,1,1,https://www.tripadvisor.com.sg/Profile/PepePitMD,739987461,19-01-2020,5,A must!,This is an unique experience for the whole family. The Cloud forest and Flower dome were exceptional! The Flower fantasy also incredible!,01-2020,Travelled solo,2020-01-20 18:15:52.840948
