,1,58,https://www.tripadvisor.com.sg/Profile/drtbhat,740945564,24-01-2020,4,Nice experience,Good to see animals in natural habitat without restraint. Best for kids 5-10 Adults also can enjoy. One show was good but it appeared it hurried very quickly may be animals were not in mood .worth to visit,01-2020,Family,2020-01-28 15:20:10.629984
,1,58,https://www.tripadvisor.com.sg/Profile/medlowg,739027099,14-01-2020,5,Really worthwhile taking the tram ride. Had to get there by metro and shuttle bus and managedto get last shuttle bus and,Reallly worthwhile trip from hotel via metro and shuttle bus. Caught the tram ride around the site followed by 10.30pm creature show which was great. Managed to get last shuttle bus and last metro then taxi back to hotel. Thoroughly enjoyable but the Rainforest Lumina was disappointing.,01-2020,Family,2020-01-28 15:20:10.909396
,1,58,https://www.tripadvisor.com.sg/Profile/934marnii,738799036,13-01-2020,5,Highly recommend,The night safari at Singapore Zoo was amazing!! Highly recommend it!! See I g all the animals in their natural nighttime habitats. We also did the Lumina Show at the zoo which was great!,01-2020,Family,2020-01-28 15:20:11.192525
,1,58,https://www.tripadvisor.com.sg/Profile/cocosmoke,738599910,12-01-2020,4,"Walk around first, then tram","We had a great time at the night safari during a long Friday evening layover at the airport. We booked 7:15 tickets on online but underestimated the length of the taxi que and busy peak hour traffic from the airport (50min travel) about ($40 Sing Dollars) and got there late. To not spend time waiting in lines we walked around the zoo first, it took 1 1/2 hrs then got on a quarter full tram (no line) for the 40 min ride. Whilst the day zoo is a better experience if you only have time to do one. For repeat visitors, the night zoo was awesome to see animals up and active. Our 10yr and 12yr boys really enjoyed it. We left at 10:20pm. Plenty of taxis waiting at the rank and we’re back at the airport 25 mins later. Terrific way to spend the layover.",01-2020,Family,2020-01-28 15:20:11.473108
,1,58,https://www.tripadvisor.com.sg/Profile/sgreaves36,738461005,11-01-2020,2,Over-hyped experience,"Our last night in Singapore and we decided on this 'must-do' experience. Overall, I wish we hadn't bothered. It was a hassle to get there, way way way too over-crowded, the show was a damp squib, and mainly you could vaguely make out animals in the dark from a moving tram that would have been much easier to see during the day. Probably the best part was walking the trails as at least there most of the throngs were distracted at the concession stands, so it was relatively peaceful.",01-2020,Family,2020-01-28 15:20:11.855372
,1,58,https://www.tripadvisor.com.sg/Profile/RichoHICC,737324949,06-01-2020,5,An absolute must!!,"Absolutely love the night safari

#1 Night Safari Tip - Go on a rainy weekday.

Absolutely no queues to be seen (as not seen in photos). We were able to ride the tram numerous times without having to line up at all. Most of the trams weren’t even half full.

The cooler weather makes walking the trails and a pleasant overall experience.

The animals were frisky and alert due to cooler weather as well.

You must visit night safari when in Singapore, and like I said, choose a rainy weekday and enjoy the park without the queues.

I’d also recommend doing the Night Safari on a seperate day to the zoo, especially if you have kids. You don’t want to fatigued when visiting.",01-2020,Family,2020-01-28 15:20:12.185690
,1,58,https://www.tripadvisor.com.sg/Profile/jjc978,737278674,06-01-2020,5,Brilliant Different Way To See Animals,Really loved it here. Used the food court before going in which was good value and tasty. The land train around the zoo was great and saw most of the animals. This lasted about 30 minutes. Then walking around the zoo and having time to properly see the animals was great. At times a little freaky when hyenas disappear into the shadows not that far from you. Couldn't get into the creatures show as always fully booked and wasn't wasting 45 minutes queuing for it. We'll worth it.,12-2019,Family,2020-01-28 15:20:12.451579
,1,58,https://www.tripadvisor.com.sg/Profile/angadsss,736295237,02-01-2020,5,Safari Singapore,One of the best experiences to see animals at night with an amazing concept of travelling in trams which goes around the whole zoo. Lots of encounters and close ups with the animals. Amazing dining places and an excellent show called Creatures of the night which is a must watch. Night safari is one of the top best attractions in Singapore and is a must visit with friends family etc.,01-2020,Family,2020-01-28 15:20:12.708823
,1,58,https://www.tripadvisor.com.sg/Profile/brothermattos,736149960,02-01-2020,3,Well designed but...,"I purchased the tickets online and selected our entrance time. Naively I thought, oh with pre-determined times there must not be a lot of people. Wrong! The queue to the tram was huge. The tour is nice, well put and designed. They do a good job ensuring the animals are visible. There are 2 beginning trails - fishing cat or wallaby. From there you can decide to continue onto other trails or return. The park closed at midnight so we couldn’t do it all. There is a creature of the nights show which we watched but I don’t recommend. It was a waste of time. Nothing special about it. I wish the trams stopped more so we could take decent pictures. All in all, ok activity to do with the children but make sure you plan it well.",01-2020,Family,2020-01-28 15:20:13.051074
,1,58,https://www.tripadvisor.com.sg/Profile/chwaa1,736016909,01-01-2020,2,Expensive for a ride in the dark,"With so many great reviews we followed the masses of people in Dec 2019 to see animals at night. There was about 20mins wait in line to buy tickets. There was about 40mins wait in line to get into the night safari. There was then another 35min wait in a zig zag line to get a tram ride to see some animals in their enclosures. We would have liked to go around again but weren’t willing to join the line again. For over $200+ for a family of 5, I don’t think it was worth it. They let too many people in the zoo even though there are set entrance times. There are still people there from the earlier entrance time.
Great place to see some animals and lots of people queuing.",12-2019,Family,2020-01-28 15:20:13.339991
