REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_ID,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME
,1,63,https://www.tripadvisor.com.sg/Profile/hanshH8576DE,720178180,21-10-2019,4,Nice Victorian building,"Fating from the late 18 or early 19 hundreds, this victorian building stands still firm in between all the skyscrapers in the City. Excellent selection of food stalls with ample choice of menu and moderate prices. Very busy at lunchtime but not so busy in the early evening.",10-2019,Family,2020-01-31 09:32:35.543799
,1,63,https://www.tripadvisor.com.sg/Profile/JennieHepton,717533976,12-10-2019,5,Amazing,"I loved eating here every day with my family. The choice of different food was immense, something for everyone. The food was so tasty every time. You can have breakfast lunch and evening meal. I recommend a visit!",10-2019,Family,2020-01-31 09:32:35.926172
,1,63,https://www.tripadvisor.com.sg/Profile/DAG1AG1,686141137,03-07-2019,4,"Good hawker style food, great experience","Good food (by Singapore standards so great by international standards). Good experience to sit out side on a steer surrounded by sky scrapers. It’s like s street festival right in the centre of Manhattan.

Tip - go there after 7pm, that’s when they close the street and lay the tables outside",05-2019,Family,2020-01-31 09:32:36.329633
,1,63,https://www.tripadvisor.com.sg/Profile/Sparklingnl,667607265,19-04-2019,5,"Good selection, known for tourist","Its a great selection, lots of food selection.. The price not that expensive. Its open till late night.
Known as a tourist must visit culinary. Not really clean but not a big mess too. Easy to reach and easy to recognize..
A great hawker for first timer..",03-2019,Family,2020-01-31 09:32:36.721532
,1,63,https://www.tripadvisor.com.sg/Profile/jchowza,652881561,17-02-2019,2,Tourist bait,Wasn't a fan. Too touristy for me. Overpriced and not as tasty. There's a better hawker closer by (5min walk) that feels more like singapore and has yummy food. Amoy food court or market st food court has food for around 3 to 4 dollars with authentic tastes,02-2019,Family,2020-01-31 09:32:37.103532
,1,63,https://www.tripadvisor.com.sg/Profile/Andrew C,633935972,17-11-2018,4,Possibly THE best place for food,"On a recent family visit to Singapore, it was decided of course we would visit the hakwer centres. What they offer is amazing Asian food at very affordable prices. They are simple but impressive. They also have a great atmosphere with tourists and locals mixing. La Pau Sat was the one closest located to where we were staying and it is incredible.

There is such an array of Asian food and delicacies, it is uip to you what you choose. We visited for dinner 3 times during our stay, such was the food. I had curry one evening, chilli chicken rice another and char sui pork finally. Superb.There are also plenty of bakeries and dessert places for a sweet treat. A MUST visit for food and just to sample Singapore life.",10-2018,Family,2020-01-31 09:32:37.492227
,1,63,https://www.tripadvisor.com.sg/Profile/rochellea,618064564,20-09-2018,3,Ok...but Vivio City Hawkers Market is better.,"Food was good, but we paid more than we were expecting for a Hawkers Market. $35 for 25 bite size satays. A fun way to eat though. Had a better night at the Vivio City Hawkers Market. Try the tapenyaki there. It was great, theatrical (they cook it on a big grill in front of you) & a really good price.",09-2018,Family,2020-01-31 09:32:37.842888
,1,63,https://www.tripadvisor.com.sg/Profile/PushExplore,580023041,14-05-2018,5,Iconic Food Court,"The Lau Pa Sat is perhaps the most iconic food court in Singapore. It is located in the heart of the CBD area, so its very popular with office goers. You'll find all kinds of food here.",08-2017,Family,2020-01-31 09:32:38.224420
,1,63,https://www.tripadvisor.com.sg/Profile/JoanneFooDavis,576492038,29-04-2018,5,Best Satay,"A must visit in the evening to go to satay street. Amazing food. Went numerous times. Had satay from stalls 6,7,8 and all good. You do get pestered though which is a pain but food incredible. Try the basil chicken as well. Amazing. Loved this place and really miss the food",04-2018,Family,2020-01-31 09:32:38.572614
,1,63,https://www.tripadvisor.com.sg/Profile/evelynm_12,575382030,24-04-2018,5,Definitely a good spot to find good food,"This a great spot to find good and cheap food.

Make sure you have cash and if decide to eat Chilly Crab ask 1st the weight and how much it will cost you to don’t get surprise with price!

We had an amazing fried noodles and fried rice!",04-2018,Family,2020-01-31 09:32:38.942691
,1,63,https://www.tripadvisor.com.sg/Profile/Nimali R,556512573,26-01-2018,4,Best Satay in Singapore,If you want to try hawker street food go to Lau Pa Sat. There are many satay restaurants and those were the best we tried in Singapore. Best time to visit is the late evening or night.,12-2017,Family,2020-01-31 09:32:44.987247
,1,63,https://www.tripadvisor.com.sg/Profile/vipi0017,554886701,20-01-2018,4,Satay,"One of the best Satay you can have in Singapore at least authentic local food ,visited here at night time",08-2017,Family,2020-01-31 09:32:45.352682
