POI_INDEX,REVIEW_ID,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY
C3-1,14451,奥特曼1312,5,2020-04-18,挺好的，服务态度也挺好。
C3-1,14452,_CFT01****9214405,5,2020-04-18,内容丰富，声音清淅。充分说明了都江堰景区的历史风貌和人文景观。当你闲庭信步于这湖光山色中时，会有种文化内涵和现实景物相得益彰之感！
C3-1,14453,槿澄浅航,5,2020-04-18,都江堰景区变大了
C3-1,14454,M24****571,5,2020-04-17,讲解详细准确都江堰是个美丽的城市，风景好南桥长廊夜晚非常漂亮
C3-1,14455,六条壬晴,4,2020-04-17,古人智慧的凝聚，在玉垒山上是观看全景的地方。
C3-1,14456,233****064,5,2020-04-17,很好，来都江堰玩记得从山上二郎庙那个门进入，从上往下走。
C3-1,14457,Sunnyk6,5,2020-04-17,风景优美，性价比高，值得推荐！
C3-1,14458,不忘我,5,2020-04-17,都江堰是很值得去的一个景点，它显示了古人在水利制理方面的聪明和智慧，是一项伟大的水利工程，对四川省广大地区的土地灌溉起到了决定性的作用。 【景色】
C3-1,14459,心馨he,4,2020-04-16,挺好的，带亲人玩一玩，最喜欢里面的园林
C3-1,14460,Captain_0716,5,2020-04-16,快，直接进就可以了。省去了排队。
C3-1,14461,冷暖自知天下游,5,2020-04-16,不愧是古人智慧的结晶，现在看来依然气势恢弘。
C3-1,14462,Q清婵,5,2020-04-16,现在去都江堰是个不错的现在，空气好，没环境污染。
C3-1,14463,M28****9794,5,2020-04-16,不错 很漂亮 19年自己去过 环境很美 差点都不想离开了
C3-1,14464,Newflyyy,5,2020-04-15,提到都江堰，就想到延续2000多年的都江堰水利工程！除了这些都江堰景区的自然风光非常不错，青山绿水，古典建筑，横跨河流的吊桥也是特色！
C3-1,14465,158****1663,5,2020-04-15,还不错，印象深刻
C3-1,14466,卢米斯常遇春,5,2020-04-15,幸亏去逛逛，第二天就疫情停止了
C3-1,14467,沉淀幸福爱,5,2020-04-15,值得去的地方，很震惊古代的水利工程。
C3-1,14468,_WeCh****164092,5,2020-04-15,小学课本上最值得我们去的地方之一，特别有纪念意义
C3-1,14469,Newflyyy,5,2020-04-13,都江堰是非常经典的景点，景区很大，自然风光无限好！这里有山有水有建筑，还有著名的水利工程，游览都江堰，感受大自然的美好！
