POI_INDEX,REVIEW_ID,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY
C3-7,15911,152****6735,5,2020-04-18,第一次去成都最先去了杜甫草堂 环境美
C3-7,15912,笑着走过岁月,4,2020-04-18,感觉还不错！
C3-7,15913,JOY7799,5,2020-04-18,中国唐代大诗人杜甫流寓成都时的故居。现在基本上是去成都后必打卡的景点，有一种很宜人的感觉，怪不得诗人在此居住四年创造了很多传世的作品啊。这个地方真是不错。
C3-7,15914,137****6738,5,2020-04-18,环境卫生装饰还可以，位置也算还行的吧，算比较好找吧，总体感觉跟这个价位基本上符合。基本上是满意的，加油吧
C3-7,15915,M58****694,4,2020-04-17,杜甫在人生最后10年的开始来到了成都，待了4年有余，期间留下了200多首脍炙人口的诗词！在其间感受到了深深的苍凉感，杜甫是一个有远大抱负的诗人，却因时局变动，屡屡不得志，最后永远的睡在了一叶扁舟之上。 愿你在世界的另一头有广厦千万间，能够大庇如你一般寒士！ 喜欢杜甫的，一定要去哟！
C3-7,15916,M55****862,5,2020-04-17,好好好ヾ ^_^♪
C3-7,15917,139****5000,5,2020-04-16,幸亏提早预订
C3-7,15918,小兔的旅行日记,0,2020-04-15,杜甫草堂/参观语文书里的诗人故居 还记得学生时代，背诵语文书里的《茅屋为秋风所破歌》吗？该古诗是唐代诗人杜甫流寓成都时期创作的。杜甫在这居住近四年，先后创作诗歌240余首。杜甫草堂也是我在成都旅行那几天，印象最深的景点。 推荐理由： 大诗人杜甫的故居，是我国规模最大、保存最完好的杜甫行踪遗迹地。也是中国文学史上的一块圣地，你不想去看看嘛？除了茅屋故居，还有工部祠、水竹居、诗圣著千秋陈列展等景点可以参观。 亮点特色： 杜甫草堂清幽秀丽、空气清新、就像是城市里的一片小森林。建筑古朴典雅，墙面刻有杜甫的诗句，古色古香充满着文化气息。 游览体验： 1、参观茅屋 茅屋在杜甫草堂深处，后期有重新修建过。我所看到的茅屋，大概有56间房间，包括厨房、书房、卧室等，里面放有家具。屋顶是茅草，墙面应该混有泥土，看起来有点破旧。想象一下，杜甫就是在这样的环境下，创作出那么多诗句。 2、悠闲漫步 杜甫草堂还是很大的，需要2—3小时来游览。这里有假山、有竹林、有池水、有锦鲤......环境真的非常好。眼前都是绿油油的一片，让人心情舒畅，漫步在这里，似乎体会到了成都人民的悠闲慢生活！ 3、打卡拍照 摄影爱好者应该会喜欢这里，时间充裕的话，我觉得我可以在这里拍一下午。长廊、拱门、绿植、竹林都是我们打卡拍照的好场景。有条件的穿上汉服，会更出片！ 小Tips： 景点全名：成都杜甫草堂博物馆 交通： 乘坐地铁4号线，在草堂北路下车后步行可到。 乘坐1024路公交车，在杜甫草堂博物馆站下车 门票：50元 地址：四川省成都市青羊区青华路37号
C3-7,15919,黄海大智若愚,5,2020-04-14,到成都参观的第一个景点，既有人文景观又有历史文化，且环境优美、郁郁葱葱。草堂、史诗堂、柴门、工部祠、浣花祠处处让人流涟忘返！
C3-7,15920,M47****899,5,2020-04-13,先听讲解，等疫情过了再去。
C3-7,15921,M32****9030,5,2020-04-13,著名景点，值得一观
C3-7,15922,秋水伊人2,5,2020-04-12,好好玩。太爱了。
C3-7,15923,瓦南布尔晏几道,5,2020-04-11,网络购票，需要时候临时购买，扫码进入景区，方便快捷，十分推荐。
C3-7,15924,M33****9976,5,2020-04-11,很赞的感觉值得一看
