POI_INDEX,REVIEW_ID,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY
C3-9,16111,139****7193,5,2020-04-18,里面很大，见证历史的奇迹
C3-9,16112,M53****006,4,2020-04-18,很不错，很有意思
C3-9,16113,翟海勇周雯瑾,5,2020-04-16,规划的很好，这可是比商朝还要古老的文明啊
C3-9,16114,liw****zoe,4,2020-04-16,除了几个展馆还有动物园，好多鹿！参观完别忘记在院子里逛逛，很漂亮。
C3-9,16115,壹族,3,2020-04-15,场馆很大，分好几个厅，各种展品很丰富，内容介绍的很详细，不错的博物馆。
C3-9,16116,M19****977,5,2020-04-14,很不错，玩的开心
C3-9,16117,M45****069,5,2020-04-14,很值得一去，和中原文华迥然不同，比三星堆精致，更细小。里面的文创也很值得买。
C3-9,16118,晋善静美,5,2020-04-13,很长知识的！
C3-9,16119,绿毛水怪小颜颜,5,2020-04-13,微信上的解说真是很好啊。因为疫情人工讲解停了，因为大部分的电子讲解都不咋地，以为游玩会打折扣，结果更自由，我听了两个讲解员的微信讲解，还都是免费的。同时有个金玉琅琅的特展也很好看
C3-9,16120,路飞Perth,4,2020-04-12,总体还不错吧
C3-9,16121,110****901,5,2020-04-12,相当精彩 震撼！
C3-9,16122,郑伊妮爱旅行,5,2020-04-12,物馆由陈列馆、遗迹馆、金沙剧场等建筑组成。从南大门进入后，首先映入眼帘的是一座大型雕塑“中国文化遗产纪念雕塑”，雕塑外形就是源于出土的那件“太阳神鸟”黄金饰品。 陈列馆分为五个展厅和一个4D电影院。集中展示了金沙遗址出土的金器、铜器、石器等精美文物，通过这些器物，展现出古蜀文明发生、发展和演变的过程。 展品中，最富盛名的是太阳神鸟金箔，金箔呈圆形，由内圈的太阳和外圈的神鸟构成，是古蜀国黄金工艺的代表。现在，太阳神鸟图案被确定为中国文化遗产标志。 陈列馆地下1楼的4D影院，每天循环播放4D影片《梦回金沙》，带领你回到3000多年前的古蜀国。 遗迹馆内是金沙遗址大型祭祀场所的发掘地，也是目前中国保存最为完整的商周时期的大型祭祀遗迹场所。游客在这里，可以近距离观看考古发掘的过程。 参观完精美的文物后，可以在园区内走走。位于遗迹馆旁的乌木林区域里，竖立着几十株高大的乌木。
C3-9,16123,M33****9976,5,2020-04-11,非常感谢大家的支持
C3-9,16124,M33****9976,5,2020-04-11,很好的学习机会呀
C3-9,16125,君印岚痕,5,2020-04-10,天气不适宜飞行的时候，可以先到酒店办理入住了，晚上如果只想在酒店休闲的，五星酒店一般都有自助餐，环境都是临湖的，一边看夕阳，一边吃美食！
C3-9,16126,知周万物,5,2020-04-09,带着孩子领略神秘的古蜀文化和独特的青铜文明，馆中密集的象牙、数量丰富的金器和玉器，最富盛名的是太阳神鸟金箔，令人叹为观止，古老的成都城市文明史可见一斑
C3-9,16127,潘凌儿,4,2020-04-07,景区不算太大，不过交通方便，门口就有公交车站。景区分为好几个区域，主要看遗址和一些展览。个人认为还是值得一去的，值回票价。
C3-9,16128,蓝色之恋之蓝天,4,2020-04-07,商周时期，古蜀文化。三千多年前的金沙村，一个神秘的王国。了解历史，值得去！
C3-9,16129,_CFT0****6580,5,2020-04-05,挺不错的的
C3-9,16130,M21****196,5,2020-04-05,展品丰富，有助于了解成都平原先民的古老生活。
C3-9,16131,M30****7591,3,2020-04-04,想在家听一下语音导览，里面的声音让人听不下去，建议找专门的录音人员录文稿
C3-9,16132,M22****3363,4,2020-04-04,金沙遗址博物馆是在遗址上建立的，很有历史研究价值，也是了解历史传承发展的好去处，展览馆有金器，铜器，玉器，石器，陶器等展出，很长见识。
C3-9,16133,阳澄湖郭解,3,2020-04-02,门票贵，地点有点偏，我们是打车过去，孩子想看没有办法，想比较成都博物馆展品比较丰富。
C3-9,16134,mis****0909,5,2020-04-01,总体很不错，离市区近，交通很方便，附近的苍蝇馆子也不错，不必去春熙路人挤人，也可以吃到地道的川菜
C3-9,16135,mis****0909,5,2020-04-01,离市区近，非常值得一去，疑似三星堆文化的传承，太阳神鸟饰物很漂亮
C3-9,16136,爱旅行的美食达人,5,2020-03-31,还不错历史遗迹
C3-9,16137,zds9941,5,2020-03-29,没想到博物馆竟然收费，虽然票价不便宜但是里面的文物真的值得好好欣赏，三星堆出土的面具也在这里，看着就觉得有一种魔力吸引你，而且这里还有不少绿地，整个一个大公园，能够好好玩一整天。
C3-9,16138,小林6699,5,2020-03-29,很有历史意义的一个地方，一定要去。
C3-9,16139,_jy888****092109,5,2020-03-28,历史的传承，很值得一看，非常的棒。链接三星堆的巴蜀文明遗迹，我们中华文化悠久历史的起源点之一，非常的震撼人心的一次参观之旅。
C3-9,16140,M36****472,5,2020-03-27,喜欢研究历史遗迹的可以一看
C3-9,16141,M10****352,5,2020-03-25,去了成都必须去了解一下历史的地方
C3-9,16142,zh****921,5,2020-03-21,里面展品很丰富，可以欣赏上一整天
C3-9,16143,170****372,5,2020-03-17,很好很好👍
C3-9,16144,Slyu648,5,2020-03-16,👍👍👍👍👍
C3-9,16145,kelvin,5,2020-03-16,找了一个工作日的中午过去，非常清静，还是很震撼的
C3-9,16146,118****493,4,2020-03-15,对了解蜀地先民生活有帮助
C3-9,16147,我是水晶,4,2020-03-15,金沙遗址博物馆分四大板块，主要参观了遗迹馆和陈列馆。遗迹馆是被已发掘的约10000平方米的大型祭祀活动区，而陈列馆则陈列了金沙遗迹挖掘出来的宝贝。 陈列馆里展出了各种金带、圆形金饰，以及金箔面具，甚至还有比手还小得多的金箔面具哦。此外玉器种类繁多，且十分精美，还有多种青铜器，石器等
C3-9,16148,windsnow1973,5,2020-03-14,这里是古蜀文明的重要组成部分 - 金沙遗址；惊叹这里出土的很多文物都有些与众不同，类似三星堆充满怪异和神秘性，甚至有人说是外来文明；这个世界还是有太多的未解之谜，有些估计永远也无法探寻到真正的答案了… …
C3-9,16149,孟斐斯秦琼,5,2020-03-13,很不错呢，
C3-9,16150,102****881,5,2020-03-13,去看了看，现场人不多，总体感觉特色东西不错展馆相对简化，来一趟是值得的
C3-9,16151,zysoo9,5,2020-03-11,工作日去的，人不多，很大，环境很好，像个公园。里面的藏品还是蛮多的，慢慢看，很有意思，最好是有跟着讲解员，会了解很多！非常棒的博物馆！
C3-9,16152,静守时光V,5,2020-03-04,讲的非常好
C3-9,16153,M14****318,5,2020-03-02,讲得好，很不错！
C3-9,16154,110****340,5,2020-03-01,很值得一去的博物馆，比预期的好
C3-9,16155,薄荷猫猫,5,2020-03-01,非常好，特殊时期足不出户 了解博物馆，为以后去先做功课
C3-9,16156,_WeCh****797743,5,2020-02-29,不愧是太阳神鸟 真的很棒 景色都很好 藏品很多 主要是陈列馆真的设计的很好
C3-9,16157,E27****51,3,2020-02-29,实物描述较多，文化背景略少
C3-9,16158,zhangqiaoqiao95,4,2020-02-27,值得去，景区很大，如果好好转至少得两个半小时，当时去的比较急，走马观花看了一下，有导游讲解效果最佳，因为很多考古坑之类的，非专业人士看不懂
C3-9,16159,M33****9178,5,2020-02-27,非常好非常好
C3-9,16160,300****262,4,2020-02-27,金沙遗址博物馆的文物是成都古文化的优秀代表，展现了古蜀国的历史脉络，里面的各个展馆以时间线索为脉络，系统的展示了古蜀国历史的一角，很值得来一次
C3-9,16161,karffer,5,2020-02-24,人少，讲解热情专业
C3-9,16162,mimi79cathy,5,2020-02-23,非常喜欢，第二次去了……最喜欢的太阳神鸟纯金冠型器
C3-9,16163,满满的多,5,2020-02-22,讲解很棒，不出门听世界
C3-9,16164,GYP1963,5,2020-02-21,很值得一看！可以成为去成都新的景点！
C3-9,16165,M45****632,5,2020-02-20,我们去的时候人不多，可以用手机扫码听讲解，整整参观了一个下午。
C3-9,16166,瑜Lee,0,2020-02-20,成都金沙遗址博物馆的两大主体建筑为遗迹馆和陈列馆。 遗迹馆主要是保存挖掘现场的真实原貌和历史故事，可参观的地方并不多，全程参观约15分钟足以。陈列馆主要以陈列镇馆之宝“太阳神鸟”为主的各色珍稀精品文物，分为五个展厅来介绍古蜀文化的发源绵延，值得细细品味和参观，管内有免费的语音导览，可关注官微公众号听取，了解更多古蜀国的精彩文化和成都的前世今生，不一样的精彩，实属精神饱餐。 五大展厅： 第一展厅：远古家园，再现3000年前成都平原的生态环境。 第二展厅：王都剪影，展示3000多年前古蜀国的社会生活。 第三展厅：天地不绝，突出古蜀人“沟通天地”的宗教祭祀。 第四展厅：千载遗珍，以“太阳神鸟”金饰为主的精华文物。 第五展厅：解读金沙，梳理四川地区古蜀文化整体发展脉络。 镇馆之宝： 太阳神鸟金饰：图案内层等距分布有十二条旋转的齿状光芒；外层由四只相同的逆时针飞行的鸟组成，有点类似剪纸，非常纤薄，但确实金箔材质，含金量高达94.2%，是中国文化遗产标志，也是成都城市标志的核心图案，在成都乃至整个四川人的心中都有很高的象征意义，艺术价值极高。该金饰再现远古人类“金乌负日”的神话传说，四只神鸟围绕着旋转的太阳飞翔，周而复始，循环往复，生生不息，体现了远古人类对太阳及鸟的强烈崇拜。 商周大金面具：是目前中国商周时期保存最为完整，体量最大的一件金面具，整体造型看起来非常威武，但是面面具背面并不是很光滑，而且看起来还有些粗糙不平，所以不是给人佩戴的，据说是给青铜器人头像上佩戴的。 人面鱼鸟箭纹金王冠带：由四组相同的图案构成，每组图案分别是一条鱼，一支箭，一只鸟和一个圆圈，这种纹饰和三星堆一直出图的金仗纹饰基本相同，应该是最高权力的象征。去了金沙博物馆就知道金沙文化和三星堆文化有非常高的同一性和连续性，是了解古蜀文化发展的重要参考。 交通有地铁直达，7号线“金沙博物馆”站C出口即到，可网上买票，也可门前买票，二维码扫码入场，非常方便，票价70元/成人。
C3-9,16167,zhangqiaoqiao95,4,2020-02-20,里面很大，环境不错，比较适合附近的人当公园锻炼，因为当时时间比较紧，逛的很匆忙，但是还是看到了古金沙不少的人文故事，会考虑再去
C3-9,16168,商丘王恭,5,2020-02-14,值得一看。
C3-9,16169,纸盒包装,5,2020-02-14,感觉不像是中原文明，但是比较震撼，华夏文明的一支吧！应该详细的考古研究，看看古蜀国的历史与中原历史之间渊源，研究夏以前的文明有重要意义。
C3-9,16170,320****550,5,2020-02-12,值得一看的博物馆
C3-9,16171,M22****3363,4,2020-02-12,金沙遗址博物馆分为遗址，和陈列馆二大部分，遗址馆也是当时考古现场有金器，铜器，玉器，石器，陶器等陈列，展览馆分五大展区，分别是远古家园，王都剪影，天地不绝，千载遗珍，解读金沙。
C3-9,16172,自驾走四方,5,2020-02-10,三星堆已够震撼，这里更令人不解的古蜀国文明
C3-9,16173,我是热带鱼,5,2020-02-10,金沙遗址博物馆，是都市里的一方净土，人不多，可以安静的看看！镇馆之宝太阳神鸟工艺确实非同凡响，还有考古现场让大家直观的看，总之带娃去玩非常不错！
C3-9,16174,E16****941,5,2020-02-09,历史的现场
C3-9,16175,自驾走八方,5,2020-02-08,堪比广汉三星堆遗址的古蜀国奇迹
C3-9,16176,zhen****109,5,2020-02-07,还第一次游这种遗址，整体规划不错，重现了几千年前的情景。
C3-9,16177,Vicky-陈,5,2020-02-07,了解一下金沙文化，很有意思，买了解说，看的更有意思，玩了大概半天时间，确实很不错
C3-9,16178,Vicky-陈,5,2020-02-07,这是我去成都玩了8天，最好玩的博物馆！很有意思，只要是本人对历史很感兴趣，里面有很多小物件，古代人相当厉害！
C3-9,16179,杰依,4,2020-02-05,很愿意看这些遗址类博物馆，看了一遍，很长见识。
C3-9,16180,大张无敌哥,5,2020-02-04,很值得去。门票也不贵。从锦里出来后就去的金沙遗址博物馆，太大了，转了一个多小时，里面的文物非常多，而且博物馆建设的也非常漂亮，高端大气上档次，另外把古代文化也体现的淋漓精致，以后有时间还去，哈哈
