POI_INDEX,REVIEW_ID,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY
C2-6,12191,马尔米罗洛乾隆,5,2020-04-18,街道两侧商铺很好，卖的品种多样。活动特多
C2-6,12192,320****550,3,2020-04-18,曾经是上海市最繁华的地方，购物中心的地方，外地人到上海必去的地方，百货大楼等知名地方，后改成步行街了
C2-6,12193,龙猫2018,5,2020-04-18,南京路步行街在外滩附近，游人众多
C2-6,12194,288****129,5,2020-04-18,吃，喝，玩，乐，购一条街，人好多
C2-6,12195,可爱的小美鱼,5,2020-04-18,上海必去的地方，很有老上海的感觉的
C2-6,12196,M33****968,5,2020-04-18,好热闹人好多啊，满眼过去就是人人人人，当然吃的是最感兴趣的啦，各种特色小吃零食都有的，跟每个景点都差不多了，主要就是看看这里的一些
C2-6,12197,外表柔弱内心狂野的蛋蛋姐,5,2020-04-18,夜景很美，很漂亮，活动很懂，小吃也很多，，很喜欢！！！！！！
C2-6,12198,M39****6487,5,2020-04-18,很繁华的一条街，人也很多，购物很方便
C2-6,12199,蓝天下的我们,5,2020-04-18,【景色】繁华热闹，人多，景美
C2-6,12200,288****678,5,2020-04-18,【景色】南京路步行街是上海最繁华的步行街，商业和旅游两不误！
C2-6,12201,M22****5282,4,2020-04-18,虽然这里已经经历了上百年的繁华，但如今依然跟上时代的步伐，时尚潮流的显露之地。
C2-6,12202,CKong_Ng,5,2020-04-18,上海的地标了，女生最喜欢的地方了，买买买
C2-6,12203,边走边爱,5,2020-04-18,美丽步行街、一片繁华、真是好地方！
C2-6,12204,顽石头张,5,2020-04-18,步行街嘛，总归是应该去走一走的。更何况是商业第一街
C2-6,12205,桑植卢植,5,2020-04-18,热闹繁华的一条街 太棒了 我每次都去
C2-6,12206,开开心心的大伟,5,2020-04-18,宽广的马路～古老的建筑～熙熙攘攘的人群！
C2-6,12207,静听夜雨,5,2020-04-17,非常喜欢的休闲跑步之地，很热闹！
C2-6,12208,176231abc,5,2020-04-17,中华商业第一街南京路步行街繁华的夜上海
C2-6,12209,无奈的好人,5,2020-04-17,南京路步行街，他基本可以代表上海步行街的所有代名词。很多第一次去上海的外地人基本都会去逛一逛，买点小东西做个留念。证明来过大上海。
C2-6,12210,M39****5590,5,2020-04-17,有空可以去南京步行街夜景走走，有很多小吃没事
C2-6,12211,zzwkevin,5,2020-04-17,上海著名的商业街，有好多大型商城。
C2-6,12212,138****7273,5,2020-04-17,非常热闹的地方，现在因为疫情没啥人了，值得一玩
C2-6,12213,wulli,5,2020-04-17,很繁华的一条商业街，大牌云集，推荐
C2-6,12214,佳人59,5,2020-04-17,环境是很好，就是人太多，还是很美的，有时间可以去看看！
C2-6,12215,想想-小惠,5,2020-04-17,很热闹的地方，很繁华的步行街。
C2-6,12216,乐之君子,5,2020-04-17,去南京路步行街，必须去沈大成吃碗面，再带点糯米糕团回家吃。
C2-6,12217,M25****6973,5,2020-04-17,晚上景点的灯好漂亮，吃的也好多，还有一些复古的装饰，很好看
C2-6,12218,一切为了谁,5,2020-04-17,游上海去南京路步行街己成为一种传统，商寄多，品种全，档次高。
C2-6,12219,马尔米罗洛乾隆,5,2020-04-17,街边的 【景色】很好，店铺很多，很有特色
