POI_INDEX,REVIEW_ID,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY
C7-1,17211,_WeCh****850796,5,2020-04-19,！^_^………………
C7-1,17212,M13****860,5,2020-04-18,美丽的故宫，中国清朝历代皇帝居住在这里，值得观赏
C7-1,17213,M26****687,5,2020-04-18,很好，很方便。
C7-1,17214,M26****687,5,2020-04-18,很好，很方便。
C7-1,17215,M26****687,5,2020-04-18,很好，很方便。
C7-1,17216,naage002,5,2020-04-18,不错哦，值得推荐去一回，绝对不会后悔
C7-1,17217,_WeCh****24734,4,2020-04-18,没有风，冷得像刀割。里面除了宫殿类固定建筑，其余文物都单独收藏，参观需额外购票。一圈走下来，一点都不羡慕那里的人的生活。
C7-1,17218,小邓哥88,5,2020-04-18,太大了，脚都走软了，建议要去的先攻略一下，怎么转，千万别吓转悠
C7-1,17219,155****5572,5,2020-04-18,很好好好，满意，方便
C7-1,17220,M28****2235,5,2020-04-18,挺满意的，房间大，服务好
C7-1,17221,君印岚痕,5,2020-04-18,雄伟壮观，北京打卡必去，但是877路直达八达岭的公交车讲解员是真心坑！建议只要不是60岁以上，或者您体力稍微可以，选择徒步就行
C7-1,17222,君颜异梦,5,2020-04-18,气势磅礴恢宏，金壁辉煌，位置按中国传统文化在北京中轴线的中心位置，可以说是中国古代宫廷建筑的精华。故宫之大难以言表，几次进入故宫均未走完。
C7-1,17223,撒欢儿的小飞飞,0,2020-04-18,呼吸着北京的空气，寻找着迷失的梦想，安放着无处着陆的青春。我……只是一个流浪者，在天涯的旁边寻找着自己的天涯。 帝都飞行之打卡故宫博物院 未见亲许； 忧心如醉； 如何如何？ 忘我实多啊！ #念 且～放眼唯美，不可方物！ 我等待花开，等你来┌
C7-1,17224,M25****1265,5,2020-04-18,很好，看后增长见识，展示了历史，故宫博物院建筑宏伟，上天安门城楼观看天安门广场非常好，珍宝馆，钟表馆里面很好看，各种珍宝，钟表让人羡慕。
C7-1,17225,白灵,5,2020-04-18,故宫博物院特别有意义，作为中国人一定要去一次
C7-1,17226,峰云1,5,2020-04-18,北京故宫 中国的历史 国人都应该去的地方👍
C7-1,17227,勇仔123465,5,2020-04-18,好好玩玩玩游戏
C7-1,17228,真诚7577,5,2020-04-18,又称之为紫禁城，由于封建皇宫在古代属于禁地，常人不能进入，故称为“紫禁”。明朝初期同外禁垣一起统称“皇城”，是皇帝生活议政的场所，当然也住着后宫三千佳丽
C7-1,17229,艾奥尼术赤,5,2020-04-18,酒店交通非常方便，环境非常优美，服务非常周到，饭菜非常可口，非常值得推荐，下次还会再来住。点赞！！！！！！
C7-1,17230,艾奥尼术赤,5,2020-04-18,酒店交通非常方便，环境非常优美，服务非常周到，饭菜非常可口，非常值得推荐，下次还会再来住。点赞！！！！！！
C7-1,17231,M27****6117,5,2020-04-18,服务快方便快捷！
C7-1,17232,jane0922,5,2020-04-18,故宫博物院是到北京旅行最值得去的地方。
C7-1,17233,xhj9981,4,2020-04-17,取票快，不错
C7-1,17234,寅年九月,5,2020-04-17,很好非常好
C7-1,17235,M27****810,5,2020-04-17,订购简单，取票方便。很开心！
C7-1,17236,206****816,5,2020-04-17,嗯不错不哈哈，以后再来光顾，上携程定啥都方便认准大品牌了哈哈啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈咳咳啊哈哈
C7-1,17237,二本松市斛律光,5,2020-04-17,三刷故宫，除了第一次是自己一个人去的，其余时间都是我替别人买门票，确实是每次逛故宫都有一种不一样的感觉
C7-1,17238,破拖拉机呀,5,2020-04-17,最好找个导游，自己看就是走马观花
C7-1,17239,Sunshine毓,0,2020-04-17,故宫不排队攻略+游览路线 | 三招教你快速进入 不排队小技巧 地铁1号线天安门西B口出，导航到中山公园西门（步行约10分钟左右到达），进入公园后左转一直走就走到了东门出口，直走左拐就是午门 3中山公园的门票3元/人，如果有时间还可以在公园里转转～风景也很不错的。 导航到故宫西华门，右拐沿着护城河就可以走到午门 导航到故宫东华门，步行5分钟或者坐摆渡车（2元/位）就可以到达午门 ‍最佳游览路线 两小时游 路线：午门-太和门-弘义阁-太和殿-中和殿-保和殿-乾清门-乾清宫-交泰殿-坤宁宫-御花园-神武门 路线：午门-太和门- 太和殿-保和殿西门-保和殿东门-中和殿-保和殿-乾清门-乾清宫-交泰殿-坤宁宫-御花园-神武门 半日游 路线：午门-文华殿（书画馆）-太和门-太和殿-中和殿-保和殿-奉先殿（钟表馆）-乾清宫-交泰殿-坤宁宫-养心殿-西六宫区-御花园-神武门 路线：午门-武英殿-太和门-太和殿-中和殿-保和殿-乾清宫-交泰殿-坤宁宫-东六宫区-斋宫-宁寿宫区前朝（珍宝馆）-宁寿宫区后寝（珍宝、戏曲二馆和珍妃井）-神武门 一日游：午门-武英殿-文华殿（书画馆）-太和门-太和殿-中和殿-保和殿-乾清宫-交泰殿-坤宁宫-养心殿-西六宫区-御花园-东六宫区-奉先殿（钟表馆）-宁寿宫区（珍宝馆、戏曲馆）-神武门 一日游的路线对体力有较高的要求，小伙伴们可以早上故宫开门就进来，带足干粮和水，或者去「故宫餐厅」吃饭，再加上适当的休息，故宫里随处可见休息长椅。如果想要拍人少的故宫，那就等故宫清场时再走出神武门。 图5至图9的顺序分别对应写出来的线路，顺序一致 实用Tips 故宫淡季门票40元，旺季门票60元，门口不售票必须提前在网上订好，到了之后直接刷身份证就可以了～切记周一闭馆 故宫北门可以寄存行李，适合一日游的游客。 从故宫出来后 ，可以走地下通道到马路对面的景山公园（门票2元/人），登上万春亭俯瞰故宫全景 收藏好这份攻略，下次去故宫就不会晕头转向啦～
C7-1,17240,洋Lee大仙,5,2020-04-17,北京故宫博物院世界五大宫之首 世界文化遗产 建立于1925年10月10日 位于北京故宫紫禁城内 是在明朝、清朝两代皇宫及其收藏的基础上建立起来的中国综合性博物馆 也是中国最大的古代文化艺术博物馆 其文物收藏主要来源于清代宫中旧藏 1987年入选《世界文化遗产名录》
C7-1,17241,138****7655,5,2020-04-17,值得再去一次，带点东西比较好，太大，容易累，饿
C7-1,17242,138****7655,5,2020-04-17,值得再去一次，带点东西比较好，太大，容易累，饿
C7-1,17243,138****7655,5,2020-04-17,值得再去一次，带点东西比较好，太大，容易累，饿
C7-1,17244,M33****8826,5,2020-04-17,真的很美很浓厚的魅力所在 历史文化的魅力
C7-1,17245,118****771,5,2020-04-17,不错哈，父态度很好
C7-1,17246,_WeCh****992199,5,2020-04-17,这个地方非常好，这个地方非常好，这个地方非常好，这个地方非常好，这个地方非常好。
C7-1,17247,_WeCh****992199,5,2020-04-17,这个地方非常好，这个地方非常好，这个地方非常好，这个地方非常好，这个地方非常好。
C7-1,17248,_WeCh****992199,5,2020-04-17,服务非常好，服务非常好，服务非常好，服务非常好，服务非常好。
C7-1,17249,_WeCh****992199,5,2020-04-17,好好好好好好。非常好，非常好，非常好，非常好，非常好，非常好，非常好。非常好，非常好，非常好，非常好，非常好，非常好，非常好，非常好，非常好，非常好。
C7-1,17250,永夜中的闪耀,5,2020-04-17,这个不用说了，绝对值得去，怎么都要求
C7-1,17251,M29****6577,5,2020-04-17,真的非常不错
C7-1,17252,大胖孩儿,5,2020-04-17,门票60，不贵，但是人太多，早去看看听听讲解挺好
C7-1,17253,qux****ang,5,2020-04-17,值得一去，了解历代皇帝生活的地方。
C7-1,17254,M27****8002,5,2020-04-17,相当的不错
C7-1,17255,Mr王,5,2020-04-17,去的时候天很热，宫殿里凉快的，浓浓的历史气息
C7-1,17256,M10****526,5,2020-04-17,北京无可争议的地标，内容丰富，建议可以去几次，分不同的专题。
C7-1,17257,君颜异梦,5,2020-04-17,故宫，来了不知道多少次了，但每次都会有新的发现。故宫，无论是粗略的打卡，还是细致的欣赏都是不错的体验。故宫，我还要再来。
C7-1,17258,320****203,5,2020-04-16,挺好玩的！真的
C7-1,17259,happy,5,2020-04-16,带孩子游玩挺开心
C7-1,17260,happy,5,2020-04-16,带孩子游玩挺开心
C7-1,17261,M26****0382,5,2020-04-16,故宫博物院里面建筑真的很宏伟，庄严大气，深深的震撼人心
C7-1,17262,_WeCh****57457,5,2020-04-16,最主要浪漫美美哒！是我去过的.......
C7-1,17263,new2000th,5,2020-04-16,春走紫禁城🚶 今年是明北京中轴线暨明北京城建成600年🚶 行走中轴线🚶 发现北京文博之美👣
C7-1,17264,Phoenix,5,2020-04-16,故宫，好多年去的了，现在再去应该也有不一样的感觉了吧
C7-1,17265,君印岚痕,5,2020-04-16,大概整个中国最吸引我的地方就是故宫了连着去了两天正逢过年故宫还有展览可以看很有年味的展览哦一进神武门往右手边走就能看到展览入口了主要展出关于“过年”的题材
C7-1,17266,_WeCh****56622,5,2020-04-16,很棒，适合不止去一次的地方
C7-1,17267,wslpwy,5,2020-04-16,非常值得去，建议多刷几次，有条件的话可以请个讲解
C7-1,17268,滴滴答答,5,2020-04-16,故宫真是百去不厌～～～～～～～～～
C7-1,17269,M26****6425,5,2020-04-16,世界最大的宫殿！气势宏大！景色独特！超有魅力！
C7-1,17270,M24****0312,5,2020-04-16,网上买方便快捷。
C7-1,17271,M24****0312,5,2020-04-16,挺好的，网上买很方便！
C7-1,17272,豆子的遐想,0,2020-04-16,这一生，如果不去一次故宫，你永远都不会知道它有多美～～～这一生，如果不逛一次胡同，你永远都不会知道它有多静～～～紫禁城～一座被禁止的城～
C7-1,17273,139****3688,5,2020-04-16,携程开通的网上预订功能非常方便，我在北京用携程的这个平台几次帮助外地的朋友预订成功，使他们到了北京可以很快的就进入这个最想去的地方。
C7-1,17274,君颜异梦,5,2020-04-16,给人的感觉就是宏伟壮丽，庄重典雅。而且从细节发现，它不仅大还巧。如果你只认为来故宫只是看建筑的话，那么你会失去一片海洋。
C7-1,17275,M59****464,5,2020-04-16,不错的呀哈
C7-1,17276,北京雪儿,5,2020-04-16,一天逛不完，咱们大中国的瑰宝，适合全家人
C7-1,17277,MetalRay,5,2020-04-16,不愧是皇宫内院
C7-1,17278,M55****672,5,2020-04-15,历史悠久，中国文化博大精深
C7-1,17279,海阔天空有容乃大,5,2020-04-15,恢弘大气，国之瑰宝，值得再游，
C7-1,17280,萌萌的小太阳,5,2020-04-15,非常好，就是夏天的北京非常热。
C7-1,17281,萌萌的小太阳,5,2020-04-15,非常好，不愧是享誉世界的故宫。
C7-1,17282,M34****4101,5,2020-04-15,讲解非常好
C7-1,17283,M34****4101,5,2020-04-15,讲解非常好
