POI_INDEX,REVIEW_ID,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY
C4-3,16701,_WeCh****026001,1,2020-04-18,现在已经没有当年热闹的景象了，开放的店很少，吃的也没有几年前好，有点破落了，唏嘘。
C4-3,16702,莞邑虎岭,5,2020-04-15,**最文艺渔村，为“曾厝垵文创村”的简称。别名“曾里”，又称“曾家沃”、“曾家湾”，位于厦门岛东南部，有兔耳岭之草，太姥山之石，火山岛之礁，自然人文为一体。至今已有八百多年历史。
C4-3,16703,d15****72,5,2020-04-14,快捷，方便，很好。。。。特别是炮台及大炮很好看。。。。。。。。。。
C4-3,16704,饼少爷,5,2020-04-14,曾厝垵，一个厦门有点意思的小渔村，有点像是北京的南锣鼓巷，商业化很严重，里面也居住着当地的居民。错综交错的小巷里，到处都是千篇一律的旅游纪念品，还有就是厦门特色的小吃也很多，随便逛逛，不要太多幻想。
C4-3,16705,旅行or自由,5,2020-04-13,曾厝垵是一个社区，现有曾厝垵社（曾厝垵文创村）、仓里社、前田社、西边社、前后厝社、东宅社、上里社、胡里山社8个自然村。共有10个居民小组，户数1473户，总人口4252人。总称曾厝垵社区居民委员会（位于厦门市思明区滨海街道曾厝垵仓里社17号，占地面积1450㎡），。社区设党委会，下设三个党支部，隶属厦门市思明区滨海街道办事处管辖
C4-3,16706,不胖的胖妹妹,5,2020-04-10,现在是厦门旅游的新地标，挤不上鼓浪屿的游客都会来此消遣，这个傍海的小村庄现在已经被美食和文青占领，到这里就是吃美食、看文创、放松心情。
C4-3,16707,迈索尔邦余少雄,5,2020-04-09,厦门曾厝垵这里是一个好地方好去处好环境的旅游景区，来这里的游客很多的的，周围环境也是很不错的，有大海和沙滩，推荐一下这里吧
C4-3,16708,旅行or自由,5,2020-04-09,曾厝垵（Tsan-tshù-uann），中国最文艺渔村，为“曾厝垵文创村”的简称。别名“曾里”，又称“曾家沃”、“曾家湾”，位于厦门岛东南部，有兔耳岭之草，太姥山之石，火山岛之礁，自然人文为一体。至今已有八百多年历史。周边景点包括厦门大学、胡里山炮台、厦大白城、环岛路、南普陀寺、万石植物园等。
C4-3,16709,王芳芳a,5,2020-04-08,厦门市思明区环岛路的曾厝垵这里是一个好地方好去处好环境的旅游区吧，常年来这里的游客是超级特别多的，周围环境也是很多的很不错的，推荐一下
C4-3,16710,余蝶逸,5,2020-04-08,厦门曾厝垵这里是个好地方好去处好环境的旅游区吧，来这里的游客也是很多的的，周围环境也是很多的的，逛街购物，推荐一下这里吧
C4-3,16711,lmc2009,4,2020-04-07,曾厝垵汇集了厦门乃至福建美食，以各式小海鲜为主，相对鼓浪屿的小吃街，性价比稍高一些。对于吃货们来说，曾厝垵无疑是到厦门旅游必打卡的地方。
C4-3,16712,gu****tu,5,2020-04-07,不错，很有小资生活情调，环境不错
C4-3,16713,Rr-Angela,0,2020-04-06,厦门 ‖ 诗意“曾厝垵”·遇面朝大海春暖花开 曾厝垵，一个很有诗意的名字，第一次听到就喜欢上了。来到厦门之后，一定要来这个地方逛一逛。 这里离环岛路很近，这里离大海很近，这里离好吃的地方很近，这里离拍照打卡的地方很近。 But，这里也会比较吵，这里比较闹，这里有些商业的味道。 但又怎么样呢？爱TA的人依旧爱TA，下一次依旧回来看看。 亮点一： 逛逛曾厝垵的街，有很多特色的小街铺可以进去买买伴手礼。有很多特色的小吃，琳琅满目。 亮点二： 清晨，来到曾厝垵的海边，这时候，很安静。坐着听听大海的声音，拍拍只属于你和大海的照片。 亮点三： 在这里租一辆车，可以是电瓶车也可以自行车，逛一逛这里的环岛路，海风吹吹，往前骑一些，有美丽的木栈道可以打卡。 亮点四： 找一间特色的民宿，可以是一个“面朝大海春暖花开”的屋子，可以是“转角遇到爱”的房子，可以是一个不大但很小清新的院子。总之，根据自己的喜欢提早选择一下哦
C4-3,16714,伯伯唯唯,5,2020-04-04,厦门必去打卡的地方，很有特色，人挺多的，热闹得很，卖各种各样的小东西。走走逛逛要半天时间。
C4-3,16715,xzhao314,5,2020-04-02,慕名去的，距离市中心有点远，很多吃的。。
