POI_INDEX,REVIEW_ID,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY
C1-8,1051,M27****3815,5,2020-04-10,白堤的柳树是一道靓丽的风景线！
C1-8,1052,m13****859,5,2020-04-04,白堤的春色撩人心弦，适合徒步行走的地方
C1-8,1053,hpzhyj,4,2020-04-02,断桥的所在，风景不错，散步的好选择
C1-8,1054,LC大人麻麻,0,2020-04-01,最美人间四月天，间株杨柳间株桃。西湖的白堤迎来了一年中最具有标志性的美景。吹面不寒杨柳风，移步换景，怡然自得。“最爱湖东行不足，绿杨阴里白沙堤”说的就是眼前的西湖白堤美景。
C1-8,1055,200****905,4,2020-03-26,西湖挺有名的堤，断桥就在上面，挺不错的，漫步走走很好
C1-8,1056,qtrqqcl,5,2020-03-21,春天的白堤，绝对是踏青的好地方，从断桥闲庭信步走到平湖秋月，一路桃红柳绿。然后步行去曲院风荷，樱花烂漫，让人绝对认同杭州是美丽的西子姑娘
C1-8,1057,kentyangor,5,2020-03-15,现在又是西湖最美的季节了，又是可以漫步于此了
C1-8,1058,西溪老翁,5,2020-03-13,白堤又名“白沙堤”，东起“断桥残雪”，经锦带桥向西，止于“平湖秋月”。白堤横亘西湖上，把西湖划分为外湖和里湖，并将孤山和北山连接在一起。白堤是杭州西湖的重要景观带，白堤风景四季分明：春桃夏柳，秋桂冬雪，具是风采独特。唐代诗人白居易任杭州刺史时有诗云：“最爱湖东行不足，绿杨荫里白沙堤。”即指此堤。后人为纪念这位诗人，称为白堤。 白堤一路景点包括：断桥残雪、平湖秋月、浙江西湖美术馆、浙江博物馆、中山公园、文澜阁、西泠印社、放鹤亭、林和靖墓、秋瑾墓、苏小小墓等。
C1-8,1059,zjzysdp,4,2020-03-08,春天的白堤很美，一棵柳树一棵桃。
C1-8,1060,伊素朱恩,4,2020-02-28,杭州城慢慢活起来了……开始有点人气了。漫步白堤！
C1-8,1061,小兔的旅行日记,5,2020-02-24,白堤全长1千米，东起断桥，经锦带桥而止于平湖秋月。白堤横亘湖上，把西湖划分为外湖和里湖，并将孤山和北山连接在一起。我们绕着西湖骑着，看到美景就停下欣赏，并拍下记录这美好的瞬间。茂盛的荷叶，青绿的湖水，随风飘荡的柳枝。在这烦恼都忘却了，不愧为“人间天堂”。
C1-8,1062,杉尼,5,2020-02-16,绿扬荫里白沙堤......这是何等的美妙之景！可从春节以来，这里是何等的寂寞和孤独！就如生了一场大病，失了元气...随着对疫情的控制，时间的推移，渐渐地，路上的行人多了，车流也开始密了，城市开始有了活力，白堤也开始活了！过了这阵倒春寒，春天的脚步应该紧接着就会来临，三月的小雨️，淅淅沥沥，将会注入白堤和断桥的身体，滋润，焕发生机！
C1-8,1063,牛奶海,4,2020-02-03,白堤是杭州西湖的一条主堤，是为纪念白居易而命名的，白堤相对苏堤而言比较短，但景观比较多，也是大量游客游览西湖时的必到之地之一。
C1-8,1064,M33****2738,4,2020-01-12,如果时间允许的话，徒步或者骑车走走白堤还是很棒的。
C1-8,1065,哆啦A琪Alvin,4,2019-12-29,白居易曾任杭州太守，也就是杭州的市长，白居易任内组织市民疏浚西湖，将西湖疏浚的淤泥堆积而成的河堤被称为白堤，也成为了著名的旅游观光景点。
C1-8,1066,hpzhyj,4,2019-12-28,西湖边随意走走不错的，景色宜人，推荐
C1-8,1067,300****540,5,2019-12-12,春夏秋冬四季不一样的景色，最喜欢的是秋天与春天两季美景，有机会这几个季节都去逛逛真的不留遗憾
C1-8,1068,M22****3363,4,2019-12-11,白堤也是著名的风景名胜之一，黄金周来这里旅游游客非常多，而且绿树成荫，春天花季，百花盛开，配合自然美景，如诗如画一般，拍照很漂亮。
C1-8,1069,sha****anna,4,2019-12-09,漫步白堤，特别有穿越的感觉，这里有平湖秋月，孤山，浙江博物馆等知名景点，还有著名的楼外楼等，白堤也不算特别长，逛起来特别舒服，可以慢慢的欣赏白堤的美景！
C1-8,1070,__赛__,5,2019-12-08,杭州西湖风景区最有名的一条步道，沿着西湖西岸可以边走边欣赏西湖的美景，这段路很长，如果不想走着还可以骑自行车游览，春夏秋冬各有特色
