POI_INDEX,REVIEW_ID,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY
C3-6,15761,M29****1463,5,2020-04-18,。。挺好的
C3-6,15762,槿澄浅航,5,2020-04-18,每次去成都，都要到青城山转一转，感受青城天下幽
C3-6,15763,206****089,5,2020-04-17,青城山，世界文化遗产，全国重点文物保护单位，国家重点风景名胜区，全球道教全真道圣地，中国四大道教名山之一，群峰环绕起伏，享有青城天下幽的美誉。
C3-6,15764,大籍大丽,5,2020-04-17,青城山很美，虽然去的那天下了很大的雨🌧️，但却有另一番景象。现在是免费开放，尽管游客不像我之前去的那次那么多，但仍然能感觉到旅游慢慢热起来了，加油，一切都会好起来的💪最后一张是我自制的三明治哦🥪
C3-6,15765,王之号角,4,2020-04-17,青城山属于世界文化遗产青城山-都江堰的主体景区、全国重点文物保护单位、国家重点风景名胜区、国家AAAAA级旅游景区、全真龙门派圣地，十大洞天之一，中国四大道教名山之一，五大仙山之一值得一去！
C3-6,15766,照莹映雪,5,2020-04-16,青城天下幽，此处最佳为夏天去，道家文化胜地，分前山和后山，一般旅客多去前山，成都人多去后山或都江堰的农家乐小住几月
C3-6,15767,gjd9822,5,2020-04-16,空气新鲜，植被茂盛，适合登山。从景点门口到山门需要坐摆渡车，半山的湖水比较美，建议不坐船，沿山边走过去也没有多远。
C3-6,15768,150****0655,5,2020-04-16,还不错。避暑圣地
C3-6,15769,453383147,5,2020-04-15,夏天去，很凉快，空气特别润
C3-6,15770,M19****307,5,2020-04-15,疫情期间我们去的时候只开了前山 但是风景依然非常不错了，青城山是道教圣地，号称天下第一幽，更是很多影视剧的取景地，现在去人少风景棒，提前查好攻略非常方便
C3-6,15771,M31****7958,4,2020-04-13,非常漂亮的风景名胜，景色宜人，每天来的游客非常多，设施也很健全，真是好地方。
C3-6,15772,M22****4611,4,2020-04-12,基本覆盖了主要的景点，但讲解缺少深度，听完后印象不是很深刻。
C3-6,15773,大野约翰,4,2020-04-12,青城山空气是相当不错的，后山人着实会少些，前山有点商业感了。
C3-6,15774,耍安逸,5,2020-04-12,啦啦啦啦啦
C3-6,15775,秋水伊人2,5,2020-04-12,好玩，问道青城山！
C3-6,15776,203****501,4,2020-04-12,不愧为青城天下幽，登山后神清气爽，略有参禅悟道之感。有机会再去一次。
C3-6,15777,行摄九州,5,2020-04-12,青城山代表了巴蜀文化发展的一个历史的展示，这座山非常大分前山后山，里边还有许多有关巴蜀文化的展示，山不太高，但是爬起来也不容易，到里边以后不要着急，慢慢的爬里边吃饭的地方不太多，但是有交通比较方便，从市里边做地铁就可以直接到达。
C3-6,15778,明日放歌,4,2020-04-12,青城山位于四川省成都市都江堰市西南，东距成都市区68千米，处于都江堰水利工程西南10千米处。景区面积200平方千米，最高峰老君阁海拔1260米，青城山分为前山和后山，群峰环绕起伏、林木葱茏幽翠，享有“青城天下幽”的美誉。
C3-6,15779,大道而行,5,2020-04-12,青城山是去年夏天的时候去的，环境不错，人流量是非常非常发大！！！！距离都江堰景区也很近，开车半个多小时就能到！！！！！！！！
