POI_INDEX,REVIEW_ID,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY
C3-2,14781,泡菜小娘子,5,2020-04-18,一辈子一定要去一次的地方吧，胖达基地，值得一游
C3-2,14782,139****7193,5,2020-04-18,里面很大，熊猫很憨，很可爱，喜欢国宝
C3-2,14783,139****7193,5,2020-04-18,里面很大，熊猫很可爱，很喜欢它的憨样
C3-2,14784,ivy豆,5,2020-04-18,第二次去了，在携程买票特别方便，扫二维码就能入园
C3-2,14785,宠之你,3,2020-04-18,门票太贵，观光车更不值，成都熊猫馆就是广告做的好
C3-2,14786,_WeCh****667297,5,2020-04-18,感觉挺不错的哦熊猫也可爱空气好环境也好
C3-2,14787,M518,5,2020-04-18,方便好用，实时定位，听讲解
C3-2,14788,好娃娃哇,5,2020-04-18,感觉还可以
C3-2,14789,西冰灵轩,5,2020-04-18,好玩的， 熊猫都好好看，看起来憨憨的，萌萌的，太有意思了，还会再来的😃
C3-2,14790,1818十八,5,2020-04-18,携程买票比较方便。
C3-2,14791,槿澄浅航,5,2020-04-18,可以玩儿一天的地方
C3-2,14792,一切随缘就好了,5,2020-04-18,未去成都之前，在电视上看熊猫很是灵动，但去了之后才发现不是这样子的，它其实是个憨憨。景区内景色很美，里面的设施都很新，配的上国宝的档次。熊猫看起来很可爱，但其实是个憨憨。空气很清新，比许多氧吧都要好。
C3-2,14793,M41****347,5,2020-04-18,天气比较好，熊猫都出来活动了，看到了很多。
C3-2,14794,鱼羽白,5,2020-04-18,大熊猫🐼好可爱
C3-2,14795,D30****052,5,2020-04-18,不错，值得带上小朋友去
C3-2,14796,肉妈123,5,2020-04-18,孩子很喜欢，大熊猫很可爱，👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
C3-2,14797,M28****0700,5,2020-04-17,还不错的哦
C3-2,14798,M27****488,5,2020-04-17,熊猫很可爱
C3-2,14799,M19****307,5,2020-04-17,来成都一定要去看熊猫的，最好就是去熊猫基地啦，里面安排的很齐全，不仅仅可以看熊猫还可以了解很多熊猫的知识，有特别多的家长带小朋友过来，里面环境保护的非常好，还有天鹅湖可以看天鹅，交通各方面也是相当方便的哦
C3-2,14800,_WeCh****30086,5,2020-04-17,熊猫非常可爱.就是人太多了 看熊猫宝宝的馆是人挤人的状态……熊猫非常可爱.就是人太多了 看熊猫宝宝的馆是人挤人的熊猫非常可爱.就是人太多了 看熊猫宝宝的馆是人挤人的熊猫非常可爱.就是人太多了 看熊猫宝宝的馆是人挤人的熊猫非常可爱.就是人太多了 看熊猫宝宝的馆是人挤人的熊猫非常可爱.就是人太多了 看熊猫宝宝的馆是人挤人的状态……熊猫非常可爱.就是人太多了 看熊猫宝宝的馆是人挤人的状态……
C3-2,14801,qux****ang,5,2020-04-17,天气炎热不建议去，熊猫们都不在户外活动，只能透过玻璃看。
C3-2,14802,金钟,5,2020-04-17,棒！！！！
C3-2,14803,金钟,5,2020-04-17,棒！！！！！
C3-2,14804,_M13****1155,5,2020-04-17,去的时候，天气很热，没看见几只熊猫，都是懒懒的，在那里睡觉，但是很可爱，孩子很高兴，一次开心愉快的旅行，在携程上订票也方便
C3-2,14805,M13****208,5,2020-04-16,美中不足的就是有好多地方在装修
C3-2,14806,M13****208,5,2020-04-16,挺好的，总体来说
C3-2,14807,186****4848,5,2020-04-16,很好，学到东西！
C3-2,14808,秋千千穗,5,2020-04-16,很好！很喜欢这个景区！很开心！
C3-2,14809,作死小能手__,5,2020-04-16,不错哦，这里挺好玩的，学生证十块钱门票吧，熊猫挺有意思。
C3-2,14810,M46****968,5,2020-04-16,熊猫很可爱
C3-2,14811,M19****307,5,2020-04-16,憨憨们真的是太阔爱了，景区非常大，但是里面有景交可以坐，年轻人的话还是步行就好了，道路还是很平缓宽敞的，边走边看就和郊游差不多，里面环境保护的不错，鸟语花香，不仅有熊猫还有很多其他动物，里面板块比较齐全，卖东西也挺多的，感觉吃的东西价格也不是很贵，自带食物也是可以的哦
C3-2,14812,小猴纸的老公,3,2020-04-16,熊猫很可爱，就是味道不太好，人超级多。
C3-2,14813,范范是个胖肉球,5,2020-04-16,除了人有点多，其他没什么乐
C3-2,14814,_WeCh****25446,5,2020-04-15,熊猫都很可爱，就是没看出来不同，觉得都是一个样子，哈哈。
C3-2,14815,卢米斯常遇春,5,2020-04-15,熊猫可爱，捐200送的熊猫也不错
C3-2,14816,M22****2987,5,2020-04-15,特别喜欢大熊猫，憨态可爱。
C3-2,14817,M43****355,5,2020-04-15,国宝大熊猫，美
C3-2,14818,M80****24,5,2020-04-15,熊猫可爱 外国人很多的景点！！
