POI_INDEX,REVIEW_ID,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY
C1-2,341,回头看看1967,5,2020-04-18,不错，每年都会去的
C1-2,342,M59****629,5,2020-04-18,特别好，值得去。
C1-2,343,LYMSH,5,2020-04-17,讲解趣味性很强，收听方便。
C1-2,344,黑白糖果树,4,2020-04-16,一个延续了很久的寺庙是杭州本地人新年祈福平时起伏的地方，然后也是非常有名，周边的环境风景都很好，如果闲来无事去逛一圈也是很推荐的。
C1-2,345,非你不渴,5,2020-04-15,灵隐寺这个名字我非常喜欢，感觉有一种空灵加仙仙的味道。而且杭州一直在我心目中是一个水水嫩嫩的地方，无论是风景，还是美女。
C1-2,346,M27****3985,5,2020-04-15,17年我和女儿去的，景色很美没玩够，以后有机会还想带妈妈再去一次
C1-2,347,非你不渴,5,2020-04-14,灵隐寺主要以天王殿、大雄宝殿、药师殿、法堂、华严殿为中轴线，两边附以五百罗汉堂、济公殿、华严阁、大悲楼、方丈楼等建筑构成。现任方丈是光泉法师[4]。
C1-2,348,-青青草-,5,2020-04-14,非常值得一去的地方，虔诚祈福，平安
C1-2,349,M74****73,5,2020-04-10,不错，非常实用
C1-2,350,君印岚痕,5,2020-04-10,天气不适宜飞行的时候，可以先到酒店办理入住了，晚上如果只想在酒店休闲的，五星酒店一般都有自助餐，环境都是临湖的，一边看夕阳，一边吃美食！
C1-2,351,君颜异梦,5,2020-04-10,云林寺，位于杭州市，背靠北高峰，面朝飞来峰，始建于东晋咸和元年(326年)，占地面积约87000平方米。灵隐寺开山祖师为西印度僧人慧理和尚。
C1-2,352,M87****56,5,2020-04-10,取票及时，快速入园。
C1-2,353,M17****741,5,2020-04-09,很好玩 方便
C1-2,354,288****107,5,2020-04-08,到了杭州，怎么能不去灵隐寺逛逛呢
C1-2,355,200****905,4,2020-04-07,著名寺庙，斋饭不错的，环境很好
C1-2,356,bluestar1981,5,2020-04-06,购票非常方便
C1-2,357,聂兆含,5,2020-04-06,值得一去，携程的票务也很靠谱
C1-2,358,zixunshi99,4,2020-04-06,知名的寺庙，灵隐寺取“仙灵所隐”之意，光听名字便知其隐于山林，环境清幽。灵隐寺里面一进入心情瞬间觉得异常的宁静。阿弥陀佛阿弥陀佛
C1-2,359,伊素朱恩,5,2020-04-05,在杭城还是很好的一个寺庙！很不错。强烈推荐
C1-2,360,tt梦幻小妖,5,2020-04-04,灵隐寺是中国佛教禅宗十大古刹之一。地处杭州西湖以西灵隐山麓，背靠北高峰，面朝飞来峰，两峰挟峙，林木耸秀，深山古寺，云烟万状。
C1-2,361,Princesstt,5,2020-04-03,灵隐寺( Lingyin Temple)，是江南著名古刹之一。寺庙始建于东晋咸和元年既公元326年，至今已有约一千七百年的历史，是杭州最早的名刹，
