REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_ID,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME
,1,54,https://www.tripadvisor.com.sg/Profile/Tennis_Fan123,722150581,29-10-2019,5,Hiking with young children,"Youngest child is 5 years old and she walked almost 5 km , and kept up with us. There are several routes you can take to the summit (top of Bukit Timah Hill). Bring water for rehydration, spray on anti-mosquito and sunblock - you’re ready to go!",10-2019,Family,2020-01-30 14:24:09.674774
,1,54,https://www.tripadvisor.com.sg/Profile/Gints K,661087216,25-03-2019,4,Jail for feeding monkeys signs,"Not so much to see or experience and better go to Central Water Catchment trails - we managed Bukit Timah Nature Reserve and Central Water Catchment trails in half day, but 25km is too much. There were some monkeys, but this was nothing you will experience in Central Water Catchment trails. Climb is at some stages quite steep so bring water as there is no refill points",03-2019,Family,2020-01-30 14:24:10.009301
,1,54,https://www.tripadvisor.com.sg/Profile/Kelvin937,644195174,07-01-2019,3,Good place for Hiking,"If you are the sporty type and wish to head on the highest point in singapore 163.63M, please do come here. You may also be lucky enough to have some snap shots of viper, cobra, monitor lizard and monkeys",12-2018,Family,2020-01-30 14:24:10.395763
,1,54,https://www.tripadvisor.com.sg/Profile/1Ming,638511924,10-12-2018,4,summit walk,"we used to do this once in a while. The trail remains the same. At the summit, the views are non existent as they are shrouded by vegetation. What's annoying is that they have shifted the toilets in the visitor centre to an adjacent block that is not shielded from rain. Albeit the toilets are more spacious than before. Can they consider building a covered walkway there from the visitor centre?",11-2018,Family,2020-01-30 14:24:10.751967
,1,54,https://www.tripadvisor.com.sg/Profile/ReinaJ27,637629812,05-12-2018,5,Back to nature,"Around 30 minutes to reach the summit. You can chosse smooth path or stiff stair. Some trail like the Dairy Farm marked as ""difficult""",12-2018,Family,2020-01-30 14:24:11.152288
,1,54,https://www.tripadvisor.com.sg/Profile/Tim_Tina_Y,623158933,08-10-2018,4,Where you get to see monkeys and their babies in their natural surrounding.,"It has been awhile since I last visited this place with my family, we always heard people saying this is where you can see monkeys swinging by within arm reach distance (Please don't try to catch any monkeys). But we didn't get to see anything during our last visit, so this time we thought we might test our luck and give it another try.
The weather is surprising cooling once we reached the reserve, it might be a little difficult to find a parking, but do avoid parking along the road cause there are lots of traffics and cyclists.
This time we got to see so many monkeys, it was very touching to see many Monkeys carrying their babies and the way they would hold their babies tenderly while they were moving from tree to tree. My children really enjoyed this experience, it is nice to show them how animals live in their natural surrounding.",10-2018,Family,2020-01-30 14:24:11.475857
,1,54,https://www.tripadvisor.com.sg/Profile/caroltay2018,606886491,16-08-2018,4,Bukit Timah Nature Reserve Singapore,The only hill in Singapore and is well kept by National Parks Dept...A good place to do some uphill walk or trekking...,06-2018,Family,2020-01-30 14:24:11.830156
,1,54,https://www.tripadvisor.com.sg/Profile/MelvinL380,580728837,17-05-2018,5,A nice little nature reserve right in the heart of the city,"After the renovation, the well-paved path makes it even more attractive to hike through the dense primary forest. Rather than taking the main path to the summit, I would suggest taking the cave path as there's a lot more to see. Do take note this is an undulating path towards the summit, so it goes up and down a lot.",10-2017,Family,2020-01-30 14:24:12.218112
,1,54,https://www.tripadvisor.com.sg/Profile/Alan P,576727534,30-04-2018,4,Nature,"Some tough routes with steep stairs leading to Dairy Farm. The route to the water pipes along BKE is a different experience. Can hear a huge variety of birds that you don't usually hear. Would be a good place for bird watchers too.

The slope leading up to the summit from the visitor centre is steep, and can be slippery during wet weather especially on the way down. Wear shoes with good traction. You might even catch a glimpse of wild boars, and the Malaysias Coral Snake.",04-2018,Family,2020-01-30 14:24:12.599061
,1,54,https://www.tripadvisor.com.sg/Profile/stanleychappie,571786648,08-04-2018,4,Lovely break from city,"We had a lovely Saturday morning refreshing walk through the forest on the 2km route to the summit. First but v steep but fine to do. Didn’t see much wildlife but the sounds of forest were amazing.

Very easy to reach on the MRT to beauty world then go up to top level of beauty world complex, go over the road bridge. Turn left at the end of the bridge and then take the next right onto hindhede drive.",04-2018,Family,2020-01-30 14:24:12.966077
