REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,2,156,zlm0755,5.0,2020-02-04,Not Available,景色优美。山清水秀。空气清新。,2020-02-16 17:20:49.356441
,2,156,zlm0755,5.0,2020-01-13,Not Available,景色迷人。环境不错。空气清新。,2020-02-16 17:20:49.360809
,2,156,tai****000,5.0,2016-10-16,Not Available,现在的可兰芝农场是一个很好的度假和休闲的好去处，在这里你可以买到有机蔬菜、水果和山羊奶等等，还可以在这里品尝的新鲜的海鲜，是新加坡人周末休闲的好去处，值得推荐。,2020-02-16 17:20:49.364972
,2,156,Mary_Kiky_Zhu,5.0,2017-10-27,Not Available,可兰芝农场是由几个农场、渔场组成的一个农业观光区，对公众开放，非常适合亲子游，呼吸一下新鲜的空气，孩子们也可以参观农场，满足自己的好奇心。,2020-02-16 17:20:49.369168
,2,156,沈亮s,4.0,2016-07-27,Not Available,可兰芝农场还不错 ～风景宜人～老人儿童散心的好地点， 适合各个年龄段的人来游玩及呼吸新鲜空气~,2020-02-16 17:20:49.373239
,2,156,东双河第一皮匠,4.0,2016-07-26,Not Available,或许只有来一次可兰芝农场才会真正体会到它的清凉、幽静、神秘 原生态的绿化，空气特别好感觉很好,2020-02-16 17:20:49.377384
,2,156,Mary_Kiky_Zhu,5.0,2016-09-22,Not Available,克兰芝乡村，可以在此享受新加坡鲜为人知的农家生活。尽情探访精彩纷呈的农家生活。,2020-02-16 17:20:49.381094
,2,156,_zx514****153937,5.0,2017-01-29,Not Available,景色很漂亮，最宜早晚观光，温度适宜,2020-02-16 17:20:49.384748
,2,156,闪瞎眼的2连,4.0,2016-09-11,Not Available,沿途风景不错，中途有好多个座椅 可以休息，环境超赞的，不过夏天会有很多蚊子,2020-02-16 17:20:49.388550
,2,156,BigBag大背包,4.0,2016-07-23,Not Available,很原生态的农场，这个地方让人心旷神怡，在大自然中欣赏美景，心灵也得到了洗礼。还有好多牛羊肉可以卖,2020-02-16 17:20:49.392237
,2,156,鹄立头,4.0,2016-10-25,Not Available,好多美食 和朋友们一起去的大家都觉得很不错的，建筑宏伟，衬托着蓝天白云，像画一样~,2020-02-16 17:20:53.240930
,2,156,小二B日月,4.0,2016-07-25,Not Available,可兰芝农场可以多了解一些农作物吧，对于小孩子非常喜欢的。也可以让他们学习农业知识,2020-02-16 17:20:53.245698
,2,156,愤怒的喵喵,5.0,2016-11-01,Not Available,因为去的比较晚，没有多少人，但是还是玩的很开森，面积非常大，还是开放式的。,2020-02-16 17:20:53.250297
,2,156,_ceai****5795,4.0,2018-01-03,Not Available,回归田园的放松，一片世外的净土。,2020-02-16 17:20:53.254450
,2,156,爱爱李,4.0,2016-01-20,Not Available,兰芝农场种植了大量的水稻，这里的农场面积很大，一望无垠哦，还有一些牛羊都是很有特色的，出售的牛排非常的鲜嫩。,2020-02-16 17:20:53.258258
,2,156,游在这方天地,5.0,2015-10-10,Not Available,在新加坡西北部的一个乡村，空气很淸鲜，这里的鸡鸭蔬果都非常新鲜。,2020-02-16 17:20:53.261960
,2,156,牛牛jack,5.0,2015-09-17,Not Available,比较原生态的乡村，空气比较好，可以采购到不少新鲜农作物和奶制品,2020-02-16 17:20:53.265640
,2,156,Toyan,4.0,2016-01-26,Not Available,新加坡難得有農場，本地人帶來耍了一下午，跟國內的農家樂差不多,2020-02-16 17:20:53.269489
,2,156,coldwar,4.0,2017-10-17,Not Available,可兰芝农场位于新加坡西部的一个隐藏的宝石，这个地方非常宽敞，也很适合壁画风格的聚会。里面除了有农场之外，还可以钓鱼，然后晚上去唱卡拉ok喝啤酒。在度假村内还有一家宠物咖啡馆，包括比较好的住宿。,2020-02-16 17:20:53.273289
,2,156,牛牛jack,5.0,2015-11-01,Not Available,可以品尝和购买各类有机食品，这里的农产品种类挺丰盛的,2020-02-16 17:20:53.276737
,2,156,就是爱游玩,5.0,2017-11-04,Not Available,景色宜人，趣味性很强，空气清新，值得一去,2020-02-16 17:20:57.168499
,2,156,tai****000,5.0,2016-10-17,Not Available,克兰芝乡村就在新加坡的北部，这里有很多不同类型的农场，在这里可以买到新鲜的蔬菜和水果，还有牛奶，是一个体验农庄生活的好地方，还有很多的特色餐厅，都味道不错。,2020-02-16 17:20:57.173368
,2,156,杰森斯坦丶达,4.0,2016-08-24,Not Available,可兰芝农场这里风景优美，而且很安静静谧，大家可以来这里旅游，孩子说下次还玩，玩得很开心,2020-02-16 17:20:57.178041
,2,156,娑娜,4.0,2016-07-23,Not Available,可兰芝农场的环境真的不错 我小时候看动画片的时候就想有个自己的农场 来这里也是很开心的,2020-02-16 17:20:57.182396
,2,156,IBABY99,4.0,2016-07-27,Not Available,这个农场可以看到许多原生态的风景，都是比较值得称赞的，在这里排的照片就完全可以当作是写真了,2020-02-16 17:20:57.186666
,2,156,笑点坏掉了,4.0,2016-09-02,Not Available,里面树都是老树和水稻蔬菜等，沿途风景不错，瓜果熟了的时候还可以去采摘园里采摘,2020-02-16 17:20:57.190704
,2,156,破坏死光,4.0,2016-09-09,Not Available,可兰芝农场里面都是草地，周边环境很棒，很美。没有多少人，但是还是玩的很开森,2020-02-16 17:20:57.194541
