0,"2/3 Mosque St, Singapore Singapore",Outram,"1.28382,103.84477",Chinese,"[u'$$ - $$$, Chinese']",,3001,,My Grandma's Place,tel:+65 6226 3809,,4.0,,,,,10 reviews,
0,"30 Seng Poh Rd #02-79 Tiong Bahru Market, Singapore 168898 Singapore",Bukit Merah,"1.28473,103.83245",Indian,"[u'$, Indian']",,3002,,Tiong Bahru Hainanese Curry Rice,,,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,11 reviews,
0,"2/3 Mosque St, Singapore Singapore",Outram,"1.28382,103.84477",Chinese,"[u'$$ - $$$, Chinese']",,3001,,My Grandma's Place,tel:+65 6226 3809,,4.0,,,,,10 reviews,
0,"30 Seng Poh Rd #02-79 Tiong Bahru Market, Singapore 168898 Singapore",Bukit Merah,"1.28473,103.83245",Indian,"[u'$, Indian']",,3002,,Tiong Bahru Hainanese Curry Rice,,,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,11 reviews,
0,"10 Jalan Serene Serene Centre #01-03b, Singapore 258748 Singapore",Tanglin,"1.32257,103.81371","Asian, Korean","[u'Asian, Korean']",Reservations,3003,"Lunch, Dinner",Han Bing,tel:+65 9687 0288,,4.0,,,,,9 reviews,
0,"430 Upper Changi Road East Village, Singapore 487048 Singapore",Joo Chiat,"1.31872,103.91182",Italian,[u'Italian'],,3004,"Lunch, Dinner",Pizzeria Lucia,tel:+65 6384 1101,,4.0,,,,,9 reviews,
0,"505 West Coast Drive, Singapore 120505 Singapore",Clementi,"1.31229,103.75995","Asian, Singaporean","[u'Asian, Singaporean']",,3005,,Mr. Teh Tarik,,,4.5,,,,,5 reviews,
0,"9 Veerasamy Road 5 Veerasamy Road, Singapore 207317 Singapore",Central Area/City Area,"1.30781,103.8532",,[u'$'],Seating,3006,"Lunch, Dinner, Brunch",Meera's Curry,tel:+65 6298 2827,,4.0,,,,,14 reviews,
0,"125 East Coast Road, Singapore 428810 Singapore",Marine Parade,"1.30603,103.90468","Mediterranean, Turkish, Middle Eastern","[u'Mediterranean, Turkish, Middle Eastern']",,3007,,Kebabs and More,,,4.0,,,,,6 reviews,
0,"Westgate Mall, Singapore, Singapore Singapore",Jurong East,"1.33468,103.7425","Asian, Vietnamese","[u'$, Asian, Vietnamese']","Takeout, Seating, Wheelchair Accessible, Reservations",3008,"Lunch, Brunch, Dinner",Pho Street,tel:+65 6465 9909,,3.5,,ui_bubble_rating bubble_30,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,37 reviews,
0,"182 Cecil Street Frasers Tower #01-01 Frasers Tower, Singapore 069547 Singapore", from Marina Bay,"1.278645,103.84741",Mexican,[u'Mexican'],,3009,,Muchachos,tel:+65 6513 0215,,4.0,,,,,10 reviews,
0,"200 Victoria Street Bugis Junction #02-50 Bugis Junction, Singapore 188021 Singapore",Central Area/City Area,"1.299342,103.85554","Asian, Korean","[u'Asian, Korean']",,3010,"Lunch, Dinner",Chir Chir,tel:+65 6251 0598,,4.0,,,,,6 reviews,
0,"87 Defu Lane 10, #02-01, Singapore 539219 Singapore",,"1.35034,103.89052",,[],,3011,,Yummy Palace,tel:+65 6343 1818,,4.5,,,,,4 reviews,
0,"201 Telok Kurau Road #01-02, Singapore 423910 Singapore",Joo Chiat,"1.312036,103.9111",Asian,[u'Asian'],,3012,,818 Durians & Pastries,tel:+65 6348 8436,,4.5,,,,,6 reviews,
0,"201 Kim Tian Rd #01-400, Singapore 160201 Singapore",Bukit Merah,"1.28052,103.82742",Chinese,"[u'$$ - $$$, Chinese']",Reservations,3013,"Lunch, Dinner",Happy Joy Restaurant,tel:+65 6273 7352,,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,12 reviews,
0,"2/3 Mosque St, Singapore Singapore",Outram,"1.28382,103.84477",Chinese,"[u'$$ - $$$, Chinese']",,3001,,My Grandma's Place,tel:+65 6226 3809,,4.0,,,,,10 reviews,
0,"30 Seng Poh Rd #02-79 Tiong Bahru Market, Singapore 168898 Singapore",Bukit Merah,"1.28473,103.83245",Indian,"[u'$, Indian']",,3002,,Tiong Bahru Hainanese Curry Rice,,,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,11 reviews,
