WEBSITE_ID,REVIEW_ID,OVERVALL_SCORE,LABEL
2,3000,0.772708,positive
2,3001,0.913944,positive
2,3002,0.622017,positive
2,3003,0.88682,positive
2,3004,0.690752,positive
2,3005,0.745308,positive
2,3006,0.940858,positive
2,3007,0.973753,positive
2,3008,0.848068,positive
2,3009,0.942105,positive
2,3010,0.829768,positive
2,3011,0.982581,positive
2,3012,0.867537,positive
2,3013,0.697489,positive
2,3014,0.684746,positive
2,3015,0.910364,positive
2,3016,0.918842,positive
2,3017,0.912788,positive
2,3018,0.701559,positive
2,3019,0.946558,positive
2,3020,0.96682,positive
2,3021,0.995795,positive
2,3022,0.897736,positive
2,3023,0.989882,positive
2,3024,0.658931,positive
2,3025,0.985757,positive
2,3026,0,neutral
2,3027,0.905368,positive
2,3028,0.952695,positive
2,3029,0.866242,positive
2,3030,0.93862,positive
2,3031,0.953937,positive
2,3032,0.957028,positive
2,3033,0.747837,positive
2,3034,0.846553,positive
2,3035,0.892733,positive
2,3036,0,neutral
2,3037,0.671252,positive
2,3038,0.665989,positive
2,3039,0.77513,positive
2,3040,0.999757,positive
2,3041,0.850921,positive
2,3042,0.979712,positive
2,3043,0.836165,positive
2,3044,0.969824,positive
2,3045,0.942048,positive
2,3046,0.86808,positive
2,3047,0.810547,positive
2,3048,0.991718,positive
2,3049,0.86662,positive
2,3050,0.997766,positive
2,3051,0.833414,positive
2,3052,0.841974,positive
2,3053,0.288972,positive
2,3054,0.980495,positive
2,3055,0.314216,positive
2,3056,0.981421,positive
2,3057,0.868803,positive
2,3058,0.713051,positive
2,3059,0.906595,positive
2,3060,0.941275,positive
2,3061,0.946615,positive
2,3062,0.981331,positive
2,3063,0.780061,positive
2,3064,0.87393,positive
2,3065,0.917765,positive
2,3066,0.683691,positive
2,3067,0.782299,positive
2,3068,0.897811,positive
2,3069,0.922482,positive
2,3070,0.866002,positive
2,3071,0.997127,positive
2,3072,0.786083,positive
2,3073,0.731759,positive
2,3074,0.965113,positive
2,3075,0.971605,positive
2,3076,0.925364,positive
2,3077,0.987743,positive
2,3078,0.961834,positive
2,3079,0.98998,positive
2,3080,0.863889,positive
2,3081,0.834587,positive
2,3082,0.9178,positive
2,3083,-0.304974,negative
2,3084,0.995878,positive
2,3085,0.785796,positive
2,3086,0.838763,positive
2,3087,0.988546,positive
2,3088,0.354066,positive
2,3089,0.763798,positive
2,3090,-0.557174,negative
2,3091,0.854089,positive
2,3092,0.94662,positive
2,3093,0.875486,positive
2,3094,0.962287,positive
2,3095,0.712938,positive
2,3096,0.703929,positive
2,3097,0.997548,positive
2,3098,0.992241,positive
2,3099,-0.598595,negative
2,3100,0.831987,positive
2,3101,0.843158,positive
2,3102,0.536448,positive
2,3103,0.535509,positive
2,3104,0.887921,positive
2,3105,0.761924,positive
2,3106,0.682391,positive
2,3107,0.878854,positive
2,3108,0.970942,positive
2,3109,0,neutral
2,3110,0.960208,positive
2,3111,0.626452,positive
2,3112,0.711228,positive
2,3113,0.723842,positive
2,3114,0.740393,positive
2,3115,0.992279,positive
2,3116,0.994107,positive
2,3117,0.999055,positive
2,3118,0.840797,positive
2,3119,0.778426,positive
2,3120,0.807238,positive
2,3121,0,neutral
2,3122,-0.49262,negative
2,3123,0.773256,positive
2,3124,0.884043,positive
2,3125,0.608597,positive
2,3126,0.960925,positive
2,3127,0.904789,positive
2,3128,0.953592,positive
2,3129,0.954387,positive
2,3130,0.987868,positive
2,3131,0.7694,positive
2,3132,0.743711,positive
2,3133,0.967967,positive
2,3134,0.995377,positive
2,3135,0.836697,positive
2,3136,0.90091,positive
2,3137,0.860695,positive
2,3138,0.617414,positive
2,3139,0.7246,positive
2,3140,0.914524,positive
2,3141,0.669254,positive
2,3142,-0.55175,negative
2,3143,0.978175,positive
2,3144,-0.369325,negative
2,3145,0.920459,positive
2,3146,0.356283,positive
2,3147,0.928981,positive
2,3148,-0.835799,negative
2,3149,0.734032,positive
2,3150,0.923296,positive
2,3151,0.575701,positive
2,3152,0.788718,positive
2,3153,0.93919,positive
2,3154,0.530955,positive
2,3155,0.933374,positive
2,3156,0.941577,positive
2,3157,0.292473,positive
2,3158,0.987713,positive
2,3159,0.999171,positive
2,3160,0.994494,positive
2,3161,0.773695,positive
2,3162,0.737165,positive
2,3163,0.984361,positive
2,3164,0.904675,positive
2,3165,0.992511,positive
2,3166,0.49487,positive
2,3167,0.833432,positive
2,3168,0.825679,positive
2,3169,0.629871,positive
2,3170,0.974436,positive
2,3171,0,neutral
2,3172,0.561364,positive
2,3173,0.579047,positive
2,3174,0.911454,positive
2,3175,0,neutral
2,3176,0.683694,positive
2,3177,0.620975,positive
2,3178,0.994129,positive
2,3179,0,neutral
2,3180,0.992766,positive
2,3181,0.993106,positive
2,3182,0.974982,positive
2,3183,-0.910354,negative
2,3184,0.996132,positive
2,3185,0.947352,positive
2,3186,0.992687,positive
2,3187,0.997837,positive
2,3188,0.98694,positive
2,3189,0.781225,positive
2,3190,0.950951,positive
2,3191,0.990497,positive
2,3192,0,neutral
2,3193,0.896914,positive
2,3194,0.991374,positive
2,3195,0.989533,positive
2,3196,0.897348,positive
2,3197,0.933509,positive
2,3198,0.830305,positive
2,3199,0.79495,positive
2,3200,0.862317,positive
2,3201,0.734679,positive
2,3202,0.879989,positive
2,3203,0.898095,positive
2,3204,0.985653,positive
2,3205,0.848775,positive
2,3206,0.894678,positive
2,3207,0.966609,positive
2,3208,0.583239,positive
2,3209,0.892504,positive
2,3210,0.664477,positive
2,3211,0.934488,positive
2,3212,0.877255,positive
2,3213,0.982135,positive
2,3214,0.965237,positive
2,3215,0.698193,positive
2,3216,0.750304,positive
2,3217,0.726492,positive
2,3218,0.994733,positive
2,3219,0.958113,positive
2,3220,0.941062,positive
2,3221,0.747965,positive
2,3222,0.838193,positive
2,3223,0.627715,positive
2,3224,0.980536,positive
2,3225,0,neutral
2,3226,0.976834,positive
2,3227,-0.591183,negative
2,3228,0.810693,positive
2,3229,0.967235,positive
2,3230,0.957055,positive
2,3231,0,neutral
2,3232,0.926222,positive
2,3233,0.961038,positive
2,3234,0.528416,positive
2,3235,-0.481428,negative
2,3236,-0.339831,negative
2,3237,0.997922,positive
2,3238,0.951131,positive
2,3239,0.90402,positive
2,3240,0.929772,positive
2,3241,0.995595,positive
2,3242,0.923308,positive
2,3243,0.54075,positive
2,3244,0.977606,positive
2,3245,0.981336,positive
2,3246,0.763213,positive
2,3247,0.954946,positive
2,3248,0.966237,positive
2,3249,0.994964,positive
2,3250,0.982648,positive
2,3251,0.826179,positive
2,3252,0.417895,positive
2,3253,0.981835,positive
2,3254,0.647921,positive
2,3255,0.940498,positive
2,3256,0.775746,positive
2,3257,-0.548178,negative
2,3258,0.648563,positive
2,3259,0.987567,positive
2,3260,0.743118,positive
2,3261,0.792579,positive
2,3262,0.90549,positive
2,3263,0.751685,positive
2,3264,0.923696,positive
2,3265,-0.705264,negative
2,3266,0.583744,positive
2,3267,0.870916,positive
2,3268,0.836544,positive
2,3269,0.939307,positive
2,3270,0.995039,positive
2,3271,0.975964,positive
2,3272,0.915407,positive
2,3273,0.97279,positive
2,3274,0.981907,positive
2,3275,0.684118,positive
2,3276,0.940835,positive
