REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,REVIEW_CRAWLED_TIME
,4,73,//www.qyer.com/u/5590709,5,2016-07-15,"天福宫(Thian Hock Keng Temple)坐落于市区的直落亚逸街，早期华人称这里为源顺街。天福宫始建于1839年，历时3年才建成，目前已有170多年的历史。天福宫供奉的是护航之神""天后娘娘""(即妈祖、天妃)，因是福建帮人士建造经营的，所以也叫""妈祖宫""。在新加坡开埠时期，南来北归的华人，因所乘帆船就停泊在宫前不远处，所以都会到宫内拜祀，南来者感谢妈祖保佑，北归者祈求海不扬波。 天福宫在1973年被列为新加坡国家古迹，规模最大的一次修复工程是在1998年，当时耗资四百多万新币来完成这历时3年的庞大修复工程。",2020-02-15 22:37:02.420206
,4,73,//www.qyer.com/u/8543955,5,2017-04-28,天福宫在新加坡的市区，牛车水里面，算是新加坡唐人街里面的一个小庙，是一个传统的闽南寺庙，里面上香的人特别的多，大多数都是华人，据说非常的灵验，反正上香都是免费的，于是就直接进去了，庙里装饰的金碧辉煌的。,2020-02-15 22:37:02.424384
,4,73,//www.qyer.com/u/8522537,5,2017-06-13,天福宫是一座传统中国风格的庙宇，里面供奉的是中国的妈祖，特别的有闽南的特色，天福宫的规模很大，这在寸土寸金的新加坡，还是挺难想象的，天福宫就坐落在新加坡的唐人街区，牛车水里面，可以坐地铁到牛车水站，到牛车水就可以看见。,2020-02-15 22:37:02.428550
,4,73,//www.qyer.com/u/707336,3,2014-08-13,位置就在市中心，牛车水那边，来参观的游客和上香的信徒也非常多，很传统的一个中国风的庙宇,2020-02-15 22:37:02.432498
,4,73,//www.qyer.com/u/4544129,4,2014-10-19,寺院供奉的是保佑航海者的妈祖。建造这座寺庙的材料来自世界各地。,2020-02-15 22:37:02.436260
,4,73,//www.qyer.com/u/6866023,3,2019-01-18,离牛车水蛮近的，中午在周边午饭，因为正好遇到饭点，周边很多商务楼的上班族都出来吃中饭了，就避开一下高峰，周边随便走走。 路过这个寺庙，免费参观，于是进去看看。 妈祖庙，细节上很精美，色彩亮丽花纹繁复。 还看到有10来个人在里面水彩写生。 年代并不久远，建于1840年，闽南华人的南洋梦，寺庙的修建也象征着在新加坡安家建业。 当年南洋开荒的不易，恶劣的天气条件以及海难，对于家乡的思念心灵的寄托。,2020-02-15 22:37:02.439784
,4,73,//www.qyer.com/u/851901,4,2018-07-17,天福宫供奉护航之神“天后娘娘”(即妈祖)，最早由感谢妈祖保佑的海员修建而成，所以也叫妈祖宫。,2020-02-15 22:37:02.443271
,4,73,//www.qyer.com/u/155760,3,2017-10-24,"新加坡有很多的庙宇,天福宫就是其中的一座,已经成为了新加坡的国家文物古迹,已经有一百多年的历史,是新加坡历史最长的庙宇之一。  天福宫（Thian Hock Keng）坐落于新加坡市区的直落亚逸街，早期华人称这里为源顺街。天福宫始建于1840年，历时3年才建成，目前已有170多年的历史。",2020-02-15 22:37:02.446721
,4,73,//www.qyer.com/u/305448,5,2017-07-27,听新加坡本地的同事说，天福宫求子很灵验。感觉宫殿建筑不是很大小巧玲珑，香花券也不是很贵，人不多。,2020-02-15 22:37:02.450191
,4,73,//www.qyer.com/u/6681670,5,2016-02-23,祈福上香的选择地，香火虽热并不是大寺庙那么繁华昌盛，但是心诚则灵，可以去感受一下,2020-02-15 22:37:02.453646
