REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,REVIEW_CRAWLED_TIME
,4,102,//www.qyer.com/u/2587444,3,2014-06-09,喜欢拍照、搞怪的小朋友一定要来新开的特丽爱美术馆，这里是发挥想象力、拍摄搞怪照片的好地方。也能让小孩子们更直观了解3D世界、视觉错觉等等。,2020-02-15 22:44:08.584826
,4,102,//www.qyer.com/u/986558,3,2015-10-28,里面的人挺多，拍摄效果很逼真，很有趣，照出来的照片很逼真，身临其境的感觉，就在圣淘沙边上。,2020-02-15 22:44:08.588133
,4,102,//www.qyer.com/u/4994849,5,2014-09-24,这个必须赞！就是要懂得照相和搞怪，想象力丰富照出来才逼真好看！那个雕像旁边都有示范照片，确实不知道怎么照的就按照上面照吧！人很多，实在不好意思一直换姿势照相，都是马上照了就下来让别人来,2020-02-15 22:44:08.591511
,4,102,//www.qyer.com/u/2010900,5,2015-11-23,新加坡从韩国引进了两个3D博物馆，一座在市区的新达城，另一座就在集众多景点于一身的圣淘沙了。这座特丽爱就在圣淘沙，刚开幕的时候排队的人超级超级多！于是我们只好放弃排队，等待了几个月的新鲜期之后再去如愿以偿。不失望，小小场所里有好多拍照点，都很好玩哦！,2020-02-15 22:44:08.594900
,4,102,//www.qyer.com/u/6743105,3,2015-10-31,当你站在一定的角度，就能在照片中和图画融为一体，仿佛你走进了画里，或画里的景物走进现实世界里，十分立体生动。,2020-02-15 22:44:08.598311
,4,102,//www.qyer.com/u/4599414,4,2015-09-16,位于圣淘沙，毫无疑问，游客很多，太阳很明媚。一看外头小小的，还觉得奇怪，原来里面有好多展厅。展品还是很有喜感的，各种各样的造型,2020-02-15 22:44:08.601665
,4,102,//www.qyer.com/u/5774229,5,2015-05-27,我去的时候人不多，跟首尔的是同一品牌，感觉很不错。因为是一个人去的，好多场景都没有拍到，有点遗憾麽……喜欢拍照的朋友可以去看看！,2020-02-15 22:44:08.605065
,4,102,//www.qyer.com/u/1385466,4,2015-05-20,特丽爱3D美术馆是一个连锁的品牌，之前在曼谷、首尔都玩过，到新加坡又玩了一次，挺有趣的，门票折合人民币130左右，里面都是3D立体画，适合搞怪拍照，情侣来玩挺有意思的。,2020-02-15 22:44:08.608494
,4,102,//www.qyer.com/u/4510321,3,2014-12-29,在圣淘沙，立体的   很不错  好好玩            。,2020-02-15 22:44:08.611843
,4,102,//www.qyer.com/u/1202028,5,2014-10-11,今年新开的地方，这个在圣淘沙，还有另外一件3D画在suntec city，其实感觉差不多。在这里拍照是个很有意思的事。可惜比较小，意犹未尽。,2020-02-15 22:44:08.615186
,4,102,//www.qyer.com/u/4760406,5,2014-09-07,"超级好玩的哦，最好人多一点去，可以互相拍照，3D效果很逼真，色彩丰富.很不错的体验，值得一去,一定要带相机，而且要充满电！准备狂拍吧",2020-02-15 22:44:10.808037
