REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,REVIEW_CRAWLED_TIME
,4,48,//www.qyer.com/u/276801,5,2017-04-25,亚洲文明博物馆一楼设了个专门展厅，所有藏品均来自一艘上世纪末于爪哇海域打捞的唐代沉船，船上满是由中国出口至南亚的货物，仅瓷器就近六万件，这么大体量的买家不好找，最后被新加坡的一个慈善基金捐助购藏，并进行了修复和展出。虽然沉船本身和新加坡没有一毛钱关系，但此壮举为亚洲文明的保存和传播作出了巨大贡献，也让天朝人民见识了这个弹丸之国的气度。藏品中的越窑不乏精品，且保存完好，长沙窑除数量惊人外，品质更是比国内的展品高出一截，部分瓷碗的装饰图案惊现限量款，千年以后浮出水面，依然让人觉得脑洞大开。,2020-02-03 22:11:02.366705
,4,48,//www.qyer.com/u/1730287,4,2017-03-14,这个博物馆的名字起的太大了，对于亚洲以外的游客而言是有一定的吸引力的，把整个亚洲的主要文明都简略地介绍了一遍，但是其实细看的话是很多不足的，比如对日本文明、阿拉伯的文明。尤其是中国的古代文明，就描述得太简单了。,2020-02-03 22:11:02.370031
,4,48,//www.qyer.com/u/4876604,5,2016-01-19,亚洲文明博物馆分为两个馆，设在道南学校旧址的，是以“峇峇娘惹”生活点滴以及文明为主题的展览馆，设在皇后坊的第二馆，除了有中国文明精品展览馆，还展示了以东南亚等地为主题的文化遗产。,2020-02-03 22:11:02.373446
,4,48,//www.qyer.com/u/4996905,4,2015-04-05,"门票10元/人，有一种4馆联票20元/人包括了国家博物馆，艺术博物馆，民族博物馆和文明博物馆，三天内有效，馆里定时有讲解员进行中文解说，非常详细的把新加坡从土著一直到70年代进行解说，看完新加坡的历史，对MR,LEE非常敬仰。",2020-02-03 22:11:02.376839
,4,48,//www.qyer.com/u/4544129,4,2014-10-19,亚洲文明博物馆分为两个馆。设在亚美尼亚街39号道南学校旧址的，是中国文明精品展览馆，目前也同时展出与印度古典名著《罗摩衍那》有关的文物。第二馆则是设在皇后坊的新加坡文物馆原址，着重展出东南亚、印度、寮国、土耳其等文化精粹。,2020-02-03 22:11:02.380227
,4,48,//www.qyer.com/u/51005,4,2015-08-22,据说里面的展很好看，每周三免费对外开放，但是我去的早，没看成,2020-02-03 22:11:02.383658
,4,48,//www.qyer.com/u/5332886,4,2015-01-09,新加坡亚洲文明博物馆位于金融中心区对面，一河之隔，风景不错，绿化较多，有大树和宽广的草坪，离鱼尾狮公园过桥即达，莱福士雕像也在此。设在皇后坊的分馆原址主要展示新加坡历史发展，看看早期的简陋海港如何一步步发展成如今的大都市；此外，展馆还有一些主题展厅，如南亚印度展览，展示印度建筑雕刻、泥塑神像、纺织品等，还有中华文明展览，展览反映中国历史的雕刻、宗教器具等。大杂烩式的展览，正反映了新加坡多元文化汇集的特征。门票八元新币，折合人民币四十元，如果免费就好了啊。,2020-02-03 22:11:02.387089
,4,48,//www.qyer.com/u/223281,4,2014-07-27,再往前一点，这座淡黄色的建筑就是亚洲文明博物馆了。可惜，我们没有时间去参观了，只能拍一下博物馆的外观。,2020-02-03 22:11:02.390489
,4,48,//www.qyer.com/u/155760,2,2017-10-24,"亚洲文明博物馆是一个介绍新加坡多元历史发展与种族融合的文物收藏地。分为两个馆。设在亚美尼亚街39号，道南学校旧址的，是以“峇峇娘惹”（土生华人）生活点滴以及文明为主题 亚洲文明博物馆位于皇后坊,这里曾是新加坡文物馆原址,博物馆中展出了东南亚、中国、印度和西亚的文化精粹,其中包括许多从中国商代到民国的各种陶瓷、金属工艺品",2020-02-03 22:11:02.393966
,4,48,//www.qyer.com/u/5871926,5,2017-08-23,从牛车水徒步去金沙时路过的，刚好去的是有有一个韩国展，免费的，外面还有人免费送雪糕，有我大广州当年的十三行哦~,2020-02-03 22:11:02.397388
