REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,REVIEW_CRAWLED_TIME
,4,25,//www.qyer.com/u/9738108,3,2019-05-27,因为住在这附近，所以逛了一下，但是并没有觉得很不错，里的主干道之一——实龙岗路(Serangoon)，是新加坡最古老的马路之一。当时此处还是一大片森林，常有猛兽毒蛇出没，居住在此的人都会敲打铜锣来赶走野兽。用马来语来说，就是“di-serang dengan gong”，久而久之，就演变成了今天的“Serangoon”。,2020-02-03 21:53:55.089932
,4,25,//www.qyer.com/u/9043811,5,2020-01-12,非常有趣，可以感受一下开挂民族的特色。,2020-02-03 21:53:55.093363
,4,25,//www.qyer.com/u/7618211,4,2020-01-05,小印度的印度庙不如马拉西亚的漂亮。并且小印度有一点脏。离开主街的地方有些脏乱，并且有贫民，安全性可忧。,2020-02-03 21:53:55.096755
,4,25,//www.qyer.com/u/1523743,1,2019-10-30,到处都是咖喱味 新加坡没什么文化 小地方 没意思  没有文化积淀,2020-02-03 21:53:55.100114
,4,25,//www.qyer.com/u/6303027,4,2019-10-17,还不错，主要去了Mustafa这个24小时开放的市场，很多印度餐馆和物件，适合想感受印度风情却不太敢去印度玩的人体验。,2020-02-03 21:53:55.103478
,4,25,//www.qyer.com/u/12089844,3,2019-10-07,如果你不是对印度或佛教有太浓厚的兴趣，这里就没必要来了，little India 是条类似印度居民生活在新加坡的聚集地，里面有买很多印度人的生活用品和素菜瓜果。并非什么观光好去处，而且人口密度实在太大了，整条主干道上走路都困难。,2020-02-03 21:53:55.106836
,4,25,//www.qyer.com/u/11625369,3,2019-07-08,一般 印度人很多 地方生活习俗很重 吃 喝 服装都是印度风；比较杂乱,2020-02-03 21:53:55.110196
,4,25,//www.qyer.com/u/11417805,4,2019-06-18,很多涂鸦，拍照好看，但没有购物,2020-02-03 21:53:55.113576
,4,25,//www.qyer.com/u/8811219,5,2019-04-18,满满的印度风情 到处都是印度人 有一条金街 基本上都是卖黄金饰品的 还有几家国产手机店 OPPO 华为 都有 值得一去,2020-02-03 21:53:55.117029
,4,25,//www.qyer.com/u/2487782,5,2019-03-31,从国家博物馆得知，最早来新加坡的印度人，都是当时的犯人，同属于东印度公司管理的英国人，便将那么犯人，海运至新加坡，参与最初的基础建设。所以新加坡也便有了一个小印度。置身于此，你以为是来到了印度。这里景区与当地人生活混合。这家店是卖旅游纪念品的，旁边就是一个卖装饰鲜花或水果蔬菜的。 在这里同样感受到，新加坡多元化的宗教交融，在小印度的几条街上，就有一个清真寺。 2018的11月去的时候恰逢印度新年，那边街上装饰的不错。 主街上珠宝店上，可以看到熟悉的印度电影里的女明星广告。 那边街大部分都是2层建筑，虽然是一排，但基本每家风格不一，期间也有几家华人公司 走到最后，去了一家印度人开的餐厅，里面全是印度人，吃的手抓饭（人家真是用手吃的）。咖喱鸡翅，味道比较重,2020-02-03 21:53:55.120379
,4,25,//www.qyer.com/u/11110319,4,2019-03-12,就是一个大市场，不过一家印度小餐厅很有味道，可以和印度朋友同桌吃饭，感受他们的饮食习惯,2020-02-03 21:53:59.134611
,4,25,//www.qyer.com/u/9409960,5,2019-02-27,地道的印度风情，棒棒的！我想下次我还会来，很有感觉的地方，推荐,2020-02-03 21:53:59.137973
,4,25,//www.qyer.com/u/9612282,4,2019-02-13,对于不敢去印度的我来说，这个地方体验一下印度风情还是不错的。大致有几个街区是印度人的聚居区，商店、餐馆、寺庙都是印度风格的，还有一条市场比较热闹，摊位都在卖鲜花串和水果。 另外，这个地区的物价比较便宜，同样的冰箱贴，比我们在马来人聚居区看到的要便宜不少。,2020-02-03 21:53:59.141406
,4,25,//www.qyer.com/u/1395331,4,2014-06-05,到处弥漫着咖喱味和飞饼味，食物都很重口味，你想入乡随俗的话可以手抓饭~,2020-02-03 21:53:59.144784
,4,25,//www.qyer.com/u/1872532,5,2016-09-05,刚来过新加坡就住在这个区域，非常喜欢这里！之前看别人的贴子说小印度感觉不安全，但实际入住下来后其实非常安全，看来绝对不能人云亦云。印度人是新加坡第4大族群，大部分人都住在小印度，走在这里的街上仿佛身处印度，给你带来视觉、味觉、嗅觉的强烈冲击。,2020-02-03 21:53:59.148148
,4,25,//www.qyer.com/u/1044618,4,2016-06-10,有特点，不错!感觉来到另一个世界，有人可能不喜欢这里的味道。个人兴趣，相比环球影城的人工嘈杂，我倒觉得小印度更接地气。注意安全，还有印度娃很鬼，没规矩乱窜。不管在哪里都是。拿他们没办法。相比起来日本娃和韩国娃就好太多啦，和教育有关吧。,2020-02-03 21:53:59.151551
,4,25,//www.qyer.com/u/5325572,3,2016-10-23,这里是新加坡当地的印度人聚居的地方，十分具有印度传统。我们去小印度尝试了一下手抓饭，印度友人很nice，还特意用中文跟我们说用勺子还是用手抓。小印度的餐饮应该是新加坡最便宜的了，一份饭也就几新币。不过这边味道有点。。。,2020-02-03 21:53:59.154915
,4,25,//www.qyer.com/u/5033633,5,2016-07-26,1、街道两旁是色彩鲜艳的房子，充满了浓浓的印度风情，除了琳琅满目的饰品店外，香料店、小吃店、金饰店也都可以找到，随手一拍都是明信片~ 2、推荐去小印度拱廊（美食店、工艺品店）、竹脚市场（美食中心、日用品）、维拉玛卡里雅曼兴都庙（Sri Veeramakaliamman Temple）（跟牛车水的那个有点像，都是有南印度建筑风格的印度庙）；,2020-02-03 21:53:59.158293
,4,25,//www.qyer.com/u/4257306,5,2016-07-09,很多人是抱着这辈子不会去印度了就来小印度体验一下吧这样的心态来的，我也不例外。我是接近新年的那几天去的，满街都是卖小物件的比如那种挂在脖子上的大串大串的白色的花。可以买一些特色物品做纪念，我买了一些bling bling的原子笔给朋友做手信。,2020-02-03 21:53:59.161666
,4,25,//www.qyer.com/u/5417226,4,2017-08-02,对于一个走过印度全境的人来说，是比较喜欢这个地方的，因为它原汁原味地保留了印度的一些特色在这里。而且这里的吃、住、行也很平宜，卖的东西也价廉物美，琳琅满目的商品看得你眼花缭乱。  记得第一次是自由行去这里逛了个大半天，而第二次是跟团去的，那个导游只给我们下车参观一下那座庙就算了，连我要买个东西问她，她都不愿意答。,2020-02-03 21:53:59.165080
