WEBSITE_ID,REVIEW_ID,TEXT,RELEVANCE,COUNT,SENTIMENT_SCORE,SENTIMENT_LABEL,SADNESS,JOY,FEAR,DISGUST,ANGER,MIXED_SENTIMENT
1,740945217,proper guidance,0.88227,1,0.0,neutral,0.206155,0.483648,0.200703,0.083022,0.037457
1,740945217,Good view of skyline,0.846293,1,0.984403,positive,0.132325,0.757186,0.066003,0.021779,0.027773
1,740945217,place,0.738354,1,0.984403,positive,0.132325,0.757186,0.066003,0.021779,0.027773
1,740945217,Lift,0.557855,1,0.984403,positive,0.132325,0.757186,0.066003,0.021779,0.027773
1,740945217,bit,0.539448,1,0.984403,positive,0.132325,0.757186,0.066003,0.021779,0.027773
1,740945217,Cons,0.532556,1,0.846198,positive,0.0,0.0,0.0,0.0,0.0
1,740945217,time,0.364001,1,0.984403,positive,0.132325,0.757186,0.066003,0.021779,0.027773
1,740945217,kidos.Very,0.350971,1,0.984403,positive,0.132325,0.757186,0.066003,0.021779,0.027773
1,740889315,long distances,0.714292,1,0.0,neutral,0.192366,0.201124,0.086206,0.037587,0.057489
1,740889315,Flower dome,0.699063,1,0.95767,positive,0.077495,0.798172,0.022848,0.007452,0.045488
1,740889315,free children’s water park,0.656941,1,0.56923,positive,0.208768,0.559333,0.041634,0.196358,0.073407
1,740889315,personal favourite,0.639381,1,0.95767,positive,0.077495,0.798172,0.022848,0.007452,0.045488
1,740889315,Cloud dome,0.608484,1,0.95767,positive,0.077495,0.798172,0.022848,0.007452,0.045488
1,740889315,park pass,0.606877,1,0.95767,positive,0.228149,0.213215,0.021815,0.202161,0.055026
1,740889315,Floral Fantasy,0.591818,1,0.95767,positive,0.077495,0.798172,0.022848,0.007452,0.045488
1,740889315,full day,0.580023,1,0.971563,positive,0.169519,0.728624,0.025085,0.018385,0.022699
1,740889315,sky walk,0.555639,1,0.95767,positive,0.077495,0.798172,0.022848,0.007452,0.045488
1,740889315,free power,0.548581,1,-0.609671,negative,0.248845,0.341625,0.048797,0.043082,0.050403
1,740889315,battery,0.527925,1,-0.609671,negative,0.248845,0.341625,0.048797,0.043082,0.050403
1,740889315,light show,0.524934,1,0.933634,positive,0.073809,0.341154,0.091877,0.090781,0.056637
1,740889315,phone,0.522072,1,-0.609671,negative,0.248845,0.341625,0.048797,0.043082,0.050403
1,740889315,park ticket,0.521788,1,0.56923,positive,0.192366,0.201124,0.086206,0.037587,0.057489
1,740889315,beautiful attraction,0.52165,1,0.955535,positive,0.076809,0.768453,0.021405,0.014881,0.012548
