REVIEW_ID,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
18942,2,9,elwaywong,5.0,2019-07-13,09:58,可以一览新加坡的好去处 知道新加坡的夜景很漂亮，就想着到这来欣赏一下。直接在现场购的票其实折合汇率和国内网上提前订差不了多少。 坐过不少摩天轮，这里的特点就是大，大号的座舱能放进20多人，赶上一辆巴士，好在工作人员也会根据人流调节，我们去的这个点一舱8人确保了很好的体验。 坐在舱内能感受到摩天轮缓慢的移动，很平稳一整圈下来大约30分钟吧，期间可以通过舱内的电子设备了解摩天轮的特点和附近的景点，当然最精彩的还是舱外的夜景！ 推荐大家傍晚或者晚上去。,2020-02-16 12:16:05.821024
18943,2,9,格格,5.0,2019-07-18,21:55,新加坡摩天轮是来新加坡必须要去的景点，轮体直径150米，总高度165米，有42层楼那么高，在摩天轮上可以俯瞰新加坡，特意选在了傍晚时分去，当天有雷雨大风，本来关闭了，等了约半小时，终于天气放晴，如愿登上了摩天轮，从傍晚天还亮到黄昏，在摩天轮上感受了高空日暮，景色真是美轮美奂，特别得意自己选择的时间段，美景尽收眼底，不虚此行。,2020-02-16 12:16:05.827360
18944,2,9,明慈,5.0,2019-11-05,12:27,"I like to sightseeing on high, that&#39;&#39;s the one I choice, 【景色】all that pictures I told so beautiful on high. Don&#39;&#39;t miss it",2020-02-16 12:16:05.837402
18945,2,9,M48****413,5.0,2019-11-30,22:20,新加坡滨海湾上的这座摩天轮足足有165米高。被称为飞行者摩天轮相当于42层楼高，比英国伦敦的迁徙眼还要高出30米。升到空中整个新加坡的建筑都尽收眼底。在天气晴朗的时候还可以远眺马来西亚。大家可以在晚上乘坐摩天轮，这样就可以看到璀璨的新加坡夜景，真的是太美太震撼了。,2020-02-16 12:16:05.844295
18946,2,9,旅游交友,5.0,2020-01-01,19:17,新加坡摩天轮是全世界最高点摩天轮，昨晚跨年倒计时去了摩天轮，能看到夜晚的摩天轮特别惊讶她的美。特别是在周围景色的村托下显得特别耀眼。非常推荐大家晚上来坐，夜景很美。,2020-02-16 12:16:05.853874
18947,2,9,大贤良师,5.0,2020-01-11,13:16,海湾、临河的大城市必备——景观摩天轮，不管天津、香港、广州、东京之类的，其实都差不多，不过广州塔的还算有特色。新加坡摩天轮也是标准的水边位置，河流入海口的沙洲，可以饱览超一线城市的灯火辉煌和水面自然景观，坐摩天轮普遍推荐还是夜幕降临时上去，随着轿厢升高，有可能还能看到夕阳的余晖，等你转了半圈之后，就是美丽的夜景了~,2020-02-16 12:16:05.860445
18948,2,9,M22****2711,5.0,2019-09-18,07:22,摩天轮坐落在滨海湾地区，在摩天轮上可以将整个滨海湾的景色收入眼帘，金沙、滨海湾花园、双螺旋桥等等，我们那天去的时候空气不好，看不到印尼和马来西亚的小岛。 观景仓里面空间很大很大，由于还没有到晚上，人不算多，我们可以各种拍拍拍。快下来的时候天快黑了，滨海湾终于亮灯了，我们也欣赏了一下夜景。这时候排队的人就很多了。 整个过程大概半小时，通票里面选的，换票需要出示购票人的护照或者证件的复印件。,2020-02-16 12:16:05.869564
18949,2,9,挪威森林北辰星,5.0,2019-08-24,22:57,到新加坡第一晚就去的摩天观景轮，排在第一个的景点，就是因为它的重要性，之前去泰国不去摩天轮，感觉一般，但是坡县这个真心推荐值得来看看，遇见华人服务生，把华人都分到一个景观箱体里，后面的印度人在下一个景观箱体，确实再转一圈的时间里，看了新加坡的夜景，也通过液晶屏幕了解了坡县的文化、历史，多元文化确实很吸引人！以后再来坡县，还要过来看看，感觉夜幕下的坡县比白天美丽极了！夜晚坐摩天轮人少，景好！还能预约在里面过生日、吃饭！服务真好！,2020-02-16 12:16:05.876621
18950,2,9,BetTerDAY,5.0,2019-12-06,14:56,大城市中心安放摩天轮，基本已经是旅游城市的标配了，连上海都在大悦城楼顶放了个不伦不类的摩天轮，不过鉴于我已经登顶金沙，就没有必要再看摩天轮了,2020-02-16 12:16:05.885086
18951,2,9,BetTerDAY,5.0,2019-11-23,07:30,新加坡摩天观景轮本来是一个必打卡的景点，可以俯瞰新加坡市区全景的高地，但是因为去了金沙酒店的顶楼空中花园，比摩天轮更高，就没有去坐了,2020-02-16 12:16:05.892435
18952,2,9,M34****0586,9.0,2019-09-11,23:56,我们到访时，这个地方一点也不繁忙人多。我们有自己的一节摩天轮车厢，与其他的摩天轮对比，价格相似。它确实提供了很棒的城市全景。这是一个很好的机会，让你看清一切是多么的接近！,2020-02-16 12:16:07.793162
18953,2,9,freewangyong,5.0,2020-02-11,17:39,新加坡摩天观景轮又名飞行者摩天轮（英语：Singapore Flyer）是一个位于新加坡的巨型摩天轮，共有28个观光客舱。摩天轮的设计由奥雅纳和三菱重工承担。高165米相当于42层楼高，比英国伦敦的“千禧眼”还要高30米。 坐在这个“幸福摩天轮”里可把新加坡风光明媚的滨海湾、高耸的摩天大楼37分钟之内尽收眼底，甚至马来西亚及印度尼西亚部分岛屿的大好风光亦可收入眼帘。,2020-02-16 12:16:07.812140
18954,2,9,M33****9956,4.0,2019-09-11,22:49,卓越的体验 您可以欣赏周边地区的美景。 景色非常好，你也可以拍很多照片。 门票价格有点贵，但在新加坡，这是正常价格。值得前来游玩。,2020-02-16 12:16:07.822722
18955,2,9,M33****9626,5.0,2019-09-11,17:15,如果晚上来看应该更美好 最适合下午到夜晚的时间来看，这样可以两个景色一次拥有，使用jcb卡门票有折扣，可以使用，可以俯瞰新加坡全部景色，直得去参访,2020-02-16 12:16:07.828989
18956,2,9,M38****6867,5.0,2020-01-12,11:26,一览新加坡城市风光美景，整个城市的风光尽入眼底，摩天轮坐着非常舒适，不会头晕，摩天轮里还有配备设备讲解新加坡城市（有中文版），摩天轮四周都是玻璃，很人性化，很好取景拍摄。,2020-02-16 12:16:07.836119
18957,2,9,笈缇Stephanie,5.0,2019-12-16,12:13,新加坡必打卡！ 新加坡摩天观景轮高度达170米。相当于42层楼高，被称为“亚洲最大的摩天轮”，转一圈大概要30分钟 门票：网上购票156元 开放时间：8:30～22:15（售票时间8:00～22:00） 个人体验：推荐大家晚上去，可以看到新加坡的夜景，实在是太美了！是比较大的包厢，大概能容纳15人左右，全玻璃的，观感非常好，可以自由走动，摩天轮转的也很缓慢，完全不用慌。 tips：摩天轮不允许带吃的进去，我买了两杯冰沙都不允许带进去，要在门口吃完才能进。,2020-02-16 12:16:07.841447
18958,2,9,M22****5222,9.0,2019-10-01,18:58,新加坡的景观摩天轮又叫飞行者摩天轮，据说有42层楼高，总高度达到了165米，从摩天轮上能够看整个城市，特别的壮观。转一圈下来大约需要37分钟，最好是傍晚的时候去，从天还亮，到转一圈变成夜景，非常的美丽，乘坐一次摩天轮，可以看到两种风景，很棒。,2020-02-16 12:16:07.845756
18959,2,9,佩特拉之猪,5.0,2019-11-24,07:57,新加坡的摩天轮就在滨海湾的附近，但是并不是在同一个方向，所以可以看到比较远的地方，也是挺不错的，而且的话虽然比较的贵，但如果天气好的话，甚至还可以看到印尼。,2020-02-16 12:16:07.851774
