REVIEW_ID,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
63398,2,144,M48****413,5.0,2019-12-03,Not Available,这是新加坡乌节路上的一家非常有创意的图书馆，也被称为新加坡最美图书馆。整个图书馆的书架采用的是波浪形的书架，从二层观看非常的壮观。图书馆内收藏这许多各个方面的图书 绝对是一处知识的海洋，吸引着许多读者前来阅读。,2020-02-16 17:13:24.758686
63399,2,144,M35****9348,5.0,2019-10-07,Not Available,乌节路是新加坡中心的中心地带，我们来了几次，每次总是人头涌涌，热闹非常。由于新加坡天气炎热，乌节路地下街把所有商场都贯穿了，走的时候又方便又舒服。 而且各种商店林立，逛的吃的看的什么都有，非常适合一家大小。,2020-02-16 17:13:24.764817
63400,2,144,M35****3126,5.0,2019-10-07,Not Available,从巴淡岛下船后、酒店check in后便往此处买林志源肉干。到访ION Orchard，然后走上乌节路，正值百鸟归巢时间、亦即下班约六时，雀鸟不断飞过，没有鸟粪中招啊，场面加上路上并木，真的是城市异数，大开眼界。,2020-02-16 17:13:24.771135
63401,2,144,M35****5282,5.0,2019-10-07,Not Available,乌节路是新加坡的购物之路。你能想到的任何一个大型品牌商店都有，还有一些购物中心。在这条路上你可以买到你需要的任何东西。它里面也有许多餐馆和酒店。,2020-02-16 17:13:24.777393
63402,2,144,M30****3276,5.0,2019-09-14,Not Available,乌节图书馆在告别了这个本地最主要购物区七年后，重新登场。全新的图书馆以“设计”为主打，除了在整体和设施设计方面参照公众意见下足心思，馆内也收藏了四万多种与设计或艺术相关的书籍。,2020-02-16 17:13:24.783648
63403,2,144,M30****9258,5.0,2019-09-15,Not Available,"新开张的乌节图书馆楼高两层,是首个收藏,设计与应用艺术书籍的公共图书馆。在这里,公众可以浏览超过4万5000本与设计相关的书籍,也可以参与社区讲座。",2020-02-16 17:13:24.790144
63404,2,144,M30****2342,5.0,2019-09-14,Not Available,图书馆采用双层设计，一层的开放式空间内，除了陈列书籍，还可以灵活的变为讲座、影视、以及座谈会场地，二楼则为时下流行的LOFT设计。以茧为造型的坐椅。,2020-02-16 17:13:24.796273
63405,2,144,M35****5583,5.0,2019-09-26,Not Available,不得不赞叹新加坡人热爱学习，有条理，安静和崇尚环保绿化的崇高品质。整座大楼（图书馆很大，有十层左右）包围在绿荫中，减少了光污染的可能性。,2020-02-16 17:13:24.801332
63406,2,144,M30****8811,5.0,2019-09-15,Not Available,图书馆以“为全民而设计”为主题，让公众能轻易获取设计、创意与应用艺术的资讯，馆内空间自然也处处突出设计的巧思与细节。值得前来！,2020-02-16 17:13:24.805728
63407,2,144,M30****6151,5.0,2019-09-14,Not Available,很难想象豪华商场内竟然有个图书馆，图书馆的风格极具设计感，来乌节路购物的闲余可以来这里看看书。整个设计相当独特，美观大气！,2020-02-16 17:13:24.809428
63408,2,144,M30****5232,5.0,2019-09-14,Not Available,工作人员非常和善，鼓励我们拍照，甚至还把ins上的照片做成了海报。进入图书馆请大家做一枚的安静的美少女，每个角落都可以成片。,2020-02-16 17:13:28.395554
