REVIEW_ID,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
61840,2,121,M48****413,5.0,2019-12-10,Not Available,花穹是新加坡滨海湾植物园最为精华的部分，这里是模仿热带和地中海气候，控制着来自世界五大洲的各种奇异花草。在这里你甚至可以看到来自马达加斯加岛上的猴面包树，真的不得不佩服新加坡人的创意，让来自地球上不同地区的树木在这一个温室棚内生长真的是太伟大了。,2020-02-16 16:51:06.504461
61841,2,121,M30****2342,5.0,2019-09-14,Not Available,非常有趣的经历，都是在室内所以不需要担心日晒或者下雨。有很多不同种类的花，我们去的时候还有一个郁金香展览。这对于植物/鲜花爱好者来说是必看的。我们在这里花了一个早晨，下午去了另一个穹状建筑物，云雾林——非常的有趣！,2020-02-16 16:51:06.511253
61842,2,121,M30****2697,5.0,2019-09-13,Not Available,"又一个充满惊喜的地方!! 虽不是爱花之人, 但亦被场面所感动! 多个区域展示七大洲的花卉树木.! 慢慢欣赏,凉凉冷气~ 认识到好多不同的花种. 每隔一段日子就会有一个主题区域, 我去的时候是郁金香, 五颜六色的郁金香, 感觉像在荷兰呢!",2020-02-16 16:51:06.518323
61843,2,121,M30****8811,5.0,2019-09-14,Not Available,很好的景点。我们去了这里，孩子们很喜欢这里，拍了很多照片。很有教育意义并且是很愉快的方式。我们买的是双程。在花园周围逛。有很多花园和瞭望台有很多可逛的。,2020-02-16 16:51:06.525974
61844,2,121,M30****9258,5.0,2019-09-14,Not Available,有一些地方陈列的是雕塑的花而不是真花，其实这却是整个花园的败笔。总之，这种乏味的、迪斯尼式的氛围应该多学习借鉴一些已经有的国外的植物组合和配置方式。在这里他们只迎合最小众的口味，这是不合适的。 Cloud Forest Dome好多了，更加有趣。,2020-02-16 16:51:06.532286
61845,2,121,q****ky,3.0,2020-01-01,Not Available,我觉得这个地方说的通俗一点，就是植物园的精选版本，里面汇集的都是一些非常具有观赏性的花花草草，然后会有一些形象的塑造，感觉不错挺好。,2020-02-16 16:51:06.540106
61846,2,121,hiluoling,3.0,2020-01-01,Not Available,这里就是非常漂亮的花的世界，而且这里的花是精心的经过了装饰和造型的，所以有各自的主题，非常的用心，喜欢鲜花的朋友一定不要错过这里。,2020-02-16 16:51:06.546936
61847,2,121,M30****5232,5.0,2019-09-13,Not Available,在这个景点最精彩的部分是可以观赏、嗅闻和欣赏郁金香花。我真的很幸运可以见到这么多郁金香。很奇怪，从此之后郁金香就是我最喜欢的花了。,2020-02-16 16:51:06.554199
61848,2,121,M30****2777,5.0,2019-09-13,Not Available,可能是星期日的关系，花穹内四处都是人。花穹内放置了各式花卉，有些很有特色，也有些颜色鲜艳，很是好看。不过游人太多，想拍照也不容易。,2020-02-16 16:51:06.561141
61849,2,121,zhulei831230,3.0,2020-01-01,Not Available,这里是一个非常精致的植物园，里面并不是要求囊括所有的植物，它精选的是世界各地一些非常精美让人赏心悦目的植物，来进行组合和区划。,2020-02-16 16:51:06.566666
61850,2,121,小凌60,3.0,2020-01-01,Not Available,去东南亚国家旅游，欣赏鲜花真的是一个很棒的项目，因为气候的原因，这些鲜花都开得非常的好，而且平时在中国难得一见的一些植物，在这里也是大饱眼福。,2020-02-16 16:51:09.300999
61851,2,121,小小呆60,3.0,2020-01-01,Not Available,这里云集了世界上大量的奇花异草，而且整体把它塑造成了一个梦幻花园的形式，很不错，里面的花花草草让人非常的爱怜，很多都是以前没见过的。,2020-02-16 16:51:09.305981
61852,2,121,挪威森林北辰星,5.0,2019-10-07,Not Available,白天到滨河湾花园玩，推荐来这个花穹里面看看，主要是凉爽，哈哈，我去的时候赶上荷兰郁金香花主题展，挺有意思的，分为两层，主要展览都在一层，二层是局部，展现不同地方的花的特色和人文主义，对于常驻在北方的人们，看看挺有感触的！,2020-02-16 16:51:09.310850
61853,2,121,M30****6151,5.0,2019-09-13,Not Available,如果说花穹是个纸杯蛋糕，那云顶确实可以被比作你整个生命中可以想得到的最好的甜点。所以如果你喜欢就两处的票都买，但是先去花穹，这样云顶就可以在之后更让你兴奋。或者，如果你只能选择一处，那选择云顶而不是花穹。,2020-02-16 16:51:09.315272
61854,2,121,M30****4954,5.0,2019-09-13,Not Available,走进花穹呼吸着凉爽空气简直太棒了。我们先是看到了美丽玫瑰花展览，他们在7月推广的项目。 花穹展示了来自世界各地的花园，内部虽然有许多游客但不会感到拥挤。 你可以在这里花几个小时看着美丽的花园和雕塑。 真是太美了。,2020-02-16 16:51:09.319411
61855,2,121,游山玩水之老牛,5.0,2019-07-02,Not Available,新加坡滨海湾花园有两座迷人的贝壳型玻璃建筑，两座建筑占地20000平米，是世界上最大的具备用气候控制室温的室内植物园。其中占地面积更大但略矮一些的是“花穹”馆，室内凉爽干燥，尽是有趣的奇花异草和各种艳丽的珍贵植物，如猴面包树、宝瓶树、多肉植物等。 花穹”和“云雾林”植物馆荣获2012年世界建筑节年度最佳建筑奖，不仅成为新加坡的一道美丽风景。还让进入观赏的游客大饱眼福尽兴而归。,2020-02-16 16:51:09.323700
61856,2,121,让我离去,5.0,2019-10-12,Not Available,总的来说规模不大。花的种类挺多，但是缺少了一些让人印象深刻的花。不过有一些场景还是做的挺可爱的。上下层次也不错。价格的话也比较合适 【景色】,2020-02-16 16:51:09.327706
61857,2,121,M30****3276,5.0,2019-09-13,Not Available,滨海湾花园本身是免费的，但是花穹和云雾林两个冷室需要买门票进入。花穹里面非常漂亮，各式各样的鲜花都有。场馆内空调效果很好，甚至感觉很冷，如果来玩要准备好厚衣服。,2020-02-16 16:51:09.331522
61858,2,121,juki235,5.0,2019-06-14,Not Available,新加坡滨海湾花园中的花穹，复制了地中海气候，共有9个主题花园种植了来自五大洲的植物，其中包括不少濒临绝种的植物，甚至还能看见罕见的宝瓶树和猴面包树。生态馆分别模拟了干冷和湿冷两种不同的植物生长环境，展示了20多万株植物，被誉为世界上最华丽的植物冷室，如可见新加坡的土豪程度。,2020-02-16 16:51:09.335102
61859,2,121,whoisangel,5.0,2019-09-04,Not Available,这里可是新加坡最最有名的知名景点之一，大家来新加坡旅行一定要去这里看一下。里面有两个是室内展馆是需要收取门票的，但是价格也不贵，还是特别值得进入参观的。,2020-02-16 16:51:09.338786
61860,2,121,Andre Li,5.0,2019-07-03,Not Available,花穹是一个温室，里面以种植地中海植物为主，拥有各种色彩鲜艳的大型花圃，并将不同地区植物分类规划成不同展区。进入花穹的第一感受就是美，第二感受就是有点冷，里面的冷气太强大[笑哭]参观花穹，可以逛2-3个小时，拍照欣赏，让人心旷神怡,2020-02-16 16:51:13.298041
61861,2,121,东张西望望东西,5.0,2019-10-20,Not Available,超级漂亮的一个地方的，也是一个充满想象力充满乐趣的地方，自然与科技的结合，像是漫步在植物园里面一样，加上高科技那么酷，非常的好玩的一个地方,2020-02-16 16:51:13.304128
61862,2,121,Todemmy,5.0,2019-04-15,Not Available,一进来就觉得特别清凉，疲惫一扫而光，慢慢散步其中走走停停特别放松，很大，很有细节，有大景色也有小细节美感，喜欢看一花一木听着水声。,2020-02-16 16:51:13.310488
61863,2,121,魔都三小姐,0.0,2019-11-07,Not Available,小Tips： 来到略矮一些的这个玻璃冷室花穹，温度还是依然的底，怕冷的一定要多穿一点。 前面一天过来花穹，闭馆维修，买的票子是两馆连着的，只要刷了就只能一天里面使用不能分开，昨天云雾林入口检票的马来小妹妹问我知道花穹闭馆么，我说知道，她问我明天还来吗，我说可以吗？她说今天不检票叫我明天再来检票，连我的票也没看就让我进去了，真是太sweet了！今天居然还认识我！开心ヽ(○^㉨^)ﾉ！ 所以每个月有一天两个馆是前后两天各要闭馆一个的，注意注意！避开这个时间！万一没算好就没我那么幸运可以分开两天再来一次了！ 然后这个馆大多是肉肉，其实国内很多植物园都有类似的玻璃房，随便看一下半小时到一个小时的游览时间拍拍照片足够了！ 更推荐上海的辰山植物园，玻璃房是不需要额外购票的，还比这个好看。 亮点特色： 另外还有季节区域，是根据时节调换主题的，临近年底已经布置成圣诞的模样，啊呀，过了一个穿的很凉快的圣诞呢！奇妙的Summer Xmas！,2020-02-16 16:51:13.316668
61864,2,121,M31****5916,5.0,2019-04-24,Not Available,我们很幸运的遇到了荷兰郁金香展~~~好多美美的郁金香啊~植物种类真的很多！可是有一点不明白的是郁金香展为何要摆许多巨型人头当装饰呢？其实没有很搭…反而有一点恐怖~除此之外~~~其它都很好！,2020-02-16 16:51:13.322965
61865,2,121,粒粒糖小飞侠,5.0,2019-06-29,Not Available,本来是怀着欣赏花去看的，但是还是被这个花穹给震撼到了，人也是很多，拍照需要快，还是值得来的。空调够足，最好带上一件外套，但是男的都没有穿外套。,2020-02-16 16:51:13.329279
61866,2,121,_WeCh****052107,4.0,2019-12-25,Not Available,这里简直就是一个花的世界，因为在这里可以看到来自世界各地的花的，很多植物都能够看到，即使连非洲的植物，猴面包树也能够看到。,2020-02-16 16:51:13.335324
61867,2,121,行走的柚酱有点甜,0.0,2019-08-21,Not Available,花穹占地约1.2公顷，曾被吉尼斯世界纪录列为“世界上最大的玻璃冷室”。室内常年维持在20多度，完美复制了热带山地地区凉爽潮湿、地中海及半干旱、亚热带地区凉爽干燥的气候。 采用了一系列先进的技术，才能使游客全年都可以到这里，参观珍惜、奇特的植物和鲜花，大饱眼福。 花穹主要展示地中海和亚热带地区的鲜花和绿植。花穹馆分为9个区域，可以看到不同地区的代表植物。,2020-02-16 16:51:13.340686
61868,2,121,芳芳Flora,0.0,2019-07-23,Not Available,新加坡的滨海湾花园里的其中一个植物冷室--花穹(flower dome)。很大的玻璃屋，占地1.2 公顷，里面温度保持在23~25 ℃，有各种各样的漂亮花儿，非常值得去看看。去之前最好备一件厚一点的外套，因为外面是热带的气温，里面的很大的空调，呆久了会觉得挺冷的哦。,2020-02-16 16:51:13.345234
61869,2,121,M51****565,5.0,2019-04-24,Not Available,去的时候正好有郁金香展，连同cloud那个一起28星币，不便宜，但玩过之后发现非常值得！里面很大很大，有很多植物，主要是国内比较少见的热带植物，饱足了眼福，郁金香也很美，永远不会忘记的一个地方。,2020-02-16 16:51:13.349188
61870,2,121,让我离去,5.0,2019-11-10,Not Available,门票价格比较合适。进去以后感觉不是很大。整体布置的很漂亮。但是注释都是英语，看不懂,2020-02-16 16:51:16.116016
61871,2,121,时光也不曾挽回,0.0,2019-08-06,Not Available,"新加坡赏花胜地-花穹 新加坡也被称作“花园城市”，这一次和妈妈一起出门旅行来到了新加坡。在网上搜索到花穹对外开放了，就想着带着妈妈一起去赏花，毕竟妈妈是一个非常热爱植物园这种景点。 景点的地址：18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore 门票：成年人大约28新币，大概140元人民币，小孩子15新币左右，75元人民币。这个门票包含了两个景点，花穹和云雾林 开放时间：全年开放，早上9点到晚上9点，晚上8点就停止售票了，停止检票的时间在晚上8点半左右，大家注意哦。 进入后，你就可以看到各种各样的植物呈现在你的眼前。据说每个月会有不同的主题，汇集了五大洲的植物。有许多我不认识的植物也算是增长知识了，有各种各样仙人掌，有其形怪状的橡树，还有不同的花卉，旁边都会有块板介绍。里面的郁金香和向日葵都是我很喜欢的花的种类，妈妈在这里也是一直在拍这些美丽的花，看得出来看这些美丽的植物，心情都会很好。",2020-02-16 16:51:16.122157
61872,2,121,tiramisu1130,5.0,2019-04-15,Not Available,滨海湾花园的其中一部分 探索来自世界各地的植物 世界最大的玻璃冷室—花穹 ～哈哈哈 这里真的是实实在在是风光无限啊 新加坡不愧为花园城市 实至名归！走在花丛中 有一种眼花缭乱的感觉,2020-02-16 16:51:16.128558
61873,2,121,让我离去,5.0,2020-01-09,Not Available,门票价格还比较合适。人不算特别多。里面东西是不错。就是全英文的看不懂。尴尬,2020-02-16 16:51:16.135365
61874,2,121,M30****3226,5.0,2019-02-13,Not Available,一入花穹展馆，就被长长的花影胶片吸引， 大大的特写， 每种花都浓烈的绽放着。就是一个巨大的世界园艺博览会，展示世界各地的植物，里面还挺冷的，皮肤衣穿起来。原谅俺这种初级阶段的，就爱拍个花花草草的。,2020-02-16 16:51:16.141673
61875,2,121,老王1954,5.0,2019-04-15,Not Available,滨海湾花园，两个冷室，很多花种是我从来没看到过但特别美，犹如爱丽丝梦游仙境般的花穹和如阿凡达穿越丛林的云雾林。这一刻 感觉自己就是花仙子 值得体验 ！,2020-02-16 16:51:16.147574
61876,2,121,文文玫瑰,5.0,2019-04-15,Not Available,打卡滨湖湾花园水雾林，花宆，超级树！太美，花圃中随季节和布景主题而定期焕新的绝妙景致！照片太多挑不出。眼睛看到的美相机收不进来 ​花穹内展示了风格迥异的花园中争奇斗艳，,2020-02-16 16:51:16.153461
61877,2,121,诗意情节,5.0,2019-04-16,Not Available,人气很旺的滨海湾花园，取名为“花穹”和“云雾林”的展馆其实并不大 景色也不算多 可能胜在布置精巧 每一处都想用相机记录下来！感觉犹如绿野仙踪！,2020-02-16 16:51:16.158728
61878,2,121,M30****8293,5.0,2019-02-28,Not Available,我特别喜欢像女孩子穿裙子一样的花。像小精灵一样。花穹只有一层，里边仙人掌、多肉、向日葵、还有兰花等等多种植物，网上说是地中海植物，我不清楚，反正孩子也不是很感兴趣。,2020-02-16 16:51:16.163270
61879,2,121,M30****1190,5.0,2019-04-24,Not Available,这是云雾林的伴侣花穹。两者都值得一看。这些花来自世界各地，而且是独一无二的。它很容易绕过穹顶，而且对坐轮椅的人也很友好。,2020-02-16 16:51:16.168208
61880,2,121,M30****3276,5.0,2019-02-28,Not Available,就是一个巨大的世界园艺博览会，展示世界各地的植物，里面还挺冷的，皮肤衣穿起来。原谅俺这种初级阶段的，就爱拍个花花草草的。花穹再现了地中海地区干冷的气候，汇集并栽培了来自全球各地的奇妙植物。,2020-02-16 16:51:19.975106
61881,2,121,殷姨,4.0,2017-05-04,Not Available,这里有很多多肉植物，它们在一课巨大的猴面包树下面，数量和品种都很多，有些看着像石头。你可以在这里找到珍稀类型的史前植物，这里收集了大量在其他地方没展出过的陌生和不寻常的植物。,2020-02-16 16:51:19.979401
61882,2,121,M30****6151,5.0,2019-02-28,Not Available,从长廊下来先到花穹里参观，穹顶玻璃透光，是全封闭的植物冷室馆，说它“冷”是相对的，靠近赤道的新加坡一年四季都是夏天，室内凉爽干燥，有很多有趣的奇花异草和各种各样的植物树种。,2020-02-16 16:51:19.983727
61883,2,121,hw9586,5.0,2018-02-08,Not Available,位于滨海湾的植物园真心不错，好大的花穹，里面种植着各种各样都花草，因为临近圣诞，花园里布置了很多圣诞元素的装饰，真是太梦幻了,2020-02-16 16:51:19.987889
61884,2,121,让我离去,5.0,2019-10-20,Not Available,总体尺寸一般。比较有层次感。花的种类多，但是效果一般。主要全是英文解释，看不懂,2020-02-16 16:51:19.991846
61885,2,121,M44****533,5.0,2019-08-01,Not Available,这里是一个自然公园，有很多植被可以观看，迪斯尼式的风格，比较适合孩子。,2020-02-16 16:51:19.995441
61886,2,121,M15****345,3.0,2018-03-14,Not Available,花穹是滨海湾公园两个室内馆之一，室内游玩不受天气热的影响，主要是世界各国的植物花卉汇集。漂亮是漂亮但是比较适合带老人跟小孩吧。或者喜欢花花草草的人。,2020-02-16 16:51:19.998940
61887,2,121,栖霞风雨,4.0,2019-09-05,Not Available,位于滨海湾植物园内，人造穹顶很大，里面的仙人掌植物不少，值得一看。,2020-02-16 16:51:20.002591
61888,2,121,让我离去,5.0,2019-10-14,Not Available,这个整体一般吧。不够显眼，可能和国内还有点差距,2020-02-16 16:51:20.006149
61889,2,121,coldwar,4.0,2017-10-19,Not Available,滨海堤坝的花穹这个圆顶很值得参观，不仅因为它可以让你逃离炎热，而且因为它有许多奇异的植物，更多的是关于树木和肉质植物，还有很多温带地区，有巨大的南瓜和漂亮的花坛。,2020-02-16 16:51:20.009743
61890,2,121,M515shunyi1618,5.0,2019-06-10,Not Available,花穹种植了来自世界各地的各种花卉植物的大花园，空气也非常的清新，非常的放松心情。,2020-02-16 16:51:23.892200
61891,2,121,320****987,5.0,2018-10-15,Not Available,花园不同的时期会有不同的主题花园。整个场馆像漂亮的童话世界。新加坡不亏被誉为花园城市，在这里可以感受得到花儿被照顾得很好。,2020-02-16 16:51:23.898294
61892,2,121,旅游交友,5.0,2018-09-09,Not Available,现在到10月是向日葵的主题，很多向日葵，还有堡垒，像身临童话世界般，有稻草人。很多五颜六色的鲜花，还有葡萄园，苹果树，柠檬树，树上结了很多果实，在新加坡热带国家，难得看到这些温室培育生长的植物，况且每个季节都会换主题，每次来都看到不一样的花，值得一看,2020-02-16 16:51:23.904643
61893,2,121,邦邦不是不想,0.0,2019-04-10,Not Available,新加坡穹顶花园flower dome ，一个超级巨大呢室内花园，爱种花的亲们进去出不来,2020-02-16 16:51:23.910978
61894,2,121,yaoyao-love,0.0,2019-04-25,Not Available,新加坡花穹引进荷兰进口郁金香、第一次见这么多品种不一高贵典雅的（4月12号至5月20）…,2020-02-16 16:51:23.917333
61895,2,121,可可新雅,5.0,2018-06-25,Not Available,来新加坡一定一定要来滨海湾花园花穹（Flower Dome）。这个巨型植物温室，温度常年保持在23-25度。访客可以一次过观赏到来自全球各个角落的缤纷多姿的奇花异草和异域植物。每天还有固定的专人讲解花穹里一些特别的植物。 花穹每几个月就会换花卉主题，这次是海棠花卉展。我自己有尝试种海棠花，都没这里的艳丽多姿。 来这里你会发现不止女士爱花，许多男士都会带着相机细心的拍摄美丽动人的花朵。都是爱花的人 我每次来这里都会发现一些不曾看过的植物，拍照回去慢慢欣赏吧。 顶层有一个加利福尼亚州花园，种了葡萄、覆盆子和一些加州当地菜。我们新加坡炎热的天气竟然可以种这些！,2020-02-16 16:51:23.923532
61896,2,121,蒲公英宝贝,5.0,2019-06-16,Not Available,里面有很多没见过的植物，很漂亮。而且里面挺凉快的，外面好热,2020-02-16 16:51:23.929059
61897,2,121,_WeCh****22009,5.0,2019-04-06,Not Available,很刺激 盘旋而下 可以看到脚下的一切,2020-02-16 16:51:23.933760
61898,2,121,sunnycccc,5.0,2019-06-10,Not Available,里面就像一个世外桃源一样 充满了绿色的植物。,2020-02-16 16:51:23.937709
61899,2,121,薄荷蓝,5.0,2019-01-28,Not Available,singapore river真的是挺美的。,2020-02-16 16:51:23.941424
61900,2,121,zhen****109,4.0,2017-08-30,Not Available,这里有奇珍异草。鲜花朵朵。好一个市民休闲娱乐的地方。,2020-02-16 16:51:28.131859
61901,2,121,俺村我最俊,5.0,2018-08-19,Not Available,从云雾林出来直奔花穹，其实两个馆相比我更喜欢云雾林，但是奶奶和娃儿似乎更喜欢花穹，我们去的时候正好赶上郁金香展，大片大片各色郁金香甚得女儿欢心。于是各种不停姿势的摆拍，逗得旁边的歪果仁一定要和她一起拍张合照 不大的一块郁金香花圃仨人竟然逛了将近一个小时。 花穹里的其他植物也是千奇百怪，据说是花重金从世界各地搜罗而来，有的植物已经有千年历史了。,2020-02-16 16:51:28.138043
61902,2,121,莱茵河畔吕德斯海姆正德皇帝,5.0,2018-02-05,Not Available,花穹馆占地1.28公顷，馆内以种植地中海植物为主，拥有各种色彩鲜艳的大型花圃，并将不同地区植物分类规划成不同展区。滨海湾南花园区内有两座高大迷人的拱形场馆，这是两个全封闭的植物冷室，说它冷是相对于新加坡的热而言，其实就是我们通常说的温室。两座场馆的占地面积超过2万平方米，是世界上最大的具备控制温度的室内植物园。,2020-02-16 16:51:28.144455
61903,2,121,sunnycccc,5.0,2019-02-20,Not Available,真的很佩服新加坡的绿化这一块的哦,2020-02-16 16:51:28.150995
61904,2,121,yi****214,5.0,2018-10-15,Not Available,花园不大，但是设计得巧妙。一进去是各种耐旱的仙人掌、多肉植物。 在滨海湾花园里，不会汗流夹背，我们可以吹着空调观赏各种各样的植物。 花园也有很多休息的地方，十分人性化。,2020-02-16 16:51:28.157317
61905,2,121,上海市民,5.0,2017-12-28,Not Available,夏日的时候去这种有冷气的地方真正是极好的！花穹很美适合休闲游！,2020-02-16 16:51:28.163845
61906,2,121,136****1660,5.0,2017-12-27,Not Available,旅游不在乎终点，而是在意途中的人和事还有那些美好的记忆和景色。,2020-02-16 16:51:28.170187
61907,2,121,M25****4240,4.0,2018-09-23,Not Available,在这边不仅有花穹还有植物园等等，基本上是一站式游览，很多可以欣赏的东西，花穹自然不用说了，很多漂亮的，来自世界各地的花朵，百花争艳,2020-02-16 16:51:28.176424
61908,2,121,xierita,5.0,2017-07-04,Not Available,这些地区都是世界上最受威胁的栖息地，许多植物物种面临着人类活动造成的气候变化和栖息地破坏的威胁。两个冷室真的冷，植物不错。,2020-02-16 16:51:28.182442
61909,2,121,千山任我行,4.0,2018-11-15,Not Available,游玩新加坡一定要去这逛一逛，是一个集科技艺术，公园，休闲，观光，等一起的地点。花穹是这里其中一个以奇花异草为主题的花园建筑。到了晚上，灯光也非常漂亮。,2020-02-16 16:51:28.188455
61910,2,121,kokorolz,3.0,2017-07-12,Not Available,外观很美 里面不大 温度适宜 花卉品种很多 适合爱跟花拍照的人 不过个人觉得没有云雾森林有特色 去一次就可以了,2020-02-16 16:51:31.459252
61911,2,121,紅氿,4.0,2018-03-17,Not Available,滨海湾花园两个室内馆之一。展示的是世界各国的植物。走走歇歇还是要放慢脚步不然有点累。记得带件长袖，新加坡室内的空调还是很足的。,2020-02-16 16:51:31.464357
61912,2,121,蛋挞姐,0.0,2018-10-16,Not Available,这个神奇的温室花园，千万不能错过 这次去新加坡，是我和我的朋友一起去的，去新加坡当然少不了的，就是去这里的金沙酒店了，在酒店的下方有一个非常大的温室花园，他有两个馆，我们去的是其中的一个花穹馆 我们买了门票之后就马上进入到这个场馆里面了，进去的时候我们看到了许多语言六色的花有玫瑰，郁金香，这样色彩斑斓的世界，我怎么能不爱呢？我简直是走一步就拍一堆照片，因为在楼下有很多的游客，所以我就去上了一层去看，这里的走廊是非常的摇的，因为他是一个空中走廊，我们走在上面的时候还是感到一点点的摇晃，但是看到下面这么美的景观，什么都值得了，而且他们的园林设计真的非常的特别，可以将色彩搭配的这么好，我也是真的服气，我还看到了许多从没见过的花的品种，但他的讲解牌说是的花卉，晚费的话会果然如南非那样热情奔放 总的来说，这个温室花园，真是太神奇了，可以将世界各地的花的品种放在同一个地方，真是大饱眼福 地址:18 Marina Gardens Drive 时间:早上九点到晚上九点,2020-02-16 16:51:31.469304
61913,2,121,sunnycccc,5.0,2018-01-04,Not Available,里面有很多漂亮的花卉哦 各种颜色的,2020-02-16 16:51:31.473909
61914,2,121,_ceai****5795,4.0,2018-01-20,Not Available,全世界的奇花异草都能在此找到。,2020-02-16 16:51:31.478169
61915,2,121,小眼镜张,5.0,2019-03-26,Not Available,花园不大，但是设计得巧妙。一进去是各种耐旱的仙人掌、多肉植物。,2020-02-16 16:51:31.482396
61916,2,121,sunnycccc,5.0,2017-07-15,Not Available,这里真的是植物的花园 有很多热带植物 很有特色,2020-02-16 16:51:31.486486
61917,2,121,138****9885,5.0,2017-12-03,Not Available,美丽的地方，游览了这里，让人流连忘返，很有地域特色。,2020-02-16 16:51:31.490449
61918,2,121,M19****193,4.0,2018-07-06,Not Available,很多花，五颜六色，目不暇接，很多姑娘在花墙边合影。,2020-02-16 16:51:31.494236
61919,2,121,晚night,5.0,2018-02-23,Not Available,里面很好看，各种花卉。就是空调很冷，建议穿长袖长裤,2020-02-16 16:51:31.497791
61920,2,121,我想遇到你,5.0,2017-12-19,Not Available,这里的绍兴真的是太美了，虽然不大，但都很精致。,2020-02-16 16:51:36.536256
61921,2,121,300****109,4.0,2017-12-21,Not Available,花草树木很多，各种各样的植被，太好看了。,2020-02-16 16:51:36.540851
61922,2,121,M11****74,4.0,2018-03-13,Not Available,景色怡人，趣味性较好，性价比也好。,2020-02-16 16:51:36.545446
61923,2,121,206****159,4.0,2018-02-09,Not Available,花儿太美丽，新加坡环境相当好。,2020-02-16 16:51:36.549761
61924,2,121,Miss Lexus,5.0,2017-11-27,Not Available,用花的世界，花的海洋来形容flower dome，可以说是再恰当不过了。在这里还分了好些个主题呢，有澳洲的，非洲的等等，领略了各色花卉，挺养眼的,2020-02-16 16:51:36.553930
61925,2,121,wyy_211,4.0,2018-08-23,Not Available,那有一个地方定能满足 少女心爆棚的你 滨海湾花园 Enjoy the game 赶紧去去 看一看都有什么心动的美景吧,2020-02-16 16:51:36.557843
61926,2,121,杨坤,4.0,2018-08-24,Not Available,有点像花窖，里面有很多花卉展览。,2020-02-16 16:51:36.561625
61927,2,121,散养的腾小猪,5.0,2017-10-12,Not Available,毎年都会在花穹里面看花，今年的樱花特别的漂亮哦……品种繁多……不用做飞机✈️去曰本了……也能在新加坡看到这么多漂亮的樱花,2020-02-16 16:51:36.565668
61928,2,121,M48****310,5.0,2018-09-05,Not Available,这里都是鲜花植物，很漂亮的植物。,2020-02-16 16:51:36.569625
61929,2,121,M21****360,5.0,2018-11-02,Not Available,新加坡不愧是花园城市，这里就是盛放着各种花朵的大型展馆。,2020-02-16 16:51:36.573181
61930,2,121,sunnycccc,5.0,2018-06-06,Not Available,里面种植了非常多的热带植物 非常漂亮,2020-02-16 16:51:40.040895
61931,2,121,安顺富贵花,5.0,2019-05-30,Not Available,新加坡滨海南花园最令人惊叹的是两个巨大的玻璃生态区：“云雾林”（占地0.8 公顷）和“花穹”（占地1.2 公顷）巨大的恒温冷室还原了热带山地地区凉爽潮湿的气候和地中海及半干旱、亚热带地区凉爽干燥的气候。,2020-02-16 16:51:40.045707
61932,2,121,错了,5.0,2018-05-29,Not Available,顺路去了花穹，这是一个大大的室内花圃，花的温室，里面有世界各种各样的花，新加坡不愧为花园城市，花太多了，有很多平时很少见的花。,2020-02-16 16:51:40.050274
61933,2,121,M53****251,4.0,2018-05-13,Not Available,虽然不是特别大，但是看一看还是挺好的。,2020-02-16 16:51:40.054445
61934,2,121,郭小晟,5.0,2018-09-11,Not Available,不同时间有不同的花展，但是人太多了,2020-02-16 16:51:40.058358
61935,2,121,蓝色星球的行者,4.0,2017-10-18,Not Available,滨海花园区的主要景点之一。在热带可以观赏全球不同的花卉植物，也是花费很多的心思。不过总体而言就是一个超大型的室内植物园而已。,2020-02-16 16:51:40.062227
61936,2,121,Kani1012,5.0,2017-08-19,Not Available,超梦幻的地方 极力推荐 晚上去也很有感觉,2020-02-16 16:51:40.066090
61937,2,121,Pandora80,4.0,2017-11-10,Not Available,来此观花，别有一番感受，花香沁人心脾！景色太美无以言表。,2020-02-16 16:51:40.070201
61938,2,121,ros****tty9,4.0,2017-08-05,Not Available,花穹与云雾林完全是两种不一样的景致，都很美！,2020-02-16 16:51:40.073729
61939,2,121,M34****653,5.0,2017-06-14,Not Available,很美，很多的花，太冷了这里，要带衣服啊,2020-02-16 16:51:40.077159
