REVIEW_ID,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
63332,2,143,BetTerDAY,5.0,2019-12-01,Not Available,滨海湾花园本来是在list上的景点，可惜行程太满，没时间专门去了，在金沙的房间里俯瞰过全景，擎天大树林真的是很抢眼，夜景简直美爆了,2020-02-16 17:12:44.474404
63333,2,143,Chenhutamu,5.0,2019-12-14,Not Available,滨海湾花园里的这几棵擎天大树，也是新加坡的网红景点了。说起来还是挺有创意的。新加坡一年都是夏天，所以晚上出来比较舒服一些，来这里看看夜景非常漂亮。,2020-02-16 17:12:44.483310
63334,2,143,M30****9258,5.0,2019-09-15,Not Available,晚上来到擎天大树等待灯光秀，表演是露天免费的，7:45和8:45各一场，我们没有吃饭来的比较早，大概6点吧，没想到这儿已经有很多人了，我们找到了主树干，围着树干找了一处躺下来等，树干下边的一圈台子好像是提供地热，白天暴晒后躺上去特别暖和，可能是被太阳晒透了，可到了晚上依然那么暖，会不会是储备的太阳能呢？,2020-02-16 17:12:44.493769
63335,2,143,M30****5232,5.0,2019-09-14,Not Available,从云雾林出来跟着人流一直往前走就到了超级树。超级树高度25米至50米，是新加坡的五大地标之一。每天的19:45和20:45pm有两场灯光音乐表演。配合充满活力的音乐灯光“树木们”灯光起舞，非常壮观。,2020-02-16 17:12:44.500287
63336,2,143,M30****5169,5.0,2019-09-15,Not Available,高25-50米，可登上空中走道（OCBC Skyway，8新币）收获整个花园乃至滨海湾的壮阔风光，每晚19:45和20:45会上演两场免费的灯光秀，15分钟左右，绚烂震撼，不容错过！,2020-02-16 17:12:44.506750
63337,2,143,Tom Hung,5.0,2019-09-29,Not Available,新加坡濱海灣計畫的重要組成部分，由十數顆經過精心設計的人工樹，樹身皆由綠色植被覆蓋，上端有空中連橋互相串連，遊客可凌空走動，欣賞整個濱海灣區的美景。,2020-02-16 17:12:44.512806
63338,2,143,M30****8811,5.0,2019-09-15,Not Available,再次来到擎天大树下，有一种全新的感受。与昨晚相比，如果说晚上的大树是热情似火、豪情奔放的青春组合，那么此时的大树，就宛如文静柔美、纯净羞涩的少女，安然伫立在蓝天花草间。,2020-02-16 17:12:44.518030
63339,2,143,M30****4954,5.0,2019-09-14,Not Available,还不到8点，我们打算排队上空中走道OCBC Skyway看20:45的擎天大树灯光秀，但被告知今天太多人排队，7点左右就已经排满了（安全起见，上空中走道的人数有限制）。,2020-02-16 17:12:44.522494
63340,2,143,M30****3276,5.0,2019-09-14,Not Available,傍晚来到海滨公园看灯光秀。就是在Supertree，巨大的人工树上安装了彩灯，五彩灯光随着音乐变换着色彩和亮度。双子座说这灯光比我们中国的差多了，我们南昌的都比他们漂亮。,2020-02-16 17:12:44.526378
63341,2,143,摩小亚,5.0,2019-08-11,Not Available,新加坡滨海公园里这些擎天大树，应该算是必打卡小景点吧，看图片很美，到了大树面前更是觉得震撼，真的要感叹设计师的脑洞无穷，又漂亮又独特。 大树的高度介于25-50米，好像说是有18颗树形结构的建筑。 设计灵感来源于热带雨林各种树木的形态，结合树的外形和功能，植物不仅可以生长，还可以模拟树木的生态功能。 树冠有一部分安装了光伏电池，可吸收太阳能，供夜间照明，一部分树冠和植物冷室系统相连，作为排气口。 所以白头和黑夜来这边欣赏都有不同的美景，有兴趣的可以两个时段都来看看哦。,2020-02-16 17:12:44.529822
