REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,2,17,大耳狗俏皮宝爸,5,2019-07-22,16:50,这种滑板车在国内很少见，算是最有趣的项目之一了，来圣淘沙必玩景点！ 本项目老少皆宜，可以自己调节速度，还有两种车道可以选择，右边的那条转弯多，比较刺激一点！从山坡上冲下来的感觉真的很爽！ 刚开始坐上山坡的那个缆车也挺刺激，因为脚是悬空的，也有点高度，和滑板车是配套的（也需要这个缆车把滑板车给送上去）。 价格稍微有些偏贵，不过也还可以承受。 很棒的一次体验，光一次都玩不够，值得大家来玩！,2020-02-16 13:28:49.104356
,2,17,_june.6,5,2019-12-23,13:49,很好玩的一个景点，听说这个滑车是从新西兰引进来的一个项目，说目前亚洲只有日本和新加坡可以玩到。去了新加坡的时候体验了下，很好玩，性价比很高，提前在网上买票，可以玩2次的。下来之后坐吊椅回去，不用自己爬，很爽的，也不累，超级好玩的一个项目，带着小朋友去的大人可以和小朋友一起玩，去新加坡必玩项目之一。,2020-02-16 13:28:49.119047
,2,17,M30****1190,5,2019-09-14,16:42,这是一个充满着令人惊喜、有着强烈吸引力的地方。这个是适合所有年龄段孩子的好去处，他们都会喜欢这个地方的。你可以乘坐缆车到达一个小山丘后，开启你的斜坡滑车之旅。这边是有两条路线的，一般都是买两张票。,2020-02-16 13:28:49.132847
,2,17,M34****0734,5,2019-09-14,15:42,这是我第二次玩这个斜坡滑车。第一次大约是在2年前，那时候好一点。首先，等待时间相当长，有20-30分钟。这里甚至没那么多人，阴凉处有限，没有风扇。真是太热了。我的意思是，作为一名操作员，你至少应该站在队伍中间，并尝试像我们一样感受这里的高温和湿度，特别是如果有孩子或长辈跟你一起，那么祝你好运。,2020-02-16 13:28:49.140768
,2,17,M34****0586,5,2019-09-13,22:55,很刺激好玩 有卖滑三趟的四人家庭套票比较便宜 这个游乐设施全家大小都能玩 有的坡道很快速刺激不过还蛮安全的 小孩都玩得很开心 到圣淘沙很推荐来玩,2020-02-16 13:28:49.146537
,2,17,M33****9956,5,2019-09-13,21:11,成人版溜滑梯 要先从可怕的空中吊椅搭上半山腰 再开着小滑板车一路往下冲 就这样 我们来来回回玩了3️⃣次 行为很像在玩溜滑梯 太好玩,2020-02-16 13:28:49.151351
,2,17,M33****2295,5,2019-09-12,23:18,这是我在新加坡最棒的体验！原本会担心不懂驾驶滑车，不过原来操作十分简单！如果是第一次玩，会有工作人员作简单教学，确保你懂得驾驶才会放行。路程不算很长，很快便滑到山下了，玩一次是绝对不够的！,2020-02-16 13:28:49.155526
,2,17,M33****9626,5,2019-09-13,20:37,我们十分期待新加坡滑车之旅，因为之前在昆士城体验的姊妹滑车项目十分愉快。不幸的事，这里没有什么地方是有趣的。虽然有更多的轨道，但似乎没那么长，也不令人感到兴奋。,2020-02-16 13:28:49.159209
,2,17,Frankmozi,3,2019-07-26,18:06,Singapore天际斜坡滑车 乘上山坡 再开滑车下来 小朋友还是不过瘾 一开始他一个人开一辆车 我还担心他撞伤或者开不来 结果每次都是开在我前面打头阵 遇到写着smile的摄像机 还笑的像花痴 最后硬逼着我給他拍下非常smile的自认为很帅的照片 到新加坡的第二天宝宝好嗨哈,2020-02-16 13:28:49.162603
,2,17,M33****8159,5,2019-09-13,22:54,我们非常喜欢乘坐空中雪橇。我们每张套票都坐了两次车，感觉我们本可以再多坐几次。如果你买了家庭套餐，而且队伍排得很快，那就很方便了。从空中俯瞰的景色很棒,2020-02-16 13:28:49.165882
,2,17,M33****4460,5,2019-10-09,23:43,刺激好玩的活动 五岁以上的小童足以自己骑乘一台斜坡滑车，一次购票最少要玩两趟以上才过瘾，搭乘缆车上山时很刺激，滑车就挂在缆车下这点也很酷！,2020-02-16 13:29:10.114332
,2,17,M34****9559,5,2019-09-14,17:10,售票员告诉我们，这里有普通车道和快车道，因为普通车道上排了很长的队，我们每人加了12美元，买了快车道的票。玩了几次之后，我们发现快车道比普通车道要长,2020-02-16 13:29:10.136514
,2,17,M33****2987,5,2019-09-13,21:08,起初坐吊椅时有点害怕，因为高度和速度制造了一些气氛。反而斜坡滑车就不算特别，路程很短。虽然禁止拍照，但也有些人偷偷地拍照留念。如果游客多，实在危险。,2020-02-16 13:29:10.142708
,2,17,M33****3691,5,2019-09-13,21:42,选择了玩2次、2个滑车的组合（2350新元/乘客），享受2次更多的乐趣。圣淘沙岛是你在新加坡的时候必去的地方，在那里你应该尝试天际线。,2020-02-16 13:29:10.147479
,2,17,M51****565,5,2019-09-14,00:09,好玩好玩 坐缆车上山，虽然人不少，但是流动率非常快，不用等待太久，玩一次不够，玩两次不够，至少得要玩三次!非常好玩，值得前来游玩。,2020-02-16 13:29:10.151210
,2,17,M48****413,5,2019-12-23,21:40,圣淘沙天际线斜坡滑车是圣淘沙上最值得来体验的一个游玩项目。大家乘坐缆车来到圣陶沙岛上的高处，然后坐上滑板自由向下滑行，速度可以达到卡丁车的速度，而且有许多的弯道，非常的惊险刺激。,2020-02-16 13:29:10.154730
,2,17,散香MKII,4,2019-10-11,19:32,两圈起卖，去的时候人比较多，工作人员告诉我们，第一圈大概排半小时，第二圈大概一小时，然后我们就没有直接第二圈了，等夜幕降临再来基本没人排队,2020-02-16 13:29:10.158034
,2,17,M35****5583,5,2019-10-09,22:34,非常好玩 小孩非常喜欢玩，新增了更多滑道更好玩了，但希望能提供更多购买选择，例如单次滑道，因为不是每个人都想滑两次以上。推荐。,2020-02-16 13:29:10.161188
,2,17,M33****3611,5,2019-10-09,23:45,圣淘沙里的其中一样游乐设施，虽然收费略高不过娱乐性高。价钱已包了借车、头盔及乘坐吊车的费用。而且可以和小朋友同坐一架车，适合亲子游玩。,2020-02-16 13:29:10.164351
