REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_ID,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME
,1,72,https://www.tripadvisor.com.sg/Profile/MKB1701,690185909,17-07-2019,3,It's OK,"Walked along it at day time, and it had your usual slate of tourist traps, overpriced food and opportunities for libations. Seemed safe enough; might be a different and better experience when the sun sets.",04-2019,Family,2020-01-31 16:26:20.502186
,1,72,https://www.tripadvisor.com.sg/Profile/russellw907,689713574,15-07-2019,4,River Cruise,We went on a river cruise from Clarke Quay in the evening and it was lovely to see the city light up at night whilst leisurely travelling along the river. Highy recommended.,07-2019,Family,2020-01-31 16:26:20.833467
,1,72,https://www.tripadvisor.com.sg/Profile/Roseanne M,686192770,03-07-2019,5,A river cruise is the best way to see all the sights!,"We took the MRT to Clarke Quay, and then bought a river cruise leaving just before dark. The bridges, buildings and sights are all illuminated and just stunning. If you are short on time, this is a fantastic way to see the skyline, Merlion, Marina Sands hotel and the Singapore Flyer in less than an hour. We thoroughly enjoyed this that our fantastic taxi driver recommended.",06-2019,Family,2020-01-31 16:26:21.211746
,1,72,https://www.tripadvisor.com.sg/Profile/Neil S,685567456,01-07-2019,5,A beautiful Vista,"We were staying away from the rover (a small mistake on ur part) but a walk along the banks was great. There is plenty of food, shopping and reaonsably well priced cruises....well worth a look.",06-2019,Family,2020-01-31 16:26:21.579762
,1,72,https://www.tripadvisor.com.sg/Profile/chapter59hairsalon,682919556,20-06-2019,5,night life,we love walking through the numerous restaurants and watering holes. there may be a bit of touting by some of the restaurant staff but overall the place is pretty charming.,05-2019,Family,2020-01-31 16:26:21.952872
,1,72,https://www.tripadvisor.com.sg/Profile/Terence C,681561807,15-06-2019,5,cleanest river I have seen,I thought the Russian River in wine country was clean but its a small stream. The Singapore River is clean and lots of stuff to do. They take pride in presentation so there were barges and people cleaning an already clean river each day. Wow.,06-2019,Family,2020-01-31 16:26:22.297223
,1,72,https://www.tripadvisor.com.sg/Profile/Rach766,680335730,10-06-2019,3,Good to experience,It took about 30 minutes to cruise from 1 end to the other. Passing thru restaurants alongside the river. Enjoying all the skyscrapers view. That's all you do.,06-2019,Family,2020-01-31 16:26:22.616503
,1,72,https://www.tripadvisor.com.sg/Profile/cameronclan4,669759445,28-04-2019,5,Great location for a wander,"Terrific location for a wander around checking out the sculptures, architecture and river. Lots going on. many options to eat and drink. Lots to photograph and enjoy. We enjoyed a long walk and look around then settled down for a meal. Safe and clean.",04-2019,Family,2020-01-31 16:26:22.962375
,1,72,https://www.tripadvisor.com.sg/Profile/CraigH3,668191581,22-04-2019,5,Nice city waterway,Went for a walk around this river for around an hour and enjoyed the vistas and different neighborhoods. Worth a look.,06-2018,Family,2020-01-31 16:26:23.339997
,1,72,https://www.tripadvisor.com.sg/Profile/Ranushi J,667386894,18-04-2019,5,A must do for all tourists,Singapore river cruises has been in operation since 1987 and is one of the worlds first eco friendly rides. The cruise itself is about 30 to 40ish mins and it takes you through the singapore river. Best visited during the afternoon. Its a full on history lesson. You will get to know how the merlion came into exsistance and how the sleepy little fishing village became a world renowned icon. A traquil and mesmerizing adventure. Would highly recommend this to everyone.,04-2019,Family,2020-01-31 16:26:23.751303
,1,72,https://www.tripadvisor.com.sg/Profile/740Elly48,661752978,28-03-2019,4,Ideal,"A great way to view Singapore from the river. Nothing better on a hot day than to either float on the river , or view it from the quays. A recorded information tape is played on the boat to acquaint you with the history of the river and how it has been part of the countries success.",03-2019,Family,2020-01-31 16:26:29.687209
,1,72,https://www.tripadvisor.com.sg/Profile/102ninak,660590468,24-03-2019,4,Pretty good area to walk around,"Lot of restaurants, people come to eat and enjoy evenings this area. Lot of people, but very safe to walk with kids and explore to riverside.",03-2019,Family,2020-01-31 16:26:30.022065
,1,72,https://www.tripadvisor.com.sg/Profile/tsetseflyerer,659829187,20-03-2019,4,Visit at night,"The banks were hopping at night! walked all the way from Clark Quay to Fullerton, and the bars were just full and people were everywhere. Lots of Instagrammable spots along the way. A must visit!",03-2019,Family,2020-01-31 16:26:30.338418
,1,72,https://www.tripadvisor.com.sg/Profile/Nguyen L,657942936,12-03-2019,5,Enjoyable place,You can go to Clark Quay to enjoy both the most traveller-busy street and the Singapore riverside with adventurous game - kind of bungee. And take a shot with the MCI Building instagramable scene.,03-2019,Family,2020-01-31 16:26:30.699259
,1,72,https://www.tripadvisor.com.sg/Profile/JJ E,655315984,28-02-2019,5,GREAT TO VISIT DAY AND THEN AT NIGHT.,"JUST GREAT TO VIEW DURING THE DAY, BUT WOW DOESNT THIS AREA COME TO LIFE AT NIGHT.
During the day we walked around sightseeing and took the day river cruise.
There is so much to see and one has to visit the Merlion water spout.
Cross between lion and mermaid. Sensational day photo locations and a must see.
In saying that you return at night for the light show at 8pm and 10pm. A must see.
Taking the night river cruise gets you up close to the night lights show they stop in front of the display giving you a great uninterrupted view. .
At night the riverfront is a sea of lights, rest and entertainment. Vibrant area one has to see. Great to photograph day and night here to see the vast difference.
A MUST SEE DAY AND NIGHT. HIGHLY RECOMMENDED.",02-2019,Family,2020-01-31 16:26:31.032987
,1,72,https://www.tripadvisor.com.sg/Profile/Ignatious_Enas,653411795,19-02-2019,5,Very good !! you should try the boating there,Boating through the Singapore river is amazing...You get fantastic view of Singapore city and value for money for sure...,04-2018,Family,2020-01-31 16:26:31.392693
,1,72,https://www.tripadvisor.com.sg/Profile/AdelaideRhodes,652451493,15-02-2019,5,Singapore River,Very safe for families. You can go for a cruise along the river or visit an endless supply of eateries. Great for souvenior shopping.,03-2018,Family,2020-01-31 16:26:31.742136
,1,72,https://www.tripadvisor.com.sg/Profile/bluecrocodile,651767448,12-02-2019,4,night time eating b y the river,"there's a reasonable choice of restaurants (including Mexican) and it's a nice place to spend the evening. However, most restaurants don't have toilets and you're directed to the rather shabby public ones.",01-2019,Family,2020-01-31 16:26:32.095497
,1,72,https://www.tripadvisor.com.sg/Profile/Pamela K,650253358,05-02-2019,5,beautiful,"Beautiful walking along the riverfront. Love Boat Quay! Thou the waterfront restaurants are enticing, the staff are persuasive at getting passersby to patronize them!",01-2019,Family,2020-01-31 16:26:32.476331
,1,72,https://www.tripadvisor.com.sg/Profile/Graham L,649042954,30-01-2019,4,Nice place to walk at night,We walked along the Singapore river twice at night. It is quite picturesque. Merlion Park was a highlight.,01-2019,Family,2020-01-31 16:26:32.858234
,1,72,https://www.tripadvisor.com.sg/Profile/Tony W,648861064,29-01-2019,5,Lifeblood of the city,This river is steeped in the history of Singapore and its development. There are areas where it’s old and areas where it’s modern. Overall an interesting place to visit and explore.,01-2019,Family,2020-01-31 16:26:38.795023
,1,72,https://www.tripadvisor.com.sg/Profile/waizyi,643019649,02-01-2019,5,The belly of the carp,Here is where it all began - Singapore’s ascent to a trading port. The river is shaped like a carp and the most prosperous area — the belly — is where the financial district is. Take a boat ride down the river and imagine what it was like in the past.,12-2018,Family,2020-01-31 16:26:39.189061
,1,72,https://www.tripadvisor.com.sg/Profile/doreen R,640643099,20-12-2018,5,great,"you can walk from one end to the other going in to different areas ,boat trips ,go in day to look around, go back in evening to eat and have a good time",12-2018,Family,2020-01-31 16:26:39.563901
,1,72,https://www.tripadvisor.com.sg/Profile/jeanniechong,640432964,19-12-2018,3,Singapore River,"Nothing much in the day. if you do not mind the heat and sun in the day, you can have dining at this place with outdoor and indoor seating, Whole rows of restaurants and bars. More happening at nights , for weekdays, the crowds mainly came from the financial district. Mainly a place for drinks in the night. Not suitable for parents with younger kids. Parking problems here. Travel here by public transport and there is a SMRT nearby provided you know how to walk over from the train station. There is a small shopping mall (The Central Mall) more like a look see look see mall and don't expect much to shop.",12-2018,Family,2020-01-31 16:26:39.914926
,1,72,https://www.tripadvisor.com.sg/Profile/stevemNewcastle,637403722,04-12-2018,5,Great place to wander or for a night out,We stayed just off Clarke Quay and both of us loved the walk down through Boat Quay. The Quays have numerous bars and restaurants and I just loved this area. Try the Penny Black pub for food and drinks at the bottom of Boat Quay,10-2018,Family,2020-01-31 16:26:40.271513
,1,72,https://www.tripadvisor.com.sg/Profile/bambi_jimenz,632969696,13-11-2018,3,Short view,"This is near the Merlion park. It was nice, very clean. The view at night was awesome. We saw it for a very short period of time because we were on top of the tour bus during the night. During the day it was very hot thus the title of this review.",10-2018,Family,2020-01-31 16:26:40.636311
