REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_ID,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME
,1,70,https://www.tripadvisor.com.sg/Profile/maryhongvan,678488295,03-06-2019,5,Calm vibe,Calm vibe at Emerald hill. Very chill and children friendly. There are many bars and green plants in the street,06-2019,Family,2020-01-31 16:20:42.651173
,1,70,https://www.tripadvisor.com.sg/Profile/Mazmannan,619834298,27-09-2018,4,Colourful houses,"Emerald Hill is off Orchard Road and has lots of coloured houses.

The architecture of these houses reminds you of colonial times. The houses have been restored to their former glory. They are pleasing to look at. I noted a couple of cafe/bar places to have a drink.

i enjoyed walking along to see these houses. It was a pleasant change from the glitzy modern buildings on Orchard Road.",04-2018,Family,2020-01-31 16:20:43.046697
,1,70,https://www.tripadvisor.com.sg/Profile/Denver_Based_Guy,569226094,28-03-2018,5,Great diversion by Orchard,Quaint residential area. Gives a feel for old Singapore. Nice diversion if walking Orchard shopping area.,03-2018,Family,2020-01-31 16:20:43.437511
,1,70,https://www.tripadvisor.com.sg/Profile/ghanbg,565900533,12-03-2018,5,Worth stepping off of Orchard Road for,"We did an open house art tour in this lovely little neighbourhood here. Amazing that sich gorgeous heritage houses still exist just around the corner from my pet hate (loud, overpriced, gaudy Orchard Road). The houses here are all restored Peranakan shophouses. Whilst you will need only 10 minutes to walk the length of the road up and down it‘s a worthwhile step back in time. Finish off with a drink in one of the oldfashioned bars on emerald hill.",03-2018,Family,2020-01-31 16:20:43.818539
,1,70,https://www.tripadvisor.com.sg/Profile/Nalinda_Rana,517903577,27-08-2017,4,Historical Architecture off Orchard,"Emerald Hill is a neighbourhood and a conservation area off Orchard road. Former home to many members of the city-state's wealthy Peranakan community.

We made a special trip to see it as it was just five minutes’ walk away from our hotel. The road is a perfect spot for photography. There are bars at the bottom of the hill close to Orchard road and then the pretty houses up the hill.

If you happen to be in the area you should drop in just to admire the beautiful, colorful, old townhouses.",08-2017,Family,2020-01-31 16:20:44.211440
,1,70,https://www.tripadvisor.com.sg/Profile/974giuseppep,497850672,02-07-2017,3,Not exceptional,Less than 10 minutes spent there to see some historical house in Singapore . Pleasant to have a walk there but not exceptional.,06-2017,Family,2020-01-31 16:20:44.585437
,1,70,https://www.tripadvisor.com.sg/Profile/SingaporeGirl,449453322,05-01-2017,3,Make this a follow-up to a visit to the Peranakan Museum if you're in the neighbourhood,"You'll enjoy wandering along the front of the buildings on Emerald Hill (mid-way down Orchard Road) if you know a little bit about Peranakan culture because then you understand the strange architecture, colours, fittings, etc. This is a strange little informal community where owners have enjoyed retaining the old look and colours of Singapore's past. None of the buildings are open to the public but it's a nice place to wander into, have a look, then head back to Orchard Road.",12-2016,Family,2020-01-31 16:20:44.961255
,1,70,https://www.tripadvisor.com.sg/Profile/vipi0017,446386459,24-12-2016,4,Traditional,Quite close to Busy orchard road high rise buildings you can come here for a nice walk for some Traditional glance of Singapore which you dont get to see being a tourist,04-2016,Family,2020-01-31 16:20:45.337911
,1,70,https://www.tripadvisor.com.sg/Profile/keltzar,393562764,17-07-2016,4,Nice but expensive,"Nice place to visit , conveniently off Orchard Road. Classic bars such as No.5 and Ice Cold beer which have been there forever. Lots of charming old shophouses where you can see the local architecture and where you can see how the rich really live, given these shophouses are now worth in the millions each.",07-2016,Family,2020-01-31 16:20:45.705524
,1,70,https://www.tripadvisor.com.sg/Profile/davidg777,383583290,18-06-2016,3,Nice and colourful,"A neat road of colorful houses and business, tucked away behind the busy district of Orchard you blink and you may miss it. Worth the stop to check it out",06-2016,Family,2020-01-31 16:20:46.046439
,1,70,https://www.tripadvisor.com.sg/Profile/jackytansg,717880469,13-10-2019,5,Colourful Heritage Houses!,Emerald Hill is a peaceful neighbourhood with a rich Peranakan heritage. Take a slow walk and enjoy the colourful beauty of the quaint architecture.,10-2019,Couples,2020-01-31 16:21:15.461132
