REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_ID,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME
,1,80,https://www.tripadvisor.com.sg/Profile/juleskarz,741422340,27-01-2020,4,A great place for family bonding,"A place with history and a place to relax with family. We love the greenery, the sea, the history (with board information), the playground... and we saw a number of wild roosters, including green viper.",01-2020,Family,2020-01-31 17:22:56.722194
,1,80,https://www.tripadvisor.com.sg/Profile/AH1956,694835363,02-08-2019,4,Urban Peace,"If you want to have a taste of a peaceful nature reserve in a highly urbanised city, and you only have a couple of hours, this may be it.
You can reach there easily by public transport (subway, buses...). A walk of no more than 10 min from the main road would take you to the reserve.It is generally v peaceful (unlike many other larger reserves near the reservoirs) and you would have a good reflection while walking through the woods. Near the entrance is a restaurant for SE Asian food (Tamarind Hill) - highly recommended. Coming out of the woods on the other side is the sea, and you can then stroll down along the seaside to have a good look at the Singapore south.",09-2018,Family,2020-01-31 17:22:57.062643
,1,80,https://www.tripadvisor.com.sg/Profile/Bluesphynx,667986812,21-04-2019,4,Picnic grounds spoil natural landscape,"Started out as a good natural ramble from the Labrador mrt as you go up a slightly steep gradient past the Villa Samadhi with plenty of vegetation at the side. The historical significance emerges as you pass the cannon and figurines of soldiers with their artillery as it was in the defence of the island against theJapanese in the Pacific War. There's even a tunnel where artillery was stored..
Further up it's the waterfront where you can see boats, container ships and the cable cars above. Unfortunately there are picnic grounds with barbecue pots resembling East Coast Park which mar the natural surroundings. Hopefully the groups which make use of them clear their refuse as we could see large numbers of plastic wrappers, bottles etc floating in the sea at the breakwater near where people were fishing (thought this wasn't allowed?)
The boardwalk was good, passing a green mangrove pool, very picturesque, and delightfully, we saw a monitor lizard in the leaf litter, four monkeys on the rail of the boardwalk and a family of hens and chickens, a couple of squirrels.
You can exit at the other gate of the Labrador mrt station and walk across to the PSA building for lunch..
It's a one hour walk in the park, not counting time spent on the Mrt and walking to the PSA building. Not as challenging and interesting as the Southern Ridges as it's a shorter walk, less steep but noisier with visitors and their food and hilarity.",04-2019,Family,2020-01-31 17:22:57.480694
,1,80,https://www.tripadvisor.com.sg/Profile/Taipei921,661279555,26-03-2019,3,Battleground Steeped in History,"One of the few battlefronts to face off with the advancing Japanese troops during the war, only a few artefacts remain to remind of the grim history. A series of steep walk to the to top of the park where the defending troops were entrenched to keep a watch over the sea horizon. Shady trees provide much welcome relief and time out from the city life.
You can wander onto the boardwalks over the shorelines, Berlayer Creek Mangrove trail for the wildlife there and the Bukit Chermin Boardwalk that overlook the Keppel Marina. Windy and shady to spend an afternoon",01-2019,Family,2020-01-31 17:22:57.845782
,1,80,https://www.tripadvisor.com.sg/Profile/Shirleyho13,659737359,20-03-2019,4,Quiet historical park,Interesting part to know about ww2 history in sg. There are many greenery and historic traces of ww2 to discover here. It doesn’t feel hot as the trees provide plenty of shades. Great place to do a learning journey or simply a nice stroll or Cycling. Nice sea view nearby great for family outing.,03-2019,Family,2020-01-31 17:22:58.229283
,1,80,https://www.tripadvisor.com.sg/Profile/KGB777,647481707,22-01-2019,3,Back to Labrador Park,Came back to Labrador Park with the kids during December. A few small play areas to keep them entertained and good views out over the nearby ships. Being the monsoon season the grass was a little wet for running around on (and quite muddy too). A few mosquitoes around so best to use spray.,12-2018,Family,2020-01-31 17:22:58.584961
,1,80,https://www.tripadvisor.com.sg/Profile/chew eng o,641902411,28-12-2018,5,Labrador's amenities eclipse other bigger park in Singapore.,"LABRADOR NATURE RESERVE. LABRADOR PARK.
Singapore.
“Built on the edge of the secondary forest with a prime vantage point of the cliff-side vegetation and a picturesque view of the sea, Labrador Nature Reserve is an oasis of tranquility and natural wonders. Thriving with wildlife, the park is a favorite haunt of nature lovers.”
That was the Singapore Parks Authorities’ somewhat exaggerated version of what Labrador Park is today. Vegetation has covered all of the escarpment and the density prevents any reasonable view of the park and the beach below. As for the ‘thriving wildlife’ no animals bigger than a squirrel can be seen except a resident peacock and some jungle fowls loitering around near the creek area.
The Labrador Park I knew when I was young was a rocky beach at the foot of cliffs, that was some parts cover with coarse vegetation and some parts bare, with a narrow rocky path. We would navigate the path down to the beach to swim. It was crowded during the weekends, only with locals, mainly youths. Reclamation had erased what little beach there was and you can’t swim there anymore.
Today Labrador has been transformed into a busy recreation ground where tourists came to view the war remains of British War embankments and a sixteen inch gun and to learn of the history on how the guns were facing the wrong direction when the Japanese invaders came during the WW2. A guide would take the tourist down the to the sea side where one end of the esplanade is long jetty with a history of it being used by a Japanese Oil Refinery to convey its products to small tankers. At the other end the tourist would come across a pill box preserved as a reminder of a beach machine gun defense post standing next to an obelisk. No sign of explanation of what the object was doing there, can be found. As the tourists venture further they would come across a strange looking rock that has a history of a meeting point for pirates coming to shore. Though it doesn’t has any resemblance to a dragon it has an imaginary name ‘Dragon’s Teeth Gate’. There used to be a small cave somewhere along the cliff, but there is none to be seen.
The mouth of the creek is where the people usually end their walks, however there is an extension by way of a board walk. Berlayer creek used to be a muddy clogged up stream. It is now a beautiful rivulet that is pleasant to walk along to the MRT station at the main road. Bukit Chermin Boardwalk is best for evening and morning walks when the sun is not so strong. Great sunset can be seen along the boardwalk as you stroll along the mangrove, and one can gaze at the ferries coming into port from Batam. At the farthest point out to sea the Red Beacon stands, to warn ships from the rocky shore.
Labrador is not a large park by Singapore standards but its amenities far out shines other bigger parks. One plus factor are the clean washrooms which are well placed throughout. There is a campsite, BBQ pits, Children’s playground, exercise areas, drinks fountains, drinks machines, benches (are everywhere) and designated areas where the angler can pitch his rod.
In my younger days, buses were infrequent and we used to walk uphill to Labrador Villa Road then down a cliff path to the beach. Now there is a Labrador Station MRT with many buses stopping alongside, and all you need is a pleasant walk along the Berlayer Creek. Cars go right up to the park using Port Road which runs alongside Berlayer Creek and Labrador Villa Road. At the end of Labrador Villa Road a holiday hostel for nurses, used to stand. Now in its place is a restored 1920 colonial garrison that has been taken over by Villa Samadhi Hotel with its popular in-house restaurant Tamarind Hill. After a hot day in the sun at the park it is refreshing to chill out and have tea at Tamarind Hill Restaurant.",12-2018,Family,2020-01-31 17:22:58.986515
,1,80,https://www.tripadvisor.com.sg/Profile/caroltay2018,603719496,07-08-2018,4,Labrador Nature Reserve,Love this place... Usually comes here for walk in the evening.. very cool and nice to see all the yacht parked nearby...,07-2018,Family,2020-01-31 17:22:59.344531
,1,80,https://www.tripadvisor.com.sg/Profile/mostlyharmless,573181784,14-04-2018,4,From carpark C to Bukei Chermin boardwalk,"Arrived just as the sun was beginning to appear, on a cool Saturday morning. The drive in to the most distant car park (C) is spookily quiet, but once at C, there was lighting and a well constructed footpath. At the starting point, the lights of the Pasir Panjang port shimmer across the water, and the continuous rumble of machinery reminds you that you are still in the city. The path took us around the Dragon's Teeth gate, and meandered along the coastline to the Bukit Chermin boardwalk. There is a branch along the Berlayer Creek walk which leads to the Labrador Park MRT, but we didn't take this. There are some tranquil views along the way of Keppel Island and Sentosa Island, but you are constantly aware that you are still in the heart of one of the most densely populated cities in the world. Turning westward from the carpark, you stroll along a parklike stretch of greenery, complete with roosters, hens and a solitary peacock. Access to the gun batteries is from Car park A; we didn't have time for that this time, but will return to explore that side of the park. Toilets and rest shelters available.",04-2018,Family,2020-01-31 17:22:59.744715
,1,80,https://www.tripadvisor.com.sg/Profile/Ruth L,568609013,25-03-2018,4,Interesting Indiana Jones type corner of Singapore,"We looped around the park along the boardwalks, around the coast and then into the jungle. Each section of the walk was interesting, we saw radio-controlled planes...kingfishers and lizards on the boardwalk section...lovely giggling groups enjoying the Sunday afternoon in the park... fishermen reeling in off lines...the impressive container port and tankers...and then into the nature reserve to explore the old battlements - which had a sense of Indiana Jones to them. Cracking little walk, 3.5km in all. The noise from the insects in the nature reserve was incredible, almost worth the trek alone.",03-2018,Family,2020-01-31 17:23:00.069302
