REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_ID,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME
,1,24,https://www.tripadvisor.com.sg/Profile/LiuYixiang,729974151,01-12-2019,5,Learning journey to National Gallery,This is such a splendid place. Oh my god. The first thing that comes in to my mind is its unique dome design. On top of that is an extensive collaction of masterpieces from diverse countries in asia. You are gonna love it man,11-2019,Family,2020-01-30 13:05:31.635554
,1,24,https://www.tripadvisor.com.sg/Profile/russellw907,689719902,15-07-2019,4,Loved the watercolours,Good mix of traditional and modern material to please all tastes. We were fortunate to see an excellent collection of watercolour paintings.,07-2019,Family,2020-01-30 13:05:32.005215
,1,24,https://www.tripadvisor.com.sg/Profile/bunnyhopscotch,686215403,03-07-2019,5,National Gallery,"Beautiful conserved building. Vibrant and dynamic featured collections, valuable permanent collections, edgy events, and probably the most progressively inclusive art space in Singapore for persons with disability and specific needs. Counter staff and security are very friendly and helpful. An all round amazing experience highly recommended!",07-2019,Family,2020-01-30 13:05:32.296985
,1,24,https://www.tripadvisor.com.sg/Profile/LizRNZ76,683517261,23-06-2019,4,Amazing architecture and displays!,"We had some extra time on our hands so made an unscheduled visit to the National Gallery. So glad we did. The way they have preserved the buildings is incredible, with some added modern touches. The art on display is so varied and has such important culture heritage for SE Asia.",04-2019,Family,2020-01-30 13:05:32.615901
,1,24,https://www.tripadvisor.com.sg/Profile/Uday V,681579668,15-06-2019,5,Architectural Traet with beautiful Art,"The Old Supreme Court & Town Hall have been preserved, conjoined keeping its architecture & historical importance intact. The external façade is same, interiors done carefully giving a glimpse of yester year as well as creating space for art exhibition by Singapore artists. The free conducted tour guide explained all the features and important aspects of the building - History & architecture. Subsequently, we saw the art galleries where the attendants explained nuances, should you be so inclined. A must for all travellers to Singapore. It offers concessions in admission charges if you are a Sr. Citizen and for some other categories too.",05-2019,Family,2020-01-30 13:05:32.990803
,1,24,https://www.tripadvisor.com.sg/Profile/siddey2015,672585711,08-05-2019,3,A good collection of art,I spent about four hours. My 9 year old daughter enjoyed in the kid's section by doing her own block painting. Be prepared to walk a bit to cover everything. Many sections were closed. Everything is very well maintained as everything in Singapore. I loved the social table. Some sections were bit abstract and kids will not enjoy. Please follow the map to avoid confusion.,04-2019,Family,2020-01-30 13:05:33.402950
,1,24,https://www.tripadvisor.com.sg/Profile/Cilla_Caitlin,661515280,27-03-2019,4,"Good collection of Asian artists, neat and no queue","If you are more than 60 years old, you get ‘concession entrance fee’ wuth discount. There is toilet on every floor.
Total of 5 floors with very clearly delineated floor plans (brochures). Do take your time as there are a lot of work from local artists as well as collectibles from during colonial era and eyc.
If you wanna take your time then you could spend the whole day starting from 1st floor. When tired or hungry, take the lift to the 5th floor where they you can have a good enjoyable lunch and proceed. If you think the 5th floor is a bit too ‘posh’ looking, head up to the top floor (roof area) where they serve ‘set lunch’ consisting of mainly salad selection and sadwiches.",03-2019,Family,2020-01-30 13:05:33.822313
,1,24,https://www.tripadvisor.com.sg/Profile/kjarns,656229594,04-03-2019,5,A quiet place in Singapore!,The former Supreme Court wing and the City Hall wing are big old buildings converted to be a modern multipurpose gallery and museum complex. Old and new art! Take your time here!!,02-2019,Family,2020-01-30 13:05:34.175161
,1,24,https://www.tripadvisor.com.sg/Profile/BurleighSurfer,656221617,04-03-2019,5,An Exceptional Gallery,"We spent half a day here and din't really scratch the surface.Architecturally , the buildings and their connecting atrium by Norman Foster are striking. The regular collections are excellent with interesting early local art. We were also fortunate to see the current special exhibition - Minimalist - which was fantastic. There are also some sensational restaurants housed in the Gallery - try the National .Definitely worth a visit.",02-2019,Family,2020-01-30 13:05:34.554322
,1,24,https://www.tripadvisor.com.sg/Profile/JPDallas,649556601,02-02-2019,5,Our Favorite Art Venue!!,"Besides its permanent collections of local, Chinese, and Southeast Asia art, it always has great monumental special exhibitions, sourced across the globe. Easily spending 3 or more hours here. Great facility, converted old supreme court. Nice restaurants and cafes. Open house, free on Sunday. Do not miss!",01-2019,Family,2020-01-30 13:05:34.952187
