REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_ID,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME
,1,13,https://www.tripadvisor.com.sg/Profile/Alvin997,741799483,28-01-2020,1,Be careful with this shop,"We went to Chinatown during lunch so it was very hot. It was so hot that I decided to buy a traditional fan. Their new ones were all enclosed in sealed bags so I opened the demo unit to have a look at the size. However, when we picked up the demo unit we found out it was broken. The shopkeeper immediately came to me and blamed us for breaking it and demanded we pay. It was only 2 dollars so I didn't mind paying. But I felt that I was set up and trapped. Worse still after I paid the shopkeeper returned with the change in small coins. I wouldn't be upset if she apologized and said they only had coins. But she looked like she did it on purpose. We all had vacation to have fun, but I really didn't know why she had to give me such a hard time.",01-2020,Family,2020-01-30 11:34:04.082284
,1,13,https://www.tripadvisor.com.sg/Profile/BridgitM9,740044335,19-01-2020,5,Love,"Singapore’s Chinatown is one of the best that I have experienced in my travels! It’s clean, fun and selection of stuff is endless, bargaining with the merchants as it’s half the fun! Cultural experience was amazing!",01-2020,Family,2020-01-30 11:34:04.363846
,1,13,https://www.tripadvisor.com.sg/Profile/112deniss,739925329,19-01-2020,5,Great place,Heaps to see/buy/eat/experience in this part of Singapore. Suitable for all ages and interesting at any hour of day and night!!,01-2020,Family,2020-01-30 11:34:04.784182
,1,13,https://www.tripadvisor.com.sg/Profile/hedgehogpauline,739061341,14-01-2020,5,Great vibrant area of Singapore!,"Worth a trip if you have a few days in Singapore. It’s a vibrant and atmospheric part of the city which boasts colourful shops, tasty food and fragrant smells.",01-2020,Family,2020-01-30 11:34:05.098730
,1,13,https://www.tripadvisor.com.sg/Profile/aughusstr,738591569,12-01-2020,4,Good place to buy souvenirs,"Visit this place at night to avoid th ed humid, hot and crows.
Place really good to find and buy affordable souvenirs or dinning out.
Take the Mrt and spend the late afternoon in the area is a good choice in Singapore.
Bargains is a plus and must to .",12-2019,Family,2020-01-30 11:34:05.426096
,1,13,https://www.tripadvisor.com.sg/Profile/MVvogue,737450627,07-01-2020,2,Nothing to consider,"Just to spend the day but nothing special. If you're looking for buying souvenirs, then go for it but nothing special, everything made in China and the prices are above quality.",01-2020,Family,2020-01-30 11:34:05.802015
,1,13,https://www.tripadvisor.com.sg/Profile/Yusna,737154325,06-01-2020,5,Souvenir Heaven,Chinatown is the best place to get Singapore souvenir. The cheapest intown. Cheaper than Bugis market and Little India.,12-2019,Family,2020-01-30 11:34:06.148883
,1,13,https://www.tripadvisor.com.sg/Profile/wanch2019,736048429,01-01-2020,4,Chinatown,Great place for tourists to buy local products and souvenirs. Easily accessible by MRT trains (North-East Line & Downtown Line).,12-2019,Family,2020-01-30 11:34:06.485919
,1,13,https://www.tripadvisor.com.sg/Profile/cuni42,735977242,01-01-2020,5,Great day out,"Visited Chinatown and it was quite enjoyable. Just make sure you wear your walking shoes on because that’s what you’ll do- WALK!! Must visit temple and do some shopping, locals are great.",12-2019,Family,2020-01-30 11:34:06.836331
,1,13,https://www.tripadvisor.com.sg/Profile/myewee_Singapore,734392420,24-12-2019,5,Great place to be.,Singapore Chinatown is a great place for food and site visits. The hawker centre provides plenty of food choices.,11-2019,Family,2020-01-30 11:34:07.147750
,1,13,https://www.tripadvisor.com.sg/Profile/996kirstief,731293669,08-12-2019,5,Schoolies Trip,A must to visit - grab a bargain and explore the place. Theres a little tour that goes around so you can learn more about the history of the place. Food is good - nearby Maccas if you're not adventurous food wise but try some of the delicious local food. If you're a Tin Tin fan you're in for a bit of a treat with a whole store dedicated to Tin Tin. MRT station nearby for easy access but taxis are pretty quick and easy to get around too.,11-2019,Family,2020-01-30 11:34:13.142575
,1,13,https://www.tripadvisor.com.sg/Profile/vicentechuadyiv,723782290,04-11-2019,5,Nice place!,"We got to visit this place as part of our tour. Temples, souvenir shops, etc. Really nice if I could visit this place again without the time pressure 😉",10-2019,Family,2020-01-30 11:34:13.483977
,1,13,https://www.tripadvisor.com.sg/Profile/kalleviken,723399271,03-11-2019,4,Posh Chinatown,"This is the prettiest, cleanest and most attractive Chinatown I have seen. It also has its buzz with markets and cheaper shops. Definitely worth a visit.",11-2019,Family,2020-01-30 11:34:13.827977
,1,13,https://www.tripadvisor.com.sg/Profile/SRKK2013,723150842,02-11-2019,4,Chinese feel,"Its characterized by typical chinese design and architecture. Lanes are narrow in the area. Lot of souvenir shops around. For chinese food, lot of options available.",06-2019,Family,2020-01-30 11:34:14.203204
,1,13,https://www.tripadvisor.com.sg/Profile/Tansor,721918903,28-10-2019,5,Cool place to shop,"Great to wander around the local old style shopping, a change from the big malls. Nice stuff to buy yo bring home for presents, open till late",10-2019,Family,2020-01-30 11:34:14.513777
,1,13,https://www.tripadvisor.com.sg/Profile/WIWIandBRAD,721889806,28-10-2019,4,Nice chinatown,"Not as active and bustling as San Francisco Chinatown but it’s still plenty big and you can still buy all the Chinese staple goods like fresh vegetables and meats, BBQ, Dim Sum, and authentic restaurants",10-2019,Family,2020-01-30 11:34:14.831093
,1,13,https://www.tripadvisor.com.sg/Profile/vlsy81,721830921,28-10-2019,3,China!!,Singapore Chinatown is really becoming CHINA.. most of the shops are tend by china people. Even the food are mostly china style. Look after your belongings too......,09-2019,Family,2020-01-30 11:34:15.135184
,1,13,https://www.tripadvisor.com.sg/Profile/Oddgumm,719737941,20-10-2019,5,"Chinatown, a Capsule of Exotica","Starting on the rooftop garden of the Temple of the Buddha Tooth, we were enthralled... Even our 10 year old. Chinatown souvenirs are half the cost and twice the fun. Smith Street has Hawker Chan's. The bonus is that it is compact!",10-2019,Family,2020-01-30 11:34:15.425045
,1,13,https://www.tripadvisor.com.sg/Profile/Maria J,718314812,14-10-2019,4,Yummy food,China town is an area full of yummy food and lots of lovely shops. We had food at hawker Chan tian fan which is a Michelin star restaurant. It was fun tasting the food there.,10-2019,Family,2020-01-30 11:34:15.800528
,1,13,https://www.tripadvisor.com.sg/Profile/908cheried,717306744,11-10-2019,5,Charming atmosphere,"There is a chilled and old world vibe to this little pocket of Singapore. Wandering and browsing, and sitting for some amazing street food. Easy access from the MRT. A couple of hours of atmosphere to finish a great day.",10-2019,Family,2020-01-30 11:34:16.192314
,1,13,https://www.tripadvisor.com.sg/Profile/Prianand,717280152,11-10-2019,5,Worth visiting this place,Awesome place to roam around. Just that u have to walk a lot. Don't forget to get small souvenirs from this place.,10-2019,Family,2020-01-30 11:34:22.058138
,1,13,https://www.tripadvisor.com.sg/Profile/christinachung66,716883756,10-10-2019,5,Lovely,"Clean and beautiful. Shops are very neat. Location is good, easily accessible. Food is amazing especially curry crabs. The fruit stalls there sell best of durians. Shop keepers are very friendly. It’s the cleanest China town I’ve ever visited.",10-2019,Family,2020-01-30 11:34:22.414529
,1,13,https://www.tripadvisor.com.sg/Profile/Kathina A,716206884,08-10-2019,5,Package of everything,"Arriving late at night in Singapore, my family and I stayed in a hostel in Chinatown. Just around the corner, we found a food market with variety of choice for diner. The next day, we went to another food market not far from our hostel, we did shopping and bought a lot of souvenirs. We did touring around Chinatown and took a lot of photos. We even did not want to leave Chinatown as it's easy to find new things in every corner.",10-2019,Family,2020-01-30 11:34:22.766414
,1,13,https://www.tripadvisor.com.sg/Profile/neels80,716170989,08-10-2019,4,Great shopping,Great trip for buying little trinkets and souvenirs. Gets very hot during midday and is crowded most of the time. Easily accesible through Downtown and North East MRT line. Not for little kids as they will get exhausted.,10-2019,Family,2020-01-30 11:34:23.106624
,1,13,https://www.tripadvisor.com.sg/Profile/ajaybudhwar,715658849,06-10-2019,5,Amazing market,Beautiful market with lights all around plus shops plus eating restaurants. Great ambience. Explore on foot.,10-2019,Family,2020-01-30 11:34:23.461536
,1,13,https://www.tripadvisor.com.sg/Profile/Samsue2015,713641122,28-09-2019,4,Nice vibes,"I prefer SG’s Chinatown to KL’s. Lots of places to eat, clean, not full of fake stuff. I recommend the visit.",09-2019,Family,2020-01-30 11:34:23.786492
