,4,1,//www.qyer.com/u/1601481,3,2020-01-07,"对成年人来说不太有趣,人工沙滩不是很有生气,连一只海鸥都见不到",2020-01-31 17:03:51.871236
,4,1,//www.qyer.com/u/5033633,5,2019-12-19,1、圣淘沙岛与新加坡本岛以一条跨海大桥相连，却有着截然不同的风貌----圣淘沙以海滩、娱乐为主，岛上有新加坡环球影城、SEA海洋馆、水上探险乐园等设施，是个全方位的休闲玩乐的度假胜地。,2020-01-31 17:03:51.875607
,4,1,//www.qyer.com/u/1523743,1,2019-10-30,2、圣淘沙景点：,2020-01-31 17:03:51.879064
,4,1,//www.qyer.com/u/5395067,4,2019-10-18,新加坡环球影城（扛把子）；,2020-01-31 17:03:51.882468
,4,1,//www.qyer.com/u/6303027,5,2019-10-17,S.E.A.海洋馆（全球最大的海洋馆）；,2020-01-31 17:03:51.885873
,4,1,//www.qyer.com/u/4846810,5,2019-10-15,水上探险乐园（最受欢迎的游乐设施是急速滑道（Riptide Rocket）和彩虹礁游（Rainbow Reef））；,2020-01-31 17:03:51.889781
,4,1,//www.qyer.com/u/2759091,5,2019-09-25,鱼尾狮塔（圣淘沙必访景点，位于岛上的正中央，观景台分别在9楼的狮嘴和12楼的头顶位置，可以将圣淘沙的岛上景色一览无遗）；,2020-01-31 17:03:51.893297
,4,1,//www.qyer.com/u/1682223,3,2019-09-24,时光之翼水舞秀（世界上唯一设在海边的夜间户外汇演，水幕立体投影、激光特效、火焰和乐曲创造出时空跳跃的魔幻世界）；,2020-01-31 17:03:51.896924
,4,1,//www.qyer.com/u/9719353,4,2019-08-29,Mega Adventure Park（有高空绳索、自由落体、高空滑翔、）、AJ Hackett Sentosa（高空弹跳、巨型秋千、垂直空中步道），喜欢极限运动的盆友不可错过；,2020-01-31 17:03:51.900555
,4,1,//www.qyer.com/u/8121096,5,2019-08-17,西罗索海滩（白天可以游泳、沙滩排球、晒日光浴，夜晚可以在酒吧、餐厅聊天、享受音乐，偶尔还有音乐节、集会活动）；,2020-01-31 17:03:51.904047
,4,1,//www.qyer.com/u/6901946,4,2019-07-09,很有意思的地方，沙滩游泳免费，就是换衣服的地方距离沙滩有点远,2020-01-31 17:03:55.918463
,4,1,//www.qyer.com/u/9781295,4,2019-06-14,步行进岛沿途攻略走起来～基本上算是几个核心和美美点啦～其实有偶遇各种mobike，而且尝试都刷开了，但是因为岛上没有自行车道所以建议还是步行或者捷运。,2020-01-31 17:03:55.922916
,4,1,//www.qyer.com/u/6641291,4,2019-06-06,所有玩乐的地方都集中在这里，真正的度假圣地！环球影城、水上探险乐园、海洋馆、海滩.....还有各种美食，真的是又美又嗨的地方！,2020-01-31 17:03:55.926457
,4,1,//www.qyer.com/u/2185018,5,2019-05-11,很好玩呀。住了4晚。带孩子的话住这里就好，酒店有家庭房可选，还附带环球影城，海洋公园和水上乐园的门票。,2020-01-31 17:03:55.930269
,4,1,//www.qyer.com/u/10239941,5,2019-04-01,好玩交通也方便  可以做大巴去岛上 环球影城的通关卡和门票是在国内淘宝上买的 可以多安排一天的时间 一天岛上所有的内容相对有些紧凑,2020-01-31 17:03:55.933755
,4,1,//www.qyer.com/u/1551478,4,2019-03-13,大概因为新加坡实在太小的，这个久负盛名的游乐园也挺小，半天足够全部玩一遍。,2020-01-31 17:03:55.937236
