,4,6,//www.qyer.com/u/9738108,5,2019-05-27,克拉克码头附近好吃的东西好多啊。克拉克码头是位于新加坡河与里巴巴利(River Valley)路一角的旅游名胜地，是以新加坡第二位总督安德鲁·克拉爵士命名。这里各式酒吧众多，还有著名的珍宝海鲜楼(Jumbo Seafood)可以大快朵颐。这也是体验新加坡夜生活的最佳地点，喜欢喝一杯的朋友们一定要去走一圈。如果你的心脏够强，还可以尝试一下入口处的两个G-MAX Reverse Bungee(逆转蹦极跳)。,2020-01-31 17:05:37.326907
,4,6,//www.qyer.com/u/9043811,5,2020-01-23,非常好玩，夜生活才开始，完美，完美，完美，完美,2020-01-31 17:05:37.331793
,4,6,//www.qyer.com/u/1601481,3,2020-01-07,"夜游新加坡河的出发地点,也有很多酒吧餐馆,音乐放得震天响,坐船要排队",2020-01-31 17:05:37.335197
,4,6,//www.qyer.com/u/5033633,4,2019-12-19,1、克拉码头位于新加坡河的上游，在早年间，克拉码头仅仅是一个用来装卸货物的小码头，但是随着时间的推移和新加坡的发展，这里逐渐从一个货物码头变成了集购物、娱乐、餐饮、旅游于一身的娱乐区域。从克拉码头往东到滨海湾也是新加坡最精彩繁荣的区域，所以建议大家傍晚的时候沿着河岸散步，一路欣赏各大知名地标建筑；,2020-01-31 17:05:37.338570
,4,6,//www.qyer.com/u/2925158,4,2019-12-13,2、沿途景点：The Central购物中心（里面有鼎鼎大名的无招牌海鲜和亚坤吐司分店）、Riverside Point购物中心（有珍宝海鲜楼）、高空弹跳球 G-Max（人坐在铁球内被橡皮筋绑住像溜溜球一样甩来甩去）、驳船码头 Boat Quay（克拉码头较多大型夜店、餐厅，较为热闹现代化，而驳船码头因保留早期颜色鲜艳的旧货仓，改造成小酒馆、海鲜餐厅，而多了一些悠闲氛围）、浮尔顿饭店；,2020-01-31 17:05:37.341948
,4,6,//www.qyer.com/u/1523743,3,2019-10-30,3、美食：松发肉骨茶、珍宝海鲜楼（辣椒螃蟹、The Clinic（医院主题的酒吧）、Crazy Elephant；,2020-01-31 17:05:37.345447
,4,6,//www.qyer.com/u/145885,4,2019-10-15,晚上去河边走走散步，12月份依旧很炎热的晚上吃个冰淇淋，还是非常惬意的。江边有许多棚子酒吧，价格一般不是很贵，一瓶扎啤 几个串串感觉很棒。话说串串基本偏甜，但是意外的非常好吃！,2020-01-31 17:05:37.349042
,4,6,//www.qyer.com/u/12089844,5,2019-10-12,鬼佬爱去的地方 吵死了 就很贵 不过晚上新加坡全国禁酒  这里可以喝到很晚,2020-01-31 17:05:37.352599
,4,6,//www.qyer.com/u/8811219,3,2019-10-03,感觉没出过，深圳或者广州的样子，不过去一下吃饭也是好的，闲着也是闲着,2020-01-31 17:05:37.356089
,4,6,//www.qyer.com/u/1541587,5,2019-09-04,这里不算大，码头边基本都是餐馆和酒吧，这里也有珍宝蟹，所以就规划在一起打卡啦，码头边人不多，可以拍拍照片，还有个高空弹球，但我们去时比较晚好像关了，这里吹吹风吃吃海鲜还不错哦！,2020-01-31 17:05:37.359604
