REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,4,13,//www.qyer.com/u/1523743,4,2019-10-30,鱼尾狮已于2019年10月20日移除了。以后都看不到了。不过也不好看,2020-02-03 12:50:59.051635
,4,13,//www.qyer.com/u/1434964,4,2019-11-27,标志性的建筑，但感觉也不想打卡点，因为到圣淘沙基本就冲环球影城去了，然而现在貌似是搬到什么地方去了,2020-02-03 12:50:59.054859
,4,13,//www.qyer.com/u/6303027,5,2019-10-17,第一次来到这里就知道即将拆除了，询问工作人员确认说肯定会拆，觉得蛮可惜的。通过网络买票比较便宜，现场买很贵，进去可以拿到一张纪念卡，在电梯附近的机器插入就可以获得一枚纪念币，很有收藏价值。登上狮子口和顶都可以拍照，狮子口附近还可以敲钟祝福。,2020-02-03 12:50:59.058313
,4,13,//www.qyer.com/u/145885,4,2019-10-15,逛逛呗，游客打卡的话没意思，和深圳差不过， 还是坐下来好好吃个有风景的饭好了,2020-02-03 12:50:59.061983
,4,13,//www.qyer.com/u/12089844,5,2019-10-12,原本觉得时间比较赶就不来这里打卡，但是坐鸭子船时导游说，还有一个月这个鱼尾狮papa就要被永久拆除了，所以环球影城和巴拉湾海滩逛好，我们还是特地来这里拍照留念一下，这个鱼尾狮是个小型博物馆，有新加坡命名由来的动画，进去还能转个纪念币，然后展馆里的老先生还帮我介绍了这里是20年前耗资800万建造的，虽然比起现在很多建筑没有那么宏伟壮观和富丽堂皇，但想想20年前已经算是很不错的了，有幸来得及亲眼见到，听说10月中旬就闭馆了，11月就开始正式拆除了，爬上鱼尾狮顶上俯瞰圣淘沙夜景其实挺美的，下来后还有鱼尾狮灯光秀，很fashion！,2020-02-03 12:50:59.065401
,4,13,//www.qyer.com/u/2759091,5,2019-09-25,比想象中大好多呀，几乎在圣淘沙的任何一个角落都能看的到，标志性建筑拍个照还是很不错的,2020-02-03 12:50:59.068910
,4,13,//www.qyer.com/u/3615108,4,2019-09-20,动物和自然结合的很好，动物种类不算很多，有大象表演节目……另一边是提醒人们别买卖象牙……去看豹子要坐船，适合亲子游玩的景点。,2020-02-03 12:50:59.072453
,4,13,//www.qyer.com/u/6059334,2,2019-08-11,新加坡太小了，随便逛一逛就能逛完。这个景点依旧是打个卡就走人,2020-02-03 12:50:59.076149
,4,13,//www.qyer.com/u/1225706,4,2019-07-13,开到挺晚的，周末最后入场的时间是7点半。楼下先是参观鱼尾狮的传说寓意等等，还很有噱头地能把卡插入鱼尾狮领取纪念金币。登顶后则能在狮头和狮嘴出看到不同的风景。夜景也很赞哒！,2020-02-03 12:50:59.079750
,4,13,//www.qyer.com/u/9781295,4,2019-06-14,沿途风景之一，没有选择常规角度再放一张鱼尾狮公园的做个对比喽,2020-02-03 12:50:59.083480
