REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,4,54,//www.qyer.com/u/6987439,4,2016-02-14,听说春节期间不用门票，可是我初六去的还是说要门票，本来想寄张明信片回去的，可是看不懂邮票面值，不知道要贴什么样的邮票，门口卖票的人态度也很不好，只说要70c，最后只买了明信片。有卖很多已使用过的邮票，喜欢集邮的人很值得一去。,2020-02-03 13:27:22.249396
,4,54,//www.qyer.com/u/8543955,5,2017-04-28,非常有漂亮的集邮馆，因为本人就是集邮爱好者，所以就特意来了，新加坡集邮馆非常的小，历史也蛮悠久的，在集邮馆里面可以看到很多五颜六色的邮票，集邮馆人特别的多，特别是周末，在集邮馆前面还有一个小小的红色的邮箱。,2020-02-03 13:27:22.252712
,4,54,//www.qyer.com/u/1112108,5,2017-01-12,这里的邮票展示当然是很全面了，因为我不算是个集邮迷，所以来到这里印象更深刻的是它的建筑，以及里面一些陈设。博物馆里有反映过去时代的一些模型，如图，做的很逼真。还有各国邮筒的模型展示。在这里看到了新加坡的小学生来参观学习，感受到新加坡确实是一个英语国家。,2020-02-03 13:27:22.256459
,4,54,//www.qyer.com/u/4544129,4,2014-10-19,"在集邮馆大门前竖立着一座殖民时代遗留下来的红色邮筒,这个蕴含着许许多多历史的红色邮筒,目前是新加坡集邮馆的标志。",2020-02-03 13:27:22.260245
,4,54,//www.qyer.com/u/1637390,5,2016-02-22,当时特意去这里拔了草，里面不大，但每一枚邮票都非常精致，买了明信片顺便也给寄回家~~~,2020-02-03 13:27:22.263955
,4,54,//www.qyer.com/u/1716011,5,2015-05-26,位于Fire Station和档案馆后面，亚美尼亚教堂对面，学生票4新币，特别可爱，做得很用心的博物馆，还可以买到一些邮票、首日封什么的（买到了2004和2007新加坡National Day的首日封，超美）。,2020-02-03 13:27:22.267657
,4,54,//www.qyer.com/u/5225954,4,2014-12-22,无意之间找到的，门口的小邮筒很萌哦，来访的盆友可以跟它合个影，萌萌哒~~~里面参观是需要收费的。。,2020-02-03 13:27:22.271339
,4,54,//www.qyer.com/u/5066646,5,2019-01-07,就在住的酒店附近，走路大概只要4分钟就到了。 正好在举办小王子展，展出内容丰富，不仅有作者的生平经历，还有小王子书中的故事情节。 整个集邮馆本身藏品也很有意思，有各式各样让人印象深刻的邮票，各种材质不同甚至气味不同的邮票，还有介绍新加坡当地文化和各国邮筒的展品。 最后写了明信片寄给朋友。,2020-02-03 13:27:22.275038
,4,54,//www.qyer.com/u/6132982,4,2018-07-12,特地来了新加坡 的邮票博物馆，其实我没有集邮的爱好。本来是想买点纪念版邮票带给老爸的，最后还是空手而归，哎~~ 心有余而力不足啊，纪念版的超贵。,2020-02-03 13:27:22.278732
,4,54,//www.qyer.com/u/155760,3,2017-10-25,"新加坡集邮博物馆坐落于哥里门街,于1995年开馆,是一个介绍新加坡邮政历史和邮票，去土生华人博物馆的时候才发现原来它和集邮博物馆是同一条街。于1995年开馆,是一个介绍新加坡邮政历史和邮票的博物馆,为东南亚第一个现代化的集邮博物馆",2020-02-03 13:27:22.282241
