,REVIEW_INDEX,OVERALL,POLARITY_DIST: CONSUMPTION,POLARITY_DIST: ENVIRONMENT,POLARITY_DIST: F&B,POLARITY_DIST: HYGIENE,POLARITY_DIST: SAFETY,POLARITY_DIST: SERVICE,POLARITY_DIST: SHOPPING,POLARITY_DIST: SIGHTSEEING,POLARITY_DIST: TRANSPORTATION,ASP_NEG_RIO,ASP_NEU_RIO,ASP_POS_RIO,REV_NEG_RIO,REV_NEU_RIO,REV_POS_RIO,TOTAL_ASPECTS,ASPECT,POLARITY
0,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,滨海湾花园,POS
1,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,flowerdome,NEG
2,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,玻璃花园,POS
3,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,室内冷气,POS
4,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,非常,NEU
5,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,花园城市,POS
6,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,买票,POS
7,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,感觉,NEG
8,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,整个花园,NEG
9,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,话,POS
10,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,音乐灯光秀,POS
11,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,冷气,POS
12,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,气,POS
13,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,show,POS
14,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,flower,POS
15,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,拍照,POS
16,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,视野,POS
17,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,室内瀑布,POS
18,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,元素,POS
19,0,POS,"[0,0,0]","[2,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,13]","[0,0,0]",0.19999900000499998,0.049999750001249996,0.7499962500187499,0.0,0.0,0.9999000099990001,20,flowerdome,NEG
20,1,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,6]","[0,0,0]",0.11110987655692715,0.0,0.8888790124554172,0.0,0.0,0.9999000099990001,9,的植物,POS
21,1,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,6]","[0,0,0]",0.11110987655692715,0.0,0.8888790124554172,0.0,0.0,0.9999000099990001,9,平面温室,POS
22,1,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,6]","[0,0,0]",0.11110987655692715,0.0,0.8888790124554172,0.0,0.0,0.9999000099990001,9,温度,POS
23,1,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,6]","[0,0,0]",0.11110987655692715,0.0,0.8888790124554172,0.0,0.0,0.9999000099990001,9,有瀑布的,POS
24,1,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,6]","[0,0,0]",0.11110987655692715,0.0,0.8888790124554172,0.0,0.0,0.9999000099990001,9,滨海湾花园,POS
25,1,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,6]","[0,0,0]",0.11110987655692715,0.0,0.8888790124554172,0.0,0.0,0.9999000099990001,9,景点,POS
26,1,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,6]","[0,0,0]",0.11110987655692715,0.0,0.8888790124554172,0.0,0.0,0.9999000099990001,9,植物,POS
27,1,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,6]","[0,0,0]",0.11110987655692715,0.0,0.8888790124554172,0.0,0.0,0.9999000099990001,9,售票,POS
28,1,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,6]","[0,0,0]",0.11110987655692715,0.0,0.8888790124554172,0.0,0.0,0.9999000099990001,9,花,NEG
29,2,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2,滨海湾花园,POS
30,2,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2,各个,POS
31,3,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,4]","[0,0,0]",0.0,0.1666638889351844,0.8333194446759221,0.0,0.0,0.9999000099990001,6,鸟瞰整个花园景色,NEU
