,1,58,https://www.tripadvisor.com.sg/Profile/drtbhat,740945564,24-01-2020,4,Nice experience,Good to see animals in natural habitat without restraint. Best for kids 5-10 Adults also can enjoy. One show was good but it appeared it hurried very quickly may be animals were not in mood .worth to visit,01-2020,Family,2020-01-28 15:29:23.162010
,1,58,https://www.tripadvisor.com.sg/Profile/medlowg,739027099,14-01-2020,5,Really worthwhile taking the tram ride. Had to get there by metro and shuttle bus and managedto get last shuttle bus and,Reallly worthwhile trip from hotel via metro and shuttle bus. Caught the tram ride around the site followed by 10.30pm creature show which was great. Managed to get last shuttle bus and last metro then taxi back to hotel. Thoroughly enjoyable but the Rainforest Lumina was disappointing.,01-2020,Family,2020-01-28 15:29:23.421820
,1,58,https://www.tripadvisor.com.sg/Profile/934marnii,738799036,13-01-2020,5,Highly recommend,The night safari at Singapore Zoo was amazing!! Highly recommend it!! See I g all the animals in their natural nighttime habitats. We also did the Lumina Show at the zoo which was great!,01-2020,Family,2020-01-28 15:29:23.730786
,1,58,https://www.tripadvisor.com.sg/Profile/cocosmoke,738599910,12-01-2020,4,"Walk around first, then tram","We had a great time at the night safari during a long Friday evening layover at the airport. We booked 7:15 tickets on online but underestimated the length of the taxi que and busy peak hour traffic from the airport (50min travel) about ($40 Sing Dollars) and got there late. To not spend time waiting in lines we walked around the zoo first, it took 1 1/2 hrs then got on a quarter full tram (no line) for the 40 min ride. Whilst the day zoo is a better experience if you only have time to do one. For repeat visitors, the night zoo was awesome to see animals up and active. Our 10yr and 12yr boys really enjoyed it. We left at 10:20pm. Plenty of taxis waiting at the rank and we’re back at the airport 25 mins later. Terrific way to spend the layover.",01-2020,Family,2020-01-28 15:29:23.987679
,1,58,https://www.tripadvisor.com.sg/Profile/sgreaves36,738461005,11-01-2020,2,Over-hyped experience,"Our last night in Singapore and we decided on this 'must-do' experience. Overall, I wish we hadn't bothered. It was a hassle to get there, way way way too over-crowded, the show was a damp squib, and mainly you could vaguely make out animals in the dark from a moving tram that would have been much easier to see during the day. Probably the best part was walking the trails as at least there most of the throngs were distracted at the concession stands, so it was relatively peaceful.",01-2020,Family,2020-01-28 15:29:24.245941
,1,58,https://www.tripadvisor.com.sg/Profile/RichoHICC,737324949,06-01-2020,5,An absolute must!!,"Absolutely love the night safari

#1 Night Safari Tip - Go on a rainy weekday.

Absolutely no queues to be seen (as not seen in photos). We were able to ride the tram numerous times without having to line up at all. Most of the trams weren’t even half full.

The cooler weather makes walking the trails and a pleasant overall experience.

The animals were frisky and alert due to cooler weather as well.

You must visit night safari when in Singapore, and like I said, choose a rainy weekday and enjoy the park without the queues.

I’d also recommend doing the Night Safari on a seperate day to the zoo, especially if you have kids. You don’t want to fatigued when visiting.",01-2020,Family,2020-01-28 15:29:24.527431
,1,58,https://www.tripadvisor.com.sg/Profile/jjc978,737278674,06-01-2020,5,Brilliant Different Way To See Animals,Really loved it here. Used the food court before going in which was good value and tasty. The land train around the zoo was great and saw most of the animals. This lasted about 30 minutes. Then walking around the zoo and having time to properly see the animals was great. At times a little freaky when hyenas disappear into the shadows not that far from you. Couldn't get into the creatures show as always fully booked and wasn't wasting 45 minutes queuing for it. We'll worth it.,12-2019,Family,2020-01-28 15:29:24.816418
,1,58,https://www.tripadvisor.com.sg/Profile/angadsss,736295237,02-01-2020,5,Safari Singapore,One of the best experiences to see animals at night with an amazing concept of travelling in trams which goes around the whole zoo. Lots of encounters and close ups with the animals. Amazing dining places and an excellent show called Creatures of the night which is a must watch. Night safari is one of the top best attractions in Singapore and is a must visit with friends family etc.,01-2020,Family,2020-01-28 15:29:25.079009
,1,58,https://www.tripadvisor.com.sg/Profile/brothermattos,736149960,02-01-2020,3,Well designed but...,"I purchased the tickets online and selected our entrance time. Naively I thought, oh with pre-determined times there must not be a lot of people. Wrong! The queue to the tram was huge. The tour is nice, well put and designed. They do a good job ensuring the animals are visible. There are 2 beginning trails - fishing cat or wallaby. From there you can decide to continue onto other trails or return. The park closed at midnight so we couldn’t do it all. There is a creature of the nights show which we watched but I don’t recommend. It was a waste of time. Nothing special about it. I wish the trams stopped more so we could take decent pictures. All in all, ok activity to do with the children but make sure you plan it well.",01-2020,Family,2020-01-28 15:29:25.346824
,1,58,https://www.tripadvisor.com.sg/Profile/chwaa1,736016909,01-01-2020,2,Expensive for a ride in the dark,"With so many great reviews we followed the masses of people in Dec 2019 to see animals at night. There was about 20mins wait in line to buy tickets. There was about 40mins wait in line to get into the night safari. There was then another 35min wait in a zig zag line to get a tram ride to see some animals in their enclosures. We would have liked to go around again but weren’t willing to join the line again. For over $200+ for a family of 5, I don’t think it was worth it. They let too many people in the zoo even though there are set entrance times. There are still people there from the earlier entrance time.
Great place to see some animals and lots of people queuing.",12-2019,Family,2020-01-28 15:29:25.615737
,1,58,https://www.tripadvisor.com.sg/Profile/JetSet79,735724063,31-12-2019,5,Must do with young kids,We went during the new year holidays with our kids aged less than 10 and they loved it. Me and my husband had done this earlier but it was worth doing it again because my kids just loved seeing the animals in the dark and the experience of going around in a jungle at night.. must do!!,12-2019,Family,2020-01-28 15:29:31.347068
,1,58,https://www.tripadvisor.com.sg/Profile/jeffmK1013ZR,735694578,31-12-2019,1,Avoid,"If you like queues, queues and more queues then head here. It was chaos with the amount of people around. We skipped the last one hour queue so did not end up seeing anything at all.",12-2019,Family,2020-01-28 15:29:31.642267
,1,58,https://www.tripadvisor.com.sg/Profile/hkienlim,735135864,28-12-2019,1,A wasteful of money,"Was very disappointed after paying an expensive entrance fee but what you get was long queue for the tram ride, inorganized passengers' tram riding sequence, and you only got to see dears, dears and only dears all the way from the entrance to the exit point with less than an hour tram trip.
Oh yea, you might be able to see 1 tiger, 1 lion, rhinoceros, and a school of flamingos. That's all!
I would rather pay a visit to the zoo in the opposite during the day time instead in the future, if I visit Singapore again, at least I can see more animals clearly, instead of spotting only few animals in dark.
Totally not worthy and not recommended.",12-2019,Family,2020-01-28 15:29:31.967124
,1,58,https://www.tripadvisor.com.sg/Profile/JessicaG6273,735088604,28-12-2019,3,Good experience,"We went on a Thursday night during the Christmas/ new year week. Extremely high people traffic!
Night safari in itself was enjoyable. I would give the trams a miss if you have comfy walking shoes and don’t mind following trails and map guides.
The whole park takes about 1.5 hours.
All the animals were out and about.
A few pacing animals which were concerning.
Creatures Of the night show not too spectacular... the safari itself is more of a highlight.
The disappointment was that the show’s messages are about reuse reduce recycle: however all the night safari eateries serve their food in single use plastics everywhere!!
Seems very tokenistic to say that, I would love to see more action!

Super long queues for taxis at the end of the night. We waited 40 mins for a taxi! If you have grab app or can order a taxi before the last show ends, do it!",12-2019,Family,2020-01-28 15:29:32.230243
,1,58,https://www.tripadvisor.com.sg/Profile/kitytan,735082627,28-12-2019,4,Very good wlaking trail,"The animal wasn't as good, not worth the queue. The tram is ok for people that doesn't want to walk but if can, go for the walking trail, it's pretty good.",12-2019,Family,2020-01-28 15:29:32.493394
,1,58,https://www.tripadvisor.com.sg/Profile/221nadian,734282403,23-12-2019,5,Amazingly well organized,"Everything so well organized, my kids and I are absolutely happy! Animals are so well taken care of. I wish every country would have similar parks... Singapore is the best place to have fun at :)",12-2019,Family,2020-01-28 15:29:32.778525
