REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,2,257,星海湾北,5.0,2019-07-25,Not Available,位于牛车水与来福士坊之间，新加坡华裔的历史遗迹之一。值得去看看。,2020-02-16 18:07:51.347426
,2,257,M515shunyi1618,5.0,2019-06-24,Not Available,福德祠在新加坡比较古老的一间中国祠堂，关闭之后改成了博物馆。,2020-02-16 18:07:51.358652
,2,257,sunnycccc,5.0,2018-02-20,Not Available,博物馆挺有意思的 小小的很袖珍,2020-02-16 18:07:51.371825
,2,257,SISISIY,5.0,2018-06-15,Not Available,这里曾经是刚刚从中国漂洋过海来的华人上岸后第一个要拜的庙宇，这里记载的是华人的祖先所经历过的苦难与辉煌成就,2020-02-16 18:07:51.383035
,2,257,煊煊煊煊,4.0,2017-12-06,Not Available,这是新加坡最古老的庙宇之一，也是新加坡第一座中国寺庙。1998年这里开设成为一个博物馆，有一些微缩景观，展示了早期中国移民的生活场景。,2020-02-16 18:07:51.390946
,2,257,猫111,4.0,2015-08-02,Not Available,福德祠是个有近200年历史的华人庙宇，不大但很精彩，显眼的位置放着一艘一帆风顺的船，船的前面有一个旧时街景模型，后面还有一个小院落，有口缸，缸大概是旧物。,2020-02-16 18:07:51.397787
,2,257,爱爱李,5.0,2016-01-19,Not Available,福德祠博物馆是一个华人修建的，这里的建筑历史大约几百年的历史，很多地方都是后来修缮的，里面有一些古老的家具，能感觉中国古代南方人生活的一个方式和特扎鞥。,2020-02-16 18:07:51.406008
,2,257,300****109,5.0,2017-12-21,Not Available,博物馆展品很多，各种主题展览，学到很多东西。,2020-02-16 18:07:51.412467
,2,257,M53****251,4.0,2017-12-31,Not Available,博物馆还是比较有特色的，去一次看看挺有意思,2020-02-16 18:07:51.419832
,2,257,游在这方天地,5.0,2015-10-08,Not Available,曾经是新加坡最古老的中国寺庙，现在改成博物馆，面积不大很精致，微型模型很逼真。,2020-02-16 18:07:51.425840
,2,257,_ceai****5795,3.0,2018-01-22,Not Available,了解和体会当年华人南洋打工的辛酸。,2020-02-16 18:07:55.721299
,2,257,M25****8528,5.0,2017-12-06,Not Available,这个博物馆很有特色哦 可以参观一下,2020-02-16 18:07:55.725947
,2,257,cd****ei,4.0,2015-08-30,Not Available,"福德祠是新加坡最古老的寺庙之一, 朴实建筑艺术、景观设计及特殊位置让人感觉古韵十足，仿佛穿越。",2020-02-16 18:07:55.730318
,2,257,乐乐张姐,5.0,2015-09-16,Not Available,很多模型都是等比例缩小的，所以感觉很有真实感，这里记录了不少当时的生活和艺术,2020-02-16 18:07:55.734577
,2,257,coldwar,4.0,2017-10-23,Not Available,这栋建筑从十九世纪早期到1994年一直是福德祠，在它关闭之后，这座建筑被改造成了一座博物馆。在中国早期移民到新加坡的一个小范围的历史，祠堂都是移民为了纪念先祖的地方，有很多中国古代的文物可以看。,2020-02-16 18:07:55.738707
,2,257,国瑞,5.0,2018-03-15,Not Available,这里好玩吗？有去过的小伙伴们说一下吧？,2020-02-16 18:07:55.742722
,2,257,tai****000,5.0,2016-10-18,Not Available,福德祠博物馆其实是新加坡最早最古老的一个中国寺庙，现在这里成为了一个博物馆，主要展品展示了两百多年前华人移民来到新加坡之后的的生活与和劳动的变迁，展示的方式是场景模型的方式。,2020-02-16 18:07:55.746469
,2,257,110****090,5.0,2016-06-07,Not Available,福德祠博物馆是新加坡比较古老的庙宇之一，这里有大概200年的历史了，来这里参观的游客不太多。,2020-02-16 18:07:55.750029
