REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,2,32,Tom Hung,5.0,2019-09-27,Not Available,新加坡少數留存的聖女修道院，建築風格融合哥特式及現代建築的特色，建築結構宏偉壯觀，是重要的歷史古蹟，目前已改建成以高級精品餐廳為主的休閒場所，每到入夜時分，便湧現眾多遊客來此品嚐各式美食。,2020-02-16 14:56:26.865602
,2,32,M48****413,5.0,2019-12-03,Not Available,新加坡的赞美广场是一座非常神圣的基督教教堂，它的规模要比圣安德烈教堂小一点，但是同样也是洁白的外墙，显得非常的神圣。这里每天几乎都有唱诵班在这里歌唱《圣经》，真的不愧为赞美广场这个名字。,2020-02-16 14:56:26.872030
,2,32,天生哥,5.0,2019-12-05,Not Available,新加坡众多教堂里算是比较小众的一座教堂了 但是还是非常漂亮的 白色的外墙 看上去庄严肃穆 这里白天有很多新人来这里拍婚纱照 确实是拍照圣地 太美了！只是他们不知道 这里到了晚上还有另一种美！,2020-02-16 14:56:26.878686
,2,32,tiramisu1130,5.0,2019-11-29,Not Available,赞美广场感觉就像是新加坡的新天地，也是《Crazy Rich Asians》的取景地，举办教堂婚礼和happy hour的好去处 还有图三的Mojito也是喝到过最棒的莫吉托！,2020-02-16 14:56:26.885349
,2,32,M53****316,5.0,2019-11-25,Not Available,赞美广场就在我住的卡尔登酒店对面，走路五分钟就到了，新加坡花园城市干净，绿植多，当地人喜欢一边喝 一边 球赛，更有一些人躺在赞美广场的草坪上 相当惬意悠闲，赞美广场比较小，随手一拍却很美,2020-02-16 14:56:26.891653
,2,32,M30****5169,5.0,2019-09-15,Not Available,不做过多的描述啦，直接摆事实举例子吧。妈妈到了就不走了，这儿坐一会儿那儿靠一会儿，怎么看怎么喜欢。舒小凡这儿拍拍那拍拍……我一会儿找老妈，一会儿找舒小凡，也是操碎了心。从天亮到天黑，这都是美的不可方物。,2020-02-16 14:56:26.897588
,2,32,M30****5232,5.0,2019-09-14,Not Available,赞美广场是 新加坡 重要的历史古迹之一，它位于 维多利亚 街，原为教堂，然后成为女子学校， 后再经翻修为教堂。历经世代演变，融合现代与五种新歌德式古典的建筑，因其拥有旧世纪的风格，吸引了大批游客到此寻求一种特别的风味感受。,2020-02-16 14:56:26.903576
,2,32,135****5248,5.0,2017-03-14,Not Available,赞美广场，是世界上仅存的几个女修道院之一，大厅里播放着纪录片，诉说历史的由来。哥特式教堂，白色外墙，前院的人工瀑布与喷泉，有欧式古典风格。地下一层，是餐厅酒吧。,2020-02-16 14:56:26.909204
,2,32,山水人生,5.0,2016-12-16,Not Available,随后我们走进位于街角对面的赞美广场，这是一个位于世界上为数不多的女修道院，也算是新加坡的历史古迹。高大的修道院没有开门，在宁静的清晨之中显得非常幽静。其周围除了廊坊围绕的房屋，还带有下沉式的广场，曾在网上看到网友介绍说，这是新加坡最美丽的用餐地方。我们只能在修道院的身旁观赏建筑外景，而周边的很多家中西式餐厅也都是门窗紧闭。又是一个显得冷冷清清的场面，在新加坡每天早上九点以前一起似乎都还有苏醒，而晚上九点以后繁荣喧嚣则一切还在延续，这是一个时间有点滞后的国度。,2020-02-16 14:56:26.913945
,2,32,诗意情节,5.0,2019-11-29,Not Available,赞美广场总让人忍不住多拍几张照 哇噢～这里的夜景真的是太美了！童话故事啊！感觉来到这里的人都幸福感满满！又充满了教堂的神圣感！怪不得这里变成了拍照圣地！,2020-02-16 14:56:26.918000
,2,32,鱼色小药丸,0.0,2019-12-18,Not Available,"新加坡的那些网红拍照点 新加坡在我眼里，一年四季都是五颜六色的， 而正因为它的丰富色彩，成为了许多摄影师们的宠儿。而这次，我暴走新加坡，去了很多出片地打卡，至于哪些可以去，哪些会踩雷，下面的攻略我要敲黑板了。 赞美广场 白色，象征着干净、纯洁，所以白色教堂，总是会受更多人喜欢些，而坐落于维多利亚街道的赞美教堂，就是这样的一个存在。 地址：30 Victoria Street, Singapore 187996 推荐指数： 旧禧街警察局 这是由927扇彩虹般的窗户闻名的建筑，现在是新闻及艺术部大厦所在地，离福康宁公园挺近的，这一扇扇小窗户，特别适合拍照。 地址：140 Hill St, Singapore 179369 推荐指数： 福康宁公园 福康宁公园这个属于新进网红景点，主要是ins上比较火的，而且其离旧禧街警察局挺近的，于是我们决定走过去看看，万万没想到，这个公园还挺大的。 而这个公园里最热门的打卡地，是龙之穴，在蜿蜒的楼梯尽头，抬头可以看到蓝色天空和参天大树，你还可以或站或坐在螺旋阶梯上拍照。许是拍出来的景太美，竟然排队拍照的人像一条长龙般看不到尽头，没有一个小时排队估计拍不到。 地址：River Valley Rd, Singapore 179037 推荐指数： 鱼尾狮公园 作为第一次来新加坡的游客，鱼尾狮公园可以说是必须打卡的地方了。来之前看到新闻说鱼尾狮也拆掉了，吓我一跳，后来才知是圣淘沙那里的鱼尾狮雕像，而最具标志性的鱼尾狮公园，还是好好的在那呢！ 地址：1 Fullerton Rd, Singapore 049213 推荐指数： 哈芝巷 哈芝巷其实是一条小巷子，巷子的两边有很多小店铺，可以逛逛。当然除了各式的小店让人着迷之外，店主们也费尽心思，为店铺的周围装饰和涂鸦，这也成了哈芝巷的另一道风景线。 地址：Haji Lane, Singapore 推荐指数：",2020-02-16 14:56:30.647197
