REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,4,0,//www.qyer.com/u/6303027,5,2019-10-17,如果没有在滨海湾金沙住，就没有办法去57层顶上的无边泳池，那么Sky Park是很好的拍夜景选择。这里力荐一下支付宝心想狮城卡，换取金沙尊享会员三个月会籍后，每个月可享受6张Sky Park门票，每天限2张；还可以免费升房，非常省钱好用。,2020-01-31 16:11:48.036578
,4,0,//www.qyer.com/u/2759091,4,2019-09-25,景色非常棒，特别是夜景真的无敌。但说实在的其内部的路线设计很不人性化，爬上爬下电梯负载不够，并且有好几处瓶颈，弄的不好容易人挤人出事故。,2020-01-31 16:11:48.045927
,4,0,//www.qyer.com/u/9738108,5,2019-05-27,本来想咬牙住一晚，但是真的是太贵了。。放买了票去顶上参观。。。三座塔楼呈倾斜姿态(斜角为26 度)，其笔直塔身相交于第23 层楼，形成了单体建筑的造型——滨海湾金沙酒店堪称有史以来拥有最复杂设计的酒店。在朝海露台上可以看到极为壮观的景色，而其所延伸出的“空中花园”葱茏青翠，向海湾的方向延伸，令人惊叹，可以以360 度全角俯瞰新加坡。这片1.2 公顷的热带绿洲比横躺下的埃菲尔铁塔还要长，而且尺度宽阔，足以停放4 架半A380 大型喷气式客机。这里还拥有全世界最大型的公共悬臂，有观景台、园林、餐厅、酒吧以及一座无边泳池，在这里游泳的体验将会是毕生难忘。,2020-01-31 16:11:48.052129
,4,0,//www.qyer.com/u/12398214,5,2020-01-22,真的炒鸡棒的，楼顶的泳池视野也很赞。爽到了，就是价格的确也很美丽,2020-01-31 16:11:48.059137
,4,0,//www.qyer.com/u/3618817,5,2020-01-17,这次带老人和小朋友一起住了二晚，享受了无边游泳池的美景和空中花园，地理位置得天独厚，建筑性的地标世界著名，值得。,2020-01-31 16:11:48.064253
,4,0,//www.qyer.com/u/1601481,4,2020-01-07,"非常摩登,夜景漂亮且上镜,是新加坡天际线的最大亮点,没有之一",2020-01-31 16:11:48.068838
,4,0,//www.qyer.com/u/12308347,5,2019-12-17,新加波著名的鱼尾狮像坐落于新加波河畔，是新加波的标志和象征。滨海湾公园有多棵巨大的超级树，仿佛来到了另一个星球，这些树是一座座垂直的花园，新加坡一片绿色不愧是世外桃源。,2020-01-31 16:11:48.074326
,4,0,//www.qyer.com/u/2925158,4,2019-12-13,空中花园可以在携程或者飞猪上订票，晚上10点钟之前随定随进。楼下购物商场的前台坚持说9点半就不能进了，纯粹bullshit，放心上去。空中花园的夜景非常好看，很适合打卡拍照，恐高者慎。,2020-01-31 16:11:48.081106
,4,0,//www.qyer.com/u/1523743,1,2019-10-30,有钱人去的地方 money足了想去哪不行 就是一个噱头 不喜欢,2020-01-31 16:11:48.085581
,4,0,//www.qyer.com/u/12089844,5,2019-10-11,酒店房间其实不大，设施和国内五星也差不多，唯一2个优势：一从房间阳台可以将整个新加坡市中心美景尽收眼底，二可以去金沙55层的露天泳池，环境很好，老外居多，不是很拥挤，非常惬意！,2020-01-31 16:11:48.091502
