0,"532 Upper Serangoon Road #01-354 Lorong 5 Toa Payoh Food Centre, Singapore 534547 Singapore",Serangoon,"1.34584,103.87156","Chinese, Asian","[u'$, Chinese, Asian']","Takeout, Seating",9001,Dinner,Song Kee Fishball Noodle,,,4.0,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_25,ui_bubble_rating bubble_35,17 reviews,
0,"12 Kallang Avenue, #02-07/08 Aperia Mall, Singapore 339511 Singapore",Kallang,"1.31041,103.86412",,[],,9002,,GOHAN CAFE by Kacyo - CLOSED   ,tel:+65 6702 4589,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,11 reviews,
0,"39 Duxton Hill, Singapore 089617 Singapore",Outram,"1.27855,103.84291","Mediterranean, Spanish","[u'$$$$, Mediterranean, Spanish']",,9003,"Lunch, Dinner",Tapas 39 - CLOSED   ,tel:+65 6221 4235,S$50 - S$80,5.0,,,,,5 reviews,
0,"6 Eu Tong Sen Street The Central #03-92/95 Central, Singapore 059817 Singapore",Central Area/City Area,"1.288424,103.846695","Asian, Korean, Soups","[u'$$ - $$$, Asian, Korean, Soups']","Seating, Table Service, Wheelchair Accessible",9004,"Lunch, Dinner",Seoul Yummy,tel:+65 6227 8802,,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,20 reviews,
0,"310 Lavender Street, Singapore 338815 Singapore",Lavender,"1.31512,103.85945","Asian, Chinese","[u'Asian, Chinese, Vegan Options, Vegetarian Friendly']",,9005,"Lunch, Dinner",Fo You Yuan Vegetarian Restaurant (Lavender Street),tel:+65 6744 8009,,4.0,ui_bubble_rating bubble_30,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,17 reviews,"Vegan Options, Vegetarian Friendly"
0,"29 Tai Thong Crescent Sennett Estate Lao Zhong Zhong Eating House, Singapore 347858 Singapore",Toa Payoh,"1.328905,103.869804","Chinese, Asian","[u'$, Quick Bites, Chinese, Asian']",,9006,,Lao Zhong Zhong Fine Spice Stall,tel:+65 9693 2103,,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,ui_bubble_rating bubble_45,9 reviews,
0,"200 Turf Club Road #01-12 the Grandstand, Singapore 287994 Singapore",Swiss Club,"1.33769,103.79361","Japanese, Sushi, Asian","[u'Japanese, Sushi, Asian']","Seating, Table Service",9007,,Yoyogigrandstand - CLOSED   ,tel:+65 6468 8826,,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,12 reviews,
0,"18 Marina Gardens Drive Gardens By the Bay Gardens By the Bay, Singapore 018953 Singapore",Central Area/City Area,"1.281551,103.86419","Chinese, Cafe, Asian, Singaporean","[u'$$ - $$$, Chinese, Cafe, Asian']","Takeout, Seating, Wheelchair Accessible, Reservations",9008,"Lunch, Dinner, Breakfast",Hill Street Coffee Shop,tel:+65 6636 3323,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_30,ui_bubble_rating bubble_30,122 reviews,
0,"2 Jurong East Street 21 Imm Building IMM Building #01-46, Singapore 609601 Singapore",Toh Guan,"1.3349,103.74696","Chinese, Indian, Asian, Indonesian, Malaysian","[u'$, Chinese, Indian, Asian']","Takeout, Seating, Digital Payments",9009,"Breakfast, Lunch, Dinner",Red Ginger,tel:+65 6567 3077,,4.0,,,,,10 reviews,
0,"49 Cuppage Road Cappage Terrace, Singapore 229466 Singapore",Somerset,"1.302288,103.84053","Bar, Pub, Pizza","[u'$$ - $$$, Bar, Pub, Pizza']",,9010,Lunch,Cable Car 1890's Saloon,tel:+65 6835 3545,S$21 - S$69,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,40 reviews,
0,"435 Orchard Road #04-44 Wisma Atria Wisma Atria Shopping Centre, Singapore 238877 Singapore",Boulevard,"1.30375,103.833435","Japanese, Asian","[u'Japanese, Asian']","Reservations, Seating, Wheelchair Accessible, Table Service",9011,"Dinner, Lunch",Nabe Seizan,tel:+65 6262 3259,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,22 reviews,
0,"703 Ang Mo Kio Ave 8 01-2543, Singapore 560704 Singapore",Ang Mo Kio,"1.36977,103.84733",Cafe,[u'Cafe'],,9012,,Koi Cafe,tel:+65 6459 1518,,4.5,,,,,8 reviews,
0,"201 Henderson Road Apex @ Henderson #01-06, Apex at Henderson, Singapore 159545 Singapore",Bukit Merah,"1.28259,103.82022","Asian, Grill, Singaporean","[u'$$ - $$$, Asian, Grill, Singaporean']",,9013,"Lunch, Dinner",Garang Grill - CLOSED   ,tel:+65 9740 6870,S$10 - S$55,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,9 reviews,
0,"Merlion Plz, 3 Siloso Rd #01-04 Merlion Plaza, Singapore Singapore",Sentosa Island,"1.25423,103.81941","Fast food, American","[u'$, Quick Bites, Fast food, American']","Takeout, Seating, Wheelchair Accessible",9014,Lunch,KFC,tel:+65 6274 6453,,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_35,82 reviews,
0,"150 Tyrwhitt Road, Singapore 207563 Singapore",Lavender,"1.31155,103.86039",Cafe,"[u'$$ - $$$, Cafe']",,9015,,Papa Palheta,,,4.5,,ui_bubble_rating bubble_50,ui_bubble_rating bubble_50,ui_bubble_rating bubble_50,13 reviews,
