POI_INDEX,TOTAL_REVIEWS,RANKING,POI_TYPE,TRIP_TYPE,AVERAGE_RATING,RATING_5_COUNT,RATING_4_COUNT,RATING_3_COUNT,RATING_2_COUNT,RATING_1_COUNT,ABOUT,ADDRESS,ATTRIBUTES_CRAWLED_TIME
36,220,182,"Sights & Landmarks, Other, Neighbourhoods",Family,4.163636363636364,80,103,30,7,0,"Visitors who enjoy a little bargaining will find it here among the historic shops selling textiles, perfume and more. Along with traditional Muslim food offerings, some Western restaurants have settled into the area, creating a Singaporean blend of cultures. Make sure to stop at the island’s largest mosque, the Sultan Mosque, a landmark in the Kampong Glam Malay Heritage District.","Singapore 199745, Singapore",2020-01-30 09:14:02.002282
36,376,182,"Sights & Landmarks, Other, Neighbourhoods",Couples,4.082446808510639,122,181,59,10,4,"Visitors who enjoy a little bargaining will find it here among the historic shops selling textiles, perfume and more. Along with traditional Muslim food offerings, some Western restaurants have settled into the area, creating a Singaporean blend of cultures. Make sure to stop at the island’s largest mosque, the Sultan Mosque, a landmark in the Kampong Glam Malay Heritage District.","Singapore 199745, Singapore",2020-01-30 09:16:35.651402
36,152,182,"Sights & Landmarks, Other, Neighbourhoods",Solo,4.072368421052632,54,64,27,5,2,"Visitors who enjoy a little bargaining will find it here among the historic shops selling textiles, perfume and more. Along with traditional Muslim food offerings, some Western restaurants have settled into the area, creating a Singaporean blend of cultures. Make sure to stop at the island’s largest mosque, the Sultan Mosque, a landmark in the Kampong Glam Malay Heritage District.","Singapore 199745, Singapore",2020-01-30 09:20:27.931039
36,43,182,"Sights & Landmarks, Other, Neighbourhoods",Business,4.162790697674419,17,17,8,1,0,"Visitors who enjoy a little bargaining will find it here among the historic shops selling textiles, perfume and more. Along with traditional Muslim food offerings, some Western restaurants have settled into the area, creating a Singaporean blend of cultures. Make sure to stop at the island’s largest mosque, the Sultan Mosque, a landmark in the Kampong Glam Malay Heritage District.","Singapore 199745, Singapore",2020-01-30 09:22:15.935146
36,246,182,"Other, Sights & Landmarks, Neighbourhoods",Friends,4.150406504065041,94,106,36,9,1,"Visitors who enjoy a little bargaining will find it here among the historic shops selling textiles, perfume and more. Along with traditional Muslim food offerings, some Western restaurants have settled into the area, creating a Singaporean blend of cultures. Make sure to stop at the island’s largest mosque, the Sultan Mosque, a landmark in the Kampong Glam Malay Heritage District.","Singapore 199745, Singapore",2020-01-30 09:23:02.164346
37,140,176,"Nature & Parks, Sights & Landmarks, Water & Amusement Parks, More",Family,3.857142857142857,38,53,42,5,2,"Haw Par Villa - formerly known as the Tiger Balm Garden – is an 8.5-hectare Asian cultural park, the last of its kind in the world. Built in 1937, Singapore’s largest outdoor art gallery is the brainchild of Aw Boon Haw, millionaire philanthropist and marketing extraordinaire who gifted the world Tiger Balm. The eclectic park is a treasure trove of Asian culture, history, philosophy and religion – quirky yet enlightening at the same time. Since 2015, it is managed Journeys Pte Ltd, an award-winning heritage specialist passionate in preserving and bringing the heritage gem to greater heights.","262 Pasir Panjang Road Haw Par Villa | 1-min walk from Haw Par Villa MRT Station, Singapore 118628, Singapore",2020-01-30 09:25:27.067167
37,172,176,"Sights & Landmarks, Nature & Parks, Water & Amusement Parks, More",Couples,4.087209302325581,65,70,28,5,4,"Haw Par Villa - formerly known as the Tiger Balm Garden – is an 8.5-hectare Asian cultural park, the last of its kind in the world. Built in 1937, Singapore’s largest outdoor art gallery is the brainchild of Aw Boon Haw, millionaire philanthropist and marketing extraordinaire who gifted the world Tiger Balm. The eclectic park is a treasure trove of Asian culture, history, philosophy and religion – quirky yet enlightening at the same time. Since 2015, it is managed Journeys Pte Ltd, an award-winning heritage specialist passionate in preserving and bringing the heritage gem to greater heights.","262 Pasir Panjang Road Haw Par Villa | 1-min walk from Haw Par Villa MRT Station, Singapore 118628, Singapore",2020-01-30 09:26:58.476495
37,103,176,"Sights & Landmarks, Nature & Parks, Water & Amusement Parks, More",Solo,4.0873786407766985,31,53,17,1,1,"Haw Par Villa - formerly known as the Tiger Balm Garden – is an 8.5-hectare Asian cultural park, the last of its kind in the world. Built in 1937, Singapore’s largest outdoor art gallery is the brainchild of Aw Boon Haw, millionaire philanthropist and marketing extraordinaire who gifted the world Tiger Balm. The eclectic park is a treasure trove of Asian culture, history, philosophy and religion – quirky yet enlightening at the same time. Since 2015, it is managed Journeys Pte Ltd, an award-winning heritage specialist passionate in preserving and bringing the heritage gem to greater heights.","262 Pasir Panjang Road Haw Par Villa | 1-min walk from Haw Par Villa MRT Station, Singapore 118628, Singapore",2020-01-30 09:28:54.298548
37,3,176,"Nature & Parks, Water & Amusement Parks, Sights & Landmarks, More",Business,4.666666666666667,2,1,0,0,0,"Haw Par Villa - formerly known as the Tiger Balm Garden – is an 8.5-hectare Asian cultural park, the last of its kind in the world. Built in 1937, Singapore’s largest outdoor art gallery is the brainchild of Aw Boon Haw, millionaire philanthropist and marketing extraordinaire who gifted the world Tiger Balm. The eclectic park is a treasure trove of Asian culture, history, philosophy and religion – quirky yet enlightening at the same time. Since 2015, it is managed Journeys Pte Ltd, an award-winning heritage specialist passionate in preserving and bringing the heritage gem to greater heights.","262 Pasir Panjang Road Haw Par Villa | 1-min walk from Haw Par Villa MRT Station, Singapore 118628, Singapore",2020-01-30 09:30:06.275197
37,129,176,"Nature & Parks, Sights & Landmarks, Water & Amusement Parks, More",Friends,4.038759689922481,40,59,25,5,0,"Haw Par Villa - formerly known as the Tiger Balm Garden – is an 8.5-hectare Asian cultural park, the last of its kind in the world. Built in 1937, Singapore’s largest outdoor art gallery is the brainchild of Aw Boon Haw, millionaire philanthropist and marketing extraordinaire who gifted the world Tiger Balm. The eclectic park is a treasure trove of Asian culture, history, philosophy and religion – quirky yet enlightening at the same time. Since 2015, it is managed Journeys Pte Ltd, an award-winning heritage specialist passionate in preserving and bringing the heritage gem to greater heights.","262 Pasir Panjang Road Haw Par Villa | 1-min walk from Haw Par Villa MRT Station, Singapore 118628, Singapore",2020-01-30 09:30:32.870146
38,120,109,Nature & Parks,Family,4.141666666666667,37,68,11,3,1,"Fort Canning Park is one of Singapore's most historic landmarks. It has witnessed Singapore's golden age, when Malay Kings ruled from its peak, and watched as the island transformed from a sleepy fishing village into a vibrant trading hub in the 19th century. During World War II, the hill was instrumental in Singapore's war efforts with numerous military buildings located there. One of these buildings was the Fort Canning Bunker or Battle Box, where the decision to surrender Singapore to the Japanese was made by the British. Many war relics from Singapore's colourful history have survived on the hill and are still visible today.Although the hill has since lost its imposing stature, its distinctive charm still remains. The lush lawns draw picnics, concerts, theatre productions and festivals, while weddings, parties and gatherings are a regular sight in the park's elegant indoor function rooms. Visit the park today and experience the tranquillity once enjoyed by the Malay royals of yore.","River Valley Rd, Singapore 179038, Singapore",2020-01-30 09:32:03.116860
38,248,109,Nature & Parks,Couples,4.245967741935484,94,123,29,2,0,"Fort Canning Park is one of Singapore's most historic landmarks. It has witnessed Singapore's golden age, when Malay Kings ruled from its peak, and watched as the island transformed from a sleepy fishing village into a vibrant trading hub in the 19th century. During World War II, the hill was instrumental in Singapore's war efforts with numerous military buildings located there. One of these buildings was the Fort Canning Bunker or Battle Box, where the decision to surrender Singapore to the Japanese was made by the British. Many war relics from Singapore's colourful history have survived on the hill and are still visible today.Although the hill has since lost its imposing stature, its distinctive charm still remains. The lush lawns draw picnics, concerts, theatre productions and festivals, while weddings, parties and gatherings are a regular sight in the park's elegant indoor function rooms. Visit the park today and experience the tranquillity once enjoyed by the Malay royals of yore.","River Valley Rd, Singapore 179038, Singapore",2020-01-30 09:33:32.934612
38,157,109,Nature & Parks,Solo,4.292993630573249,67,72,16,1,1,"Fort Canning Park is one of Singapore's most historic landmarks. It has witnessed Singapore's golden age, when Malay Kings ruled from its peak, and watched as the island transformed from a sleepy fishing village into a vibrant trading hub in the 19th century. During World War II, the hill was instrumental in Singapore's war efforts with numerous military buildings located there. One of these buildings was the Fort Canning Bunker or Battle Box, where the decision to surrender Singapore to the Japanese was made by the British. Many war relics from Singapore's colourful history have survived on the hill and are still visible today.Although the hill has since lost its imposing stature, its distinctive charm still remains. The lush lawns draw picnics, concerts, theatre productions and festivals, while weddings, parties and gatherings are a regular sight in the park's elegant indoor function rooms. Visit the park today and experience the tranquillity once enjoyed by the Malay royals of yore.","River Valley Rd, Singapore 179038, Singapore",2020-01-30 09:36:24.659311
38,28,109,Nature & Parks,Business,4.178571428571429,11,13,3,0,1,"Fort Canning Park is one of Singapore's most historic landmarks. It has witnessed Singapore's golden age, when Malay Kings ruled from its peak, and watched as the island transformed from a sleepy fishing village into a vibrant trading hub in the 19th century. During World War II, the hill was instrumental in Singapore's war efforts with numerous military buildings located there. One of these buildings was the Fort Canning Bunker or Battle Box, where the decision to surrender Singapore to the Japanese was made by the British. Many war relics from Singapore's colourful history have survived on the hill and are still visible today.Although the hill has since lost its imposing stature, its distinctive charm still remains. The lush lawns draw picnics, concerts, theatre productions and festivals, while weddings, parties and gatherings are a regular sight in the park's elegant indoor function rooms. Visit the park today and experience the tranquillity once enjoyed by the Malay royals of yore.","River Valley Rd, Singapore 179038, Singapore",2020-01-30 09:38:22.725966
38,90,109,Nature & Parks,Friends,4.322222222222222,36,48,5,1,0,"Fort Canning Park is one of Singapore's most historic landmarks. It has witnessed Singapore's golden age, when Malay Kings ruled from its peak, and watched as the island transformed from a sleepy fishing village into a vibrant trading hub in the 19th century. During World War II, the hill was instrumental in Singapore's war efforts with numerous military buildings located there. One of these buildings was the Fort Canning Bunker or Battle Box, where the decision to surrender Singapore to the Japanese was made by the British. Many war relics from Singapore's colourful history have survived on the hill and are still visible today.Although the hill has since lost its imposing stature, its distinctive charm still remains. The lush lawns draw picnics, concerts, theatre productions and festivals, while weddings, parties and gatherings are a regular sight in the park's elegant indoor function rooms. Visit the park today and experience the tranquillity once enjoyed by the Malay royals of yore.","River Valley Rd, Singapore 179038, Singapore",2020-01-30 09:38:59.929145
39,129,74,"Nature & Parks, Bodies of Water",Family,4.496124031007752,70,53,6,0,0,Certificate of Excellence,"Off Lornie Road, Singapore, Singapore",2020-01-30 09:40:18.612786
39,143,74,"Nature & Parks, Bodies of Water",Couples,4.55944055944056,87,49,7,0,0,Certificate of Excellence,"Off Lornie Road, Singapore, Singapore",2020-01-30 09:41:46.410667
39,96,74,"Nature & Parks, Bodies of Water",Solo,4.572916666666667,60,31,5,0,0,Certificate of Excellence,"Off Lornie Road, Singapore, Singapore",2020-01-30 09:43:24.201533
39,17,74,"Nature & Parks, Bodies of Water",Business,4.647058823529412,13,3,0,1,0,Certificate of Excellence,"Off Lornie Road, Singapore, Singapore",2020-01-30 09:44:43.122860
39,143,74,"Nature & Parks, Bodies of Water",Friends,4.55944055944056,85,53,5,0,0,Certificate of Excellence,"Off Lornie Road, Singapore, Singapore",2020-01-30 09:45:09.300886
40,67,143,"Sights & Landmarks, Bridges",Family,4.298507462686567,28,32,6,1,0,"Henderson Waves, the highest pedestrian bridge in Singapore, connects Mount Faber Park to Telok Blangah Hill Park.","221 Henderson Road Henderson Building, Singapore 159557, Singapore",2020-01-30 09:46:47.618616
40,113,143,"Sights & Landmarks, Bridges",Couples,4.345132743362832,56,42,13,2,0,"Henderson Waves, the highest pedestrian bridge in Singapore, connects Mount Faber Park to Telok Blangah Hill Park.","221 Henderson Road Henderson Building, Singapore 159557, Singapore",2020-01-30 09:47:56.489471
40,65,143,"Sights & Landmarks, Bridges",Solo,4.246153846153846,30,24,9,1,1,"Henderson Waves, the highest pedestrian bridge in Singapore, connects Mount Faber Park to Telok Blangah Hill Park.","221 Henderson Road Henderson Building, Singapore 159557, Singapore",2020-01-30 09:49:25.453019
40,6,143,"Sights & Landmarks, Bridges",Business,4.5,4,1,1,0,0,"Henderson Waves, the highest pedestrian bridge in Singapore, connects Mount Faber Park to Telok Blangah Hill Park.","221 Henderson Road Henderson Building, Singapore 159557, Singapore",2020-01-30 09:50:28.583472
40,94,143,"Sights & Landmarks, Bridges",Friends,4.329787234042554,41,43,10,0,0,"Henderson Waves, the highest pedestrian bridge in Singapore, connects Mount Faber Park to Telok Blangah Hill Park.","221 Henderson Road Henderson Building, Singapore 159557, Singapore",2020-01-30 09:50:52.875079
41,81,98,"Nature & Parks, Nature & Wildlife Areas",Family,4.432098765432099,46,25,9,1,0,"This 200-acre reserve, situated north of the island, is home to over 150 species of rare and exotic birds.","301 Neo Tiew Crescent Sungei Buloh Wetland Reserve, Singapore 718925, Singapore",2020-01-30 09:52:11.757944
41,74,98,"Nature & Parks, Nature & Wildlife Areas",Couples,4.608108108108109,49,22,2,1,0,"This 200-acre reserve, situated north of the island, is home to over 150 species of rare and exotic birds.","301 Neo Tiew Crescent Sungei Buloh Wetland Reserve, Singapore 718925, Singapore",2020-01-30 09:53:13.101694
41,49,98,"Nature & Parks, Nature & Wildlife Areas",Solo,4.469387755102041,28,17,3,1,0,"This 200-acre reserve, situated north of the island, is home to over 150 species of rare and exotic birds.","301 Neo Tiew Crescent Sungei Buloh Wetland Reserve, Singapore 718925, Singapore",2020-01-30 09:54:16.019343
41,16,98,"Nature & Parks, Nature & Wildlife Areas",Business,4.5,8,8,0,0,0,"This 200-acre reserve, situated north of the island, is home to over 150 species of rare and exotic birds.","301 Neo Tiew Crescent Sungei Buloh Wetland Reserve, Singapore 718925, Singapore",2020-01-30 09:55:07.736677
41,98,98,"Nature & Parks, Nature & Wildlife Areas",Friends,4.26530612244898,43,42,10,2,1,"This 200-acre reserve, situated north of the island, is home to over 150 species of rare and exotic birds.","301 Neo Tiew Crescent Sungei Buloh Wetland Reserve, Singapore 718925, Singapore",2020-01-30 09:55:33.124027
42,57,131,"Sights & Landmarks, Historic Sites",Family,4.4035087719298245,29,22,6,0,0,"CHIJMES (pronounced “chimes”) stands for the Convent of the Holy Infant Jesus, a Neo-Classical style building which houses one of Singapore’s most aesthetically-pleasing dining and entertainment venues.","30 Victoria Street Chijmes, Singapore 187996, Singapore",2020-01-30 09:56:43.474722
42,130,131,"Sights & Landmarks, Historic Sites",Couples,4.2384615384615385,56,56,12,5,1,"CHIJMES (pronounced “chimes”) stands for the Convent of the Holy Infant Jesus, a Neo-Classical style building which houses one of Singapore’s most aesthetically-pleasing dining and entertainment venues.","30 Victoria Street Chijmes, Singapore 187996, Singapore",2020-01-30 09:57:44.743588
42,44,131,"Sights & Landmarks, Historic Sites",Solo,4.136363636363637,17,18,8,0,1,"CHIJMES (pronounced “chimes”) stands for the Convent of the Holy Infant Jesus, a Neo-Classical style building which houses one of Singapore’s most aesthetically-pleasing dining and entertainment venues.","30 Victoria Street Chijmes, Singapore 187996, Singapore",2020-01-30 09:59:14.902999
42,28,131,"Sights & Landmarks, Historic Sites",Business,4.285714285714286,13,12,2,0,1,"CHIJMES (pronounced “chimes”) stands for the Convent of the Holy Infant Jesus, a Neo-Classical style building which houses one of Singapore’s most aesthetically-pleasing dining and entertainment venues.","30 Victoria Street Chijmes, Singapore 187996, Singapore",2020-01-30 10:00:08.776310
42,119,131,"Sights & Landmarks, Historic Sites",Friends,4.117647058823529,41,61,11,2,4,"CHIJMES (pronounced “chimes”) stands for the Convent of the Holy Infant Jesus, a Neo-Classical style building which houses one of Singapore’s most aesthetically-pleasing dining and entertainment venues.","30 Victoria Street Chijmes, Singapore 187996, Singapore",2020-01-30 10:00:43.885313
43,142,59,"Museums, Speciality Museums",Family,4.669014084507042,99,40,2,1,0,"The colourful past of Chinatown comes alive within the walls of these three beautifully-restored shophouses on Pagoda Street, comfortably nestled in the midst of Singapore's bustling Chinatown district. Every nook and cranny in the Chinatown Heritage Centre pulsates with the memories of yesteryear, offering an experience like no other as one is transported to Chinatown in the budding years of Singapore's establishment as a seaport. From the desperate hopefulness of the many ""Sinkheh"" (new migrants) - risking life and limb to embark on an arduous journey from the various Chinese provinces to the promised land of Singapore - to the raw, seedy and underground practices of gambling dens and secret societies, be prepared to experience a sense of nostalgia and sentimentality as you step into the pages of Chinatown's history. The Chinatown Heritage Centre is the only place in Singapore that has recreated the original interiors of its shophouse tenants in the 1950s, offering visitors an honest, revealing glimpse into the lives of Chinatown's early residents.","48 Pagoda Street, Singapore 059207, Singapore",2020-01-30 10:02:16.156566
43,302,59,"Museums, Speciality Museums",Couples,4.645695364238411,215,73,9,4,1,"The colourful past of Chinatown comes alive within the walls of these three beautifully-restored shophouses on Pagoda Street, comfortably nestled in the midst of Singapore's bustling Chinatown district. Every nook and cranny in the Chinatown Heritage Centre pulsates with the memories of yesteryear, offering an experience like no other as one is transported to Chinatown in the budding years of Singapore's establishment as a seaport. From the desperate hopefulness of the many ""Sinkheh"" (new migrants) - risking life and limb to embark on an arduous journey from the various Chinese provinces to the promised land of Singapore - to the raw, seedy and underground practices of gambling dens and secret societies, be prepared to experience a sense of nostalgia and sentimentality as you step into the pages of Chinatown's history. The Chinatown Heritage Centre is the only place in Singapore that has recreated the original interiors of its shophouse tenants in the 1950s, offering visitors an honest, revealing glimpse into the lives of Chinatown's early residents.","48 Pagoda Street, Singapore 059207, Singapore",2020-01-30 10:04:30.762015
43,137,59,"Museums, Speciality Museums",Solo,4.583941605839416,95,30,10,1,1,"The colourful past of Chinatown comes alive within the walls of these three beautifully-restored shophouses on Pagoda Street, comfortably nestled in the midst of Singapore's bustling Chinatown district. Every nook and cranny in the Chinatown Heritage Centre pulsates with the memories of yesteryear, offering an experience like no other as one is transported to Chinatown in the budding years of Singapore's establishment as a seaport. From the desperate hopefulness of the many ""Sinkheh"" (new migrants) - risking life and limb to embark on an arduous journey from the various Chinese provinces to the promised land of Singapore - to the raw, seedy and underground practices of gambling dens and secret societies, be prepared to experience a sense of nostalgia and sentimentality as you step into the pages of Chinatown's history. The Chinatown Heritage Centre is the only place in Singapore that has recreated the original interiors of its shophouse tenants in the 1950s, offering visitors an honest, revealing glimpse into the lives of Chinatown's early residents.","48 Pagoda Street, Singapore 059207, Singapore",2020-01-30 10:08:37.609723
43,20,59,"Museums, Speciality Museums",Business,4.45,10,9,1,0,0,"The colourful past of Chinatown comes alive within the walls of these three beautifully-restored shophouses on Pagoda Street, comfortably nestled in the midst of Singapore's bustling Chinatown district. Every nook and cranny in the Chinatown Heritage Centre pulsates with the memories of yesteryear, offering an experience like no other as one is transported to Chinatown in the budding years of Singapore's establishment as a seaport. From the desperate hopefulness of the many ""Sinkheh"" (new migrants) - risking life and limb to embark on an arduous journey from the various Chinese provinces to the promised land of Singapore - to the raw, seedy and underground practices of gambling dens and secret societies, be prepared to experience a sense of nostalgia and sentimentality as you step into the pages of Chinatown's history. The Chinatown Heritage Centre is the only place in Singapore that has recreated the original interiors of its shophouse tenants in the 1950s, offering visitors an honest, revealing glimpse into the lives of Chinatown's early residents.","48 Pagoda Street, Singapore 059207, Singapore",2020-01-30 10:10:35.868158
43,95,59,"Museums, Speciality Museums",Friends,4.621052631578948,66,26,1,0,2,"The colourful past of Chinatown comes alive within the walls of these three beautifully-restored shophouses on Pagoda Street, comfortably nestled in the midst of Singapore's bustling Chinatown district. Every nook and cranny in the Chinatown Heritage Centre pulsates with the memories of yesteryear, offering an experience like no other as one is transported to Chinatown in the budding years of Singapore's establishment as a seaport. From the desperate hopefulness of the many ""Sinkheh"" (new migrants) - risking life and limb to embark on an arduous journey from the various Chinese provinces to the promised land of Singapore - to the raw, seedy and underground practices of gambling dens and secret societies, be prepared to experience a sense of nostalgia and sentimentality as you step into the pages of Chinatown's history. The Chinatown Heritage Centre is the only place in Singapore that has recreated the original interiors of its shophouse tenants in the 1950s, offering visitors an honest, revealing glimpse into the lives of Chinatown's early residents.","48 Pagoda Street, Singapore 059207, Singapore",2020-01-30 10:11:13.047848
