REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,2,49,M30****8811,5.0,2019-09-26,Not Available,远离市区，去的时候是从市区坐公交到终点站，在坐船过去的，岛上貌似收不到新加坡的电话信号，租了单车，绕岛骑了一圈，看了红树林和野猪猴子，这里距离樟宜机场也很近，所以骑到海边的时候看看飞机休息休息也是不错的。,2020-02-13 01:19:02.502300
,2,49,东张西望望东西,4.0,2019-10-19,Not Available,乌敏岛的人不多的，但是过来是非常的方便的，难得的宁静，非常的惬意的，这里最适合就是在沙滩上晒晒太阳或者就是骑着单车在岛上到处游走的,2020-02-13 01:19:02.507571
,2,49,M30****9258,5.0,2019-09-26,Not Available,民风淳朴的离岛。过去稍有一点麻烦，但是公共交通都可以到达。岛上的food court食物选择也很丰富。这个岛的乡土气息和新加坡市区钢筋混凝土有着天壤之别。,2020-02-13 01:19:02.512047
,2,49,M30****2342,5.0,2019-09-26,Not Available,渡船，骑行，农家海鲜，原生态是去这里的特色，看够了高楼大厦，这里像是世外桃园，充满惊喜。是本地人周末锻炼身体，骑自行车的地方，不推荐来旅游的朋友去，并无特色！,2020-02-13 01:19:02.516221
,2,49,M30****4954,5.0,2019-09-26,Not Available,乌敏岛是我们最先去的，但是其实这是个没什么名气的小岛，甚至有些新加坡当地人都不是很清楚，小岛最主要的休闲是：骑车各种崎岖的小道、石子路。,2020-02-13 01:19:02.520272
,2,49,M30****2777,5.0,2019-09-26,Not Available,到了岛上晴空万里，花了13新币租了山地自行车开始一路狂飙，哈哈大家都严格遵守着秩序所以没有任何堵车，就是大家最好自带食物，还有大量水，可能骑着骑着就饿了？,2020-02-13 01:19:02.524191
,2,49,M30****5864,5.0,2019-09-26,Not Available,非常推荐在岛上租辆自行车骑行环岛一周，雨后的芦苇丛中蛙声齐鸣都能盖过飞机飞行中的轰鸣声，沿海滩涂和湿地也都非常具有热带风格。,2020-02-13 01:19:02.527930
,2,49,M30****5232,5.0,2019-09-26,Not Available,在码头乘船直接上岛，租台自行车，你就可以在小岛上巡逻了，环境清幽，骑累了买一个冰椰子，先喝汁再吃肉，心里美滋滋！很美，值得一来！,2020-02-13 01:19:02.531425
,2,49,M22****5474,4.0,2018-02-21,Not Available,【乌敏岛】先写一些参考信息：最早登岛时间7：00，而我建议最晚离岛时间18：00。但是晚于这个时间也没有关系，可以记下主岛码头值班员工电话号码，离开时电话即可，一般整点，贵一些。岛上随处可见临时搭建的帐篷，未开发但是有很多惊喜的海滩，还有环岛单车道。是个不错的地方，岛上有各种海鲜，也有商店出售椰子。附图，在船前端拍下的海景，退潮时发现的螃蟹，还有蛤（,2020-02-13 01:19:02.536403
,2,49,素素77,5.0,2019-07-13,Not Available,乌敏岛是我很喜欢去的一个小岛。从樟宜村出发，排队乘坐快艇，很快就会到达乌敏岛。岛上的原生态风情十分迷人，游客们可以骑行，租一辆自行车，锻炼身体，也可以步行，一路欣赏沿途的美景。这条徒步路线我走了不下5次，不同时间，不同月份，每次都有新的惊喜。,2020-02-13 01:19:02.540728
,2,49,M30****3226,5.0,2019-02-18,Not Available,这个岛的乡土气息和新加坡市区钢筋混凝土有着天壤之别。非常推荐在岛上租辆自行车骑行环岛一周，雨后的芦苇丛中蛙声齐鸣都能盖过飞机飞行中的轰鸣声，沿海滩涂和湿地也都非常具有热带风格。,2020-02-13 01:19:05.194562
,2,49,_WeCh****052107,4.0,2019-12-24,Not Available,这个岛很美，岛上有很多的椰子树，而且这里的风景特别好，空气很新鲜，也是一个著名的度假胜地。在这里散散步，骑单车也是一个很不错的计划。,2020-02-13 01:19:05.200496
,2,49,素素77,5.0,2019-06-04,Not Available,乌敏岛最大的魅力在于其粗粝未经打磨，在于其十足的野趣，这里种植了各种热带植物，还有很多热带果树，你可以看到红毛丹、榴莲、菠萝蜜和芒果就长在你的身边。,2020-02-13 01:19:05.208268
,2,49,玖玖蓝天儿,4.0,2019-05-31,Not Available,骑骑车，吹吹海风，吃吃海鲜，看看海景，还是不错的一个周末消磨时光的地方！！！！？？,2020-02-13 01:19:05.213520
,2,49,素素77,5.0,2019-04-23,Not Available,乌敏岛是新加坡我很喜欢的一个游览地点，我已经到过这里很多次了，每次都十分喜欢在这里玩。乌敏岛的生态环境非常好，有山猪，很多游客都见到过，还有很多珍奇的鸟类，它们就躲藏在树木间，很有意思。乌敏岛十分适合徒步旅行，走一圈有点辛苦，但是风景美极了。,2020-02-13 01:19:05.218872
,2,49,M515shunyi1618,5.0,2019-06-29,Not Available,乌敏岛是新加坡的第三大岛，岛上有一个小的橡胶园，很原始的一个小岛，还没有被完全的商业化过度开发。,2020-02-13 01:19:05.223565
,2,49,M30****3276,5.0,2019-03-05,Not Available,乌敏岛特别适合懒散一日骑行～跟新加坡的其他地方相比，这里保留着淳朴与自然，没有很多钢筋水泥的建筑，却多了很多野生动物比如随处可见的猴子家族，野猪，蜥蜴，螃蟹等等。棒！,2020-02-13 01:19:05.227931
,2,49,笃悠悠的鱼,5.0,2016-08-19,Not Available,乌敏岛是新加坡的离岛，是新加坡人假期和周末的郊游之地，可在樟宜码头搭渡船前往，岛上环境属于尚未过度开发的自然之地，还有湿地公园，建议租辆自行车环岛环岛游览。,2020-02-13 01:19:05.232120
,2,49,M30****8293,5.0,2019-03-05,Not Available,如果有条件的话，值得一去。是新加坡本岛外的最大岛。岛上植被保护的很好，人少，也是新加坡最大的户外拓展基地。如果有幸在那儿参加一次为期几天的拓展训练，一定会终身难忘。,2020-02-13 01:19:05.235982
,2,49,M42****024,4.0,2017-08-04,Not Available,不错，自然原生态的小岛，值得看看。我们遇见了家狗、山猴、野猪、大蜥蜴和山鸡。很有趣！费用不高，有时间慢慢玩，特别适合孩子。,2020-02-13 01:19:05.239662
,2,49,M49****970,5.0,2019-07-29,Not Available,乌敏岛是骑车的好去处，各种上下坡很有挑战，不过要注意的是刹车和国内刚好相反，左边刹前轮，右边刹后轮，下坡时得小心。,2020-02-13 01:19:09.729805
,2,49,小Y同学,4.0,2018-02-02,Not Available,新加坡少有的离岛，因为算是没有被完全开放，保留了原始的生态环境，很写意地在岛上租个自行车环岛一周，很方便，走到哪直接停，还不用担心被偷，一定要做好防晒防蚊措施，久不久还会看到些小动物，景色不错，很适合远离喧嚣的地方。,2020-02-13 01:19:09.735092
,2,49,馨馨宁宁,5.0,2019-03-08,Not Available,如果在新加坡有一点时间，并且超过两天的中途停留，那么可以来乌敏岛看一看，有红树林的原生态环境。从新加坡的码头坐船三新币，不过需要凑齐十二个人才能开船，乌敏岛已经靠近马来西亚了。,2020-02-13 01:19:09.740075
,2,49,M25****4707,5.0,2019-05-12,Not Available,乌敏岛是新加坡第三大岛。岛内有小型橡胶园、海滨、养鱼场、原始森林以及被岩石峭壁包围的湖泊。在乌敏岛的东北角有个叫仄爪哇（ChekJawa）的自然海洋生物生态区，那里有许多海洋生物的珍奇品种，如鲎、螃蟹、海星、海马和海胆。此外，那里还有聚居着地毯海葵和孔雀海葵的海草场以及色彩鲜艳的珊瑚礁。,2020-02-13 01:19:09.744627
